scope,mode,module,mean_abs_shap,shap_share,rank,seed
all,producer_only,src/drivers/mkblctrl,0.11734650080640255,0.017746622665757782,7,2
all,producer_only,src/drivers/px4fmu,0.11734650080640255,0.017746622665757782,7,2
all,producer_only,src/drivers/px4io,0.11734650080640255,0.017746622665757782,7,2
all,producer_only,src/drivers/tap_esc,0.11734650080640255,0.017746622665757782,7,2
all,producer_only,src/modules/uavcan,0.11734650080640255,0.017746622665757782,7,2
all,producer_only,src/modules/attitude_estimator_q,0.09994538764368277,0.015115006152774467,8,2
all,producer_only,src/modules/gnd_pos_control,0.06371881027167953,0.009636364738886278,9,2
all,producer_only,src/modules/navigator,0.06371881027167953,0.009636364738886278,9,2
all,producer_only,src/drivers/telemetry,0.06352263549682545,0.009606696707185707,10,2
all,producer_only,src/modules/syslink,0.06352263549682545,0.009606696707185707,10,2
all,producer_only,src/modules/fw_att_control,0.06217531059586675,0.00940293718763309,11,2
all,producer_only,src/modules/mc_att_control,0.06217531059586675,0.00940293718763309,11,2
all,producer_only,src/modules/commander,0.0176836029666351,0.002674338195543582,12,2
all,producer_only,src/modules/land_detector,0.005872820243024,0.000888162187372905,13,2
all,producer_only,src/drivers/distance_sensor,0.004342672005822775,0.0006567538096055556,14,2
all,producer_only,src/drivers/px4flow,0.004342672005822775,0.0006567538096055556,14,2
all,consumer_only,src/modules/commander,1.4937037494577778,0.27218099031692666,1,2
all,consumer_only,src/modules/land_detector,0.3752826996686869,0.06838358468452133,2,2
all,consumer_only,src/modules/vtol_att_control,0.28991596465530545,0.05282815578203693,3,2
all,consumer_only,src/modules/mc_att_control,0.2540863566954482,0.04629932556337995,4,2
all,consumer_only,src/modules/events,0.24442601243964274,0.04453902867231166,5,2
all,consumer_only,src/modules/fw_pos_control_l1,0.22767078796417883,0.04148591081519331,6,2
all,consumer_only,src/modules/mc_pos_control,0.22767078796417883,0.04148591081519331,6,2
all,consumer_only,src/drivers/mkblctrl,0.22108591778536743,0.04028602329597949,7,2
all,consumer_only,src/drivers/px4io,0.22108591778536743,0.04028602329597949,7,2
all,consumer_only,src/modules/sensors,0.22108591778536743,0.04028602329597949,7,2
all,consumer_only,src/modules/fw_att_control,0.21090142711134133,0.038430217043544095,8,2
all,consumer_only,src/modules/gnd_att_control,0.2077498448899244,0.03785593933258443,9,2
all,consumer_only,src/drivers/telemetry,0.1888997536947363,0.034421097255677865,10,2
all,consumer_only,src/modules/position_estimator_inav,0.15529852851289425,0.028298320400377257,11,2
all,consumer_only,src/modules/landing_target_estimator,0.12731409410403638,0.023199028741219967,12,2
all,consumer_only,src/modules/wind_estimator,0.12731409410403638,0.023199028741219967,12,2
all,consumer_only,src/drivers/vmount,0.11862198041951469,0.02161516171841894,13,2
all,consumer_only,src/modules/navigator,0.10904880754466413,0.01987074909677437,14,2
all,consumer_only,src/drivers/camera_trigger,0.1058972253232472,0.01929647138581471,15,2
all,consumer_only,src/modules/gnd_pos_control,0.09720511163872553,0.01771260436301368,16,2
all,consumer_only,src/modules/ekf2,0.09217036372855111,0.016795178352210133,17,2
all,consumer_only,src/modules/attitude_estimator_q,0.034702971811416836,0.006323535867136028,18,2
all,consumer_only,src/modules/sdlog2,0.034702971811416836,0.006323535867136028,18,2
all,consumer_only,src/drivers/blinkm,0.026882687779283102,0.004898532647321874,19,2
all,consumer_only,src/modules/gpio_led,0.026882687779283102,0.004898532647321874,19,2
all,consumer_only,src/drivers/batt_smbus,0.02540905419873018,0.004630008820247882,20,2
all,consumer_only,src/modules/camera_feedback,0.021416868780789165,0.003902557355405259,21,2
all,consumer_only,src/modules/logger,0.0014736335805529252,0.0002685238270739919,22,2
all,bidirectional,src/modules/ekf2,0.9889629720666933,0.14956349422492854,1,2
all,bidirectional,src/modules/commander,0.8420281733292744,0.1273421547581128,2,2
all,bidirectional,src/modules/mavlink,0.4447898059100175,0.06726674248330072,3,2
all,bidirectional,src/modules/vtol_att_control,0.3913499315425959,0.059184888493732185,4,2
all,bidirectional,src/modules/sensors,0.33240604952611913,0.05027064882392615,5,2
all,bidirectional,src/modules/land_detector,0.2738819921842925,0.04141990035356442,6,2
all,bidirectional,src/drivers/mkblctrl,0.2647371126633142,0.04003689596001745,7,2
all,bidirectional,src/drivers/px4io,0.2647371126633142,0.04003689596001745,7,2
all,bidirectional,src/modules/mc_att_control,0.23909207821904563,0.03615852935849742,8,2
all,bidirectional,src/modules/fw_att_control,0.21796571027167663,0.03296353268042467,9,2
all,bidirectional,src/modules/position_estimator_inav,0.19035189728724666,0.028787422476627748,10,2
all,bidirectional,src/modules/fw_pos_control_l1,0.18647740899780443,0.028201473332655685,11,2
all,bidirectional,src/modules/mc_pos_control,0.18647740899780443,0.028201473332655685,11,2
all,bidirectional,src/modules/events,0.16593458656490156,0.025094727791023817,12,2
all,bidirectional,src/drivers/telemetry,0.15493171357205027,0.023430734115016946,13,2
all,bidirectional,src/modules/gnd_att_control,0.15312505135941382,0.023157507795085703,14,2
all,bidirectional,src/modules/load_mon,0.14502888310690643,0.021933102789155633,15,2
all,bidirectional,src/modules/navigator,0.12571928139845417,0.019012860489716937,16,2
all,bidirectional,src/drivers/px4fmu,0.11734650080640255,0.017746622665757782,17,2
all,bidirectional,src/drivers/tap_esc,0.11734650080640255,0.017746622665757782,17,2
all,bidirectional,src/modules/uavcan,0.11734650080640255,0.017746622665757782,17,2
all,bidirectional,src/modules/gnd_pos_control,0.11594220370381308,0.01753424708899144,18,2
all,bidirectional,src/modules/landing_target_estimator,0.10428060570426928,0.015770632682464814,19,2
all,bidirectional,src/modules/wind_estimator,0.10428060570426928,0.015770632682464814,19,2
all,bidirectional,src/drivers/vmount,0.09716887632602428,0.014695106979445195,20,2
all,bidirectional,src/drivers/camera_trigger,0.08664318435538408,0.013103278655504612,21,2
all,bidirectional,src/modules/attitude_estimator_q,0.04738282575867105,0.0071658304576441515,22,2
all,bidirectional,src/modules/sdlog2,0.029745404409785858,0.0044984764306839516,23,2
all,bidirectional,src/drivers/blinkm,0.020905703457995146,0.0031616250018681857,24,2
all,bidirectional,src/modules/gpio_led,0.020905703457995146,0.0031616250018681857,24,2
all,bidirectional,src/drivers/batt_smbus,0.019545426306715522,0.002955906679134064,25,2
all,bidirectional,src/modules/syslink,0.019545426306715522,0.002955906679134064,25,2
all,bidirectional,src/modules/camera_feedback,0.017637421348885195,0.0026673540269602,26,2
all,bidirectional,src/drivers/distance_sensor,0.00347413760465822,0.0005254030476844445,27,2
all,bidirectional,src/drivers/px4flow,0.00347413760465822,0.0005254030476844445,27,2
all,bidirectional,src/modules/logger,0.0013602771512796232,0.00020571832273412168,28,2
all,producer_only,src/modules/mavlink,1.8966303518869607,0.25614691026545316,1,3
all,producer_only,src/modules/ekf2,1.7455601258498286,0.23574432016980476,2,3
all,producer_only,src/modules/sensors,0.9106814105596333,0.12299087659277187,3,3
all,producer_only,src/modules/vtol_att_control,0.5835224075598694,0.07880684900904049,4,3
all,producer_only,src/modules/position_estimator_inav,0.5211448515086401,0.07038253046086575,5,3
all,producer_only,src/modules/load_mon,0.4861531300288016,0.06565676967515831,6,3
all,producer_only,src/drivers/mkblctrl,0.13394511312202767,0.01808978056120914,7,3
all,producer_only,src/drivers/px4fmu,0.13394511312202767,0.01808978056120914,7,3
all,producer_only,src/drivers/px4io,0.13394511312202767,0.01808978056120914,7,3
all,producer_only,src/drivers/tap_esc,0.13394511312202767,0.01808978056120914,7,3
all,producer_only,src/modules/uavcan,0.13394511312202767,0.01808978056120914,7,3
all,producer_only,src/modules/attitude_estimator_q,0.12345024581109076,0.016672410100661637,8,3
all,producer_only,src/modules/fw_att_control,0.07649620550805745,0.010331094126183148,9,3
all,producer_only,src/modules/mc_att_control,0.07649620550805745,0.010331094126183148,9,3
all,producer_only,src/drivers/telemetry,0.07588545552233475,0.010248610092522136,10,3
all,producer_only,src/modules/syslink,0.07588545552233475,0.010248610092522136,10,3
all,producer_only,src/modules/gnd_pos_control,0.06499171987056555,0.00877737099436412,11,3
all,producer_only,src/modules/navigator,0.06499171987056555,0.00877737099436412,11,3
all,producer_only,src/modules/commander,0.0165646755608155,0.0022371204068474355,12,3
all,producer_only,src/modules/land_detector,0.0068183655651455,0.0009208453670662715,13,3
all,producer_only,src/drivers/distance_sensor,0.00473261710434065,0.0006391573600729465,14,3
all,producer_only,src/drivers/px4flow,0.00473261710434065,0.0006391573600729465,14,3
all,consumer_only,src/modules/commander,1.702665319681499,0.27929741436606564,1,3
all,consumer_only,src/modules/land_detector,0.4068747274364664,0.0667418652569726,2,3
all,consumer_only,src/modules/vtol_att_control,0.3137620044621918,0.05146808099021877,3,3
all,consumer_only,src/modules/mc_att_control,0.28051606355505726,0.04601456923650158,4,3
all,consumer_only,src/modules/events,0.27481113685340264,0.04507875921059577,5,3
all,consumer_only,src/modules/fw_pos_control_l1,0.25015067422169424,0.041033569959078316,6,3
all,consumer_only,src/modules/mc_pos_control,0.25015067422169424,0.041033569959078316,6,3
all,consumer_only,src/drivers/mkblctrl,0.2328765644931679,0.03820000418024657,7,3
all,consumer_only,src/drivers/px4io,0.2328765644931679,0.03820000418024657,7,3
all,consumer_only,src/modules/sensors,0.2328765644931679,0.03820000418024657,7,3
all,consumer_only,src/modules/fw_att_control,0.22968660929927365,0.03767673855235152,8,3
all,consumer_only,src/modules/gnd_att_control,0.22635811522202126,0.03713074764106471,9,3
all,consumer_only,src/drivers/telemetry,0.21397509089974004,0.035099493092524185,10,3
all,consumer_only,src/modules/position_estimator_inav,0.18395472403791058,0.030175089719817846,11,3
all,consumer_only,src/modules/landing_target_estimator,0.14226359110429662,0.023336267377134273,12,3
all,consumer_only,src/modules/wind_estimator,0.14226359110429662,0.023336267377134273,12,3
all,consumer_only,src/drivers/vmount,0.13101221314252182,0.0214906429103325,13,3
all,consumer_only,src/modules/navigator,0.1191384610791724,0.01954292704874581,14,3
all,consumer_only,src/drivers/camera_trigger,0.11580996700192002,0.018996936137458998,15,3
all,consumer_only,src/modules/ekf2,0.10805203530981831,0.017724360583481143,16,3
all,consumer_only,src/modules/gnd_pos_control,0.10455858904014521,0.017151311670657223,17,3
all,consumer_only,src/modules/attitude_estimator_q,0.03997692795644158,0.0065576320157981665,18,3
all,consumer_only,src/modules/sdlog2,0.03997692795644158,0.0065576320157981665,18,3
all,consumer_only,src/drivers/blinkm,0.03173457183900186,0.005205593699591747,19,3
all,consumer_only,src/modules/gpio_led,0.03173457183900186,0.005205593699591747,19,3
all,consumer_only,src/drivers/batt_smbus,0.0303541822089339,0.004979160912103112,20,3
all,consumer_only,src/modules/camera_feedback,0.026453624102376592,0.0043393312396752745,21,3
all,consumer_only,src/modules/logger,0.0013803896300679582,0.00022643278748863554,22,3
all,bidirectional,src/modules/ekf2,1.1509199880871217,0.15543598077399043,1,3
all,bidirectional,src/modules/commander,0.9579376881209166,0.129373010821472,2,3
all,bidirectional,src/modules/mavlink,0.4863697410087866,0.06568602378532136,3,3
all,bidirectional,src/modules/vtol_att_control,0.4223800236837362,0.05704397692296667,4,3
all,bidirectional,src/modules/sensors,0.3606246569701622,0.048703687335038166,5,3
all,bidirectional,src/modules/land_detector,0.29792875894685705,0.040236375531760286,6,3
all,bidirectional,src/drivers/mkblctrl,0.28919615611747296,0.039057005376106776,7,3
all,bidirectional,src/drivers/px4io,0.28919615611747296,0.039057005376106776,7,3
all,bidirectional,src/modules/mc_att_control,0.2719799612256506,0.03673189488545119,8,3
all,bidirectional,src/modules/fw_att_control,0.2471063742219767,0.033372625404251975,9,3
all,bidirectional,src/modules/position_estimator_inav,0.21783401085624587,0.02941928498404843,10,3
all,bidirectional,src/modules/fw_pos_control_l1,0.2048762815088542,0.027669295940011353,11,3
all,bidirectional,src/modules/mc_pos_control,0.2048762815088542,0.027669295940011353,11,3
all,bidirectional,src/modules/events,0.18667462008525346,0.025211094566868354,12,3
all,bidirectional,src/drivers/telemetry,0.17542846185198022,0.023692259501857743,13,3
all,bidirectional,src/modules/gnd_att_control,0.16782077055373873,0.022664812789134212,14,3
all,bidirectional,src/modules/load_mon,0.16205104334293388,0.02188558989171943,15,3
all,bidirectional,src/modules/navigator,0.13468113316571098,0.018189182777300087,16,3
all,bidirectional,src/drivers/px4fmu,0.13394511312202767,0.018089780561209138,17,3
all,bidirectional,src/drivers/tap_esc,0.13394511312202767,0.018089780561209138,17,3
all,bidirectional,src/modules/uavcan,0.13394511312202767,0.018089780561209138,17,3
all,bidirectional,src/modules/gnd_pos_control,0.12268606212771471,0.016569204281363582,18,3
all,bidirectional,src/modules/landing_target_estimator,0.11653894686128212,0.015739013737921224,19,3
all,bidirectional,src/modules/wind_estimator,0.11653894686128212,0.015739013737921224,19,3
all,bidirectional,src/drivers/vmount,0.10733327398346638,0.014495753730919332,20,3
all,bidirectional,src/drivers/camera_trigger,0.09475360936520728,0.012796823720157407,21,3
all,bidirectional,src/modules/attitude_estimator_q,0.056051275744453344,0.007569931106551415,22,3
all,bidirectional,src/modules/sdlog2,0.0342659382483785,0.0046277410887875965,23,3
