topic,source_file,line,module,reference_role,parser_role,role_agreement,statement
vehicle_rates_setpoint,src/modules/mavlink/mavlink_receiver.cpp,1383,src/modules/mavlink,publisher,publisher,True,"_rates_sp_pub = orb_advertise(ORB_ID(vehicle_rates_setpoint), &rates_sp);"
vehicle_rates_setpoint,src/modules/mavlink/mavlink_receiver.cpp,1386,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_rates_setpoint), _rates_sp_pub, &rates_sp);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,1548,src/modules/mavlink,publisher,publisher,True,"_battery_pub = orb_advertise(ORB_ID(battery_status), &battery_status);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,1551,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(battery_status), _battery_pub, &battery_status);"
manual_control_setpoint,src/modules/mavlink/mavlink_receiver.cpp,1810,src/modules/mavlink,publisher,publisher,True,"orb_publish_auto(ORB_ID(manual_control_setpoint), &_manual_pub, &manual, &m_inst, ORB_PRIO_LOW);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,2024,src/modules/mavlink,publisher,publisher,True,"_battery_pub = orb_advertise(ORB_ID(battery_status), &hil_battery_status);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,2027,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(battery_status), _battery_pub, &hil_battery_status);"
vehicle_attitude,src/modules/mavlink/mavlink_receiver.cpp,2258,src/modules/mavlink,publisher,publisher,True,"_attitude_pub = orb_advertise(ORB_ID(vehicle_attitude), &hil_attitude);"
vehicle_attitude,src/modules/mavlink/mavlink_receiver.cpp,2261,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_attitude), _attitude_pub, &hil_attitude);"
vehicle_local_position,src/modules/mavlink/mavlink_receiver.cpp,2326,src/modules/mavlink,publisher,publisher,True,"_local_pos_pub = orb_advertise(ORB_ID(vehicle_local_position), &_hil_local_pos);"
vehicle_local_position,src/modules/mavlink/mavlink_receiver.cpp,2329,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_local_position), _local_pos_pub, &_hil_local_pos);"
vehicle_land_detected,src/modules/mavlink/mavlink_receiver.cpp,2342,src/modules/mavlink,publisher,publisher,True,"_land_detector_pub = orb_advertise(ORB_ID(vehicle_land_detected), &_hil_land_detector);"
vehicle_land_detected,src/modules/mavlink/mavlink_receiver.cpp,2345,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_land_detected), _land_detector_pub, &_hil_land_detector);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,2382,src/modules/mavlink,publisher,publisher,True,"_battery_pub = orb_advertise(ORB_ID(battery_status), &hil_battery_status);"
battery_status,src/modules/mavlink/mavlink_receiver.cpp,2385,src/modules/mavlink,publisher,publisher,True,"orb_publish(ORB_ID(battery_status), _battery_pub, &hil_battery_status);"
vehicle_attitude,src/modules/mc_att_control/mc_att_control_main.cpp,595,src/modules/mc_att_control,subscriber,subscriber,True,/* * do subscriptions */ _v_att_sub = orb_subscribe(ORB_ID(vehicle_attitude));
vehicle_attitude_setpoint,src/modules/mc_att_control/mc_att_control_main.cpp,596,src/modules/mc_att_control,subscriber,subscriber,True,_v_att_sp_sub = orb_subscribe(ORB_ID(vehicle_attitude_setpoint));
vehicle_rates_setpoint,src/modules/mc_att_control/mc_att_control_main.cpp,597,src/modules/mc_att_control,subscriber,subscriber,True,_v_rates_sp_sub = orb_subscribe(ORB_ID(vehicle_rates_setpoint));
manual_control_setpoint,src/modules/mc_att_control/mc_att_control_main.cpp,600,src/modules/mc_att_control,subscriber,subscriber,True,_manual_control_sp_sub = orb_subscribe(ORB_ID(manual_control_setpoint));
vehicle_status,src/modules/mc_att_control/mc_att_control_main.cpp,601,src/modules/mc_att_control,subscriber,subscriber,True,_vehicle_status_sub = orb_subscribe(ORB_ID(vehicle_status));
battery_status,src/modules/mc_att_control/mc_att_control_main.cpp,603,src/modules/mc_att_control,subscriber,subscriber,True,_battery_status_sub = orb_subscribe(ORB_ID(battery_status));
rate_ctrl_status,src/modules/mc_att_control/mc_att_control_main.cpp,781,src/modules/mc_att_control,publisher,publisher,True,"orb_publish_auto(ORB_ID(rate_ctrl_status), &_controller_status_pub, &rate_ctrl_status, &instance, ORB_PRIO_DEFAULT);"
vehicle_status,src/modules/mc_pos_control/mc_pos_control_main.cpp,2925,src/modules/mc_pos_control,subscriber,subscriber,True,/* * do subscriptions */ _vehicle_status_sub = orb_subscribe(ORB_ID(vehicle_status));
vehicle_land_detected,src/modules/mc_pos_control/mc_pos_control_main.cpp,2926,src/modules/mc_pos_control,subscriber,subscriber,True,_vehicle_land_detected_sub = orb_subscribe(ORB_ID(vehicle_land_detected));
vehicle_attitude,src/modules/mc_pos_control/mc_pos_control_main.cpp,2927,src/modules/mc_pos_control,subscriber,subscriber,True,_vehicle_attitude_sub = orb_subscribe(ORB_ID(vehicle_attitude));
manual_control_setpoint,src/modules/mc_pos_control/mc_pos_control_main.cpp,2930,src/modules/mc_pos_control,subscriber,subscriber,True,_manual_sub = orb_subscribe(ORB_ID(manual_control_setpoint));
vehicle_local_position,src/modules/mc_pos_control/mc_pos_control_main.cpp,2931,src/modules/mc_pos_control,subscriber,subscriber,True,_local_pos_sub = orb_subscribe(ORB_ID(vehicle_local_position));
vehicle_attitude_setpoint,src/modules/navigator/gpsfailure.cpp,97,src/modules/navigator,publisher,publisher,True,"/* publish att sp*/ orb_publish(ORB_ID(vehicle_attitude_setpoint), _att_sp_pub, &att_sp);"
vehicle_attitude_setpoint,src/modules/navigator/gpsfailure.cpp,101,src/modules/navigator,publisher,publisher,True,"/* advertise and publish */ _att_sp_pub = orb_advertise(ORB_ID(vehicle_attitude_setpoint), &att_sp);"
vehicle_local_position,src/modules/navigator/navigator_main.cpp,194,src/modules/navigator,subscriber,subscriber,True,_local_pos_sub = orb_subscribe(ORB_ID(vehicle_local_position));
vehicle_status,src/modules/navigator/navigator_main.cpp,197,src/modules/navigator,subscriber,subscriber,True,_vstatus_sub = orb_subscribe(ORB_ID(vehicle_status));
vehicle_land_detected,src/modules/navigator/navigator_main.cpp,198,src/modules/navigator,subscriber,subscriber,True,_land_detected_sub = orb_subscribe(ORB_ID(vehicle_land_detected));
sensor_combined,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,380,src/modules/position_estimator_inav,subscriber,subscriber,True,int sensor_combined_sub = orb_subscribe(ORB_ID(sensor_combined));
vehicle_attitude,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,381,src/modules/position_estimator_inav,subscriber,subscriber,True,int vehicle_attitude_sub = orb_subscribe(ORB_ID(vehicle_attitude));
vehicle_vision_position,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,384,src/modules/position_estimator_inav,subscriber,subscriber,True,int vision_position_sub = orb_subscribe(ORB_ID(vehicle_vision_position));
vehicle_rates_setpoint,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,386,src/modules/position_estimator_inav,subscriber,subscriber,True,int vehicle_rate_sp_sub = orb_subscribe(ORB_ID(vehicle_rates_setpoint));
distance_sensor,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,392,src/modules/position_estimator_inav,subscriber,subscriber,True,"distance_sensor_subs[i] = orb_subscribe_multi(ORB_ID(distance_sensor), i);"
vehicle_local_position,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,396,src/modules/position_estimator_inav,publisher,publisher,True,"/* advertise */ orb_advert_t vehicle_local_position_pub = orb_advertise(ORB_ID(vehicle_local_position), &local_pos);"
vehicle_local_position,src/modules/position_estimator_inav/position_estimator_inav_main.cpp,1393,src/modules/position_estimator_inav,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_local_position), vehicle_local_position_pub, &local_pos);"
vehicle_attitude,src/modules/replay/replay_main.cpp,1067,src/modules/replay,subscriber,subscriber,True,_vehicle_attitude_sub = orb_subscribe(ORB_ID(vehicle_attitude));
sensor_combined,src/modules/sdlog2/sdlog2.c,1393,src/modules/sdlog2,subscriber,subscriber,True,case LOG_TYPE_ALL: subs.sensor_sub = orb_subscribe(ORB_ID(sensor_combined));
sensor_combined,src/modules/sdlog2/sdlog2.c,1405,src/modules/sdlog2,subscriber,subscriber,True,case LOG_TYPE_NORMAL: subs.sensor_sub = orb_subscribe(ORB_ID(sensor_combined));
manual_control_setpoint,src/modules/sensors/rc_update.cpp,445,src/modules/sensors,publisher,publisher,True,"/* publish manual_control_setpoint topic */ orb_publish_auto(ORB_ID(manual_control_setpoint), &_manual_control_pub, &manual, &instance, ORB_PRIO_HIGH);"
battery_status,src/modules/sensors/sensors.cpp,569,src/modules/sensors,publisher,publisher,True,"orb_publish_auto(ORB_ID(battery_status), &_battery_pub[b], &battery_status, &instance, ORB_PRIO_DEFAULT);"
actuator_controls_0,src/modules/sensors/sensors.cpp,612,src/modules/sensors,subscriber,subscriber,True,_actuator_ctrl_0_sub = orb_subscribe(ORB_ID(actuator_controls_0));
sensor_combined,src/modules/sensors/sensors.cpp,622,src/modules/sensors,publisher,publisher,True,"/* advertise the sensor_combined topic and make the initial publication */ _sensor_pub = orb_advertise(ORB_ID(sensor_combined), &raw);"
sensor_preflight,src/modules/sensors/sensors.cpp,633,src/modules/sensors,publisher,publisher,True,"_sensor_preflight = orb_advertise(ORB_ID(sensor_preflight), &preflt);"
sensor_combined,src/modules/sensors/sensors.cpp,688,src/modules/sensors,publisher,publisher,True,"orb_publish(ORB_ID(sensor_combined), _sensor_pub, &raw);"
sensor_preflight,src/modules/sensors/sensors.cpp,708,src/modules/sensors,publisher,publisher,True,"orb_publish(ORB_ID(sensor_preflight), _sensor_preflight, &preflt);"
battery_status,src/modules/simulator/simulator_mavlink.cpp,382,src/modules/simulator,publisher,publisher,True,"orb_publish_auto(ORB_ID(battery_status), &_battery_pub, &_battery_status, &batt_multi, ORB_PRIO_HIGH);"
actuator_outputs,src/modules/simulator/simulator_mavlink.cpp,791,src/modules/simulator,subscriber,subscriber,True,"_actuator_outputs_sub[i] = orb_subscribe_multi(ORB_ID(actuator_outputs), i);"
vehicle_status,src/modules/simulator/simulator_mavlink.cpp,794,src/modules/simulator,subscriber,subscriber,True,_vehicle_status_sub = orb_subscribe(ORB_ID(vehicle_status));
vehicle_vision_position,src/modules/simulator/simulator_mavlink.cpp,1155,src/modules/simulator,publisher,publisher,True,"orb_publish_auto(ORB_ID(vehicle_vision_position), &_vision_position_pub, &vision_position, &inst, ORB_PRIO_HIGH);"
distance_sensor,src/modules/simulator/simulator_mavlink.cpp,1178,src/modules/simulator,publisher,publisher,True,"orb_publish_auto(ORB_ID(distance_sensor), &_dist_pub, &dist, &dist_multi, ORB_PRIO_HIGH);"
battery_status,src/modules/syslink/syslink_main.cpp,440,src/modules/syslink,publisher,publisher,True,"orb_publish(ORB_ID(battery_status), _battery_pub, &_battery_status);"
battery_status,src/modules/syslink/syslink_main.cpp,443,src/modules/syslink,publisher,publisher,True,"_battery_pub = orb_advertise(ORB_ID(battery_status), &_battery_status);"
actuator_outputs,src/modules/uavcan/actuators/esc.cpp,172,src/modules/uavcan,publisher,publisher,True,"orb_publish(ORB_ID(actuator_outputs), _actuator_outputs_pub, &actuator_outputs);"
actuator_outputs,src/modules/uavcan/actuators/esc.cpp,176,src/modules/uavcan,publisher,publisher,True,"_actuator_outputs_pub = orb_advertise_multi(ORB_ID(actuator_outputs), &actuator_outputs, &instance, ORB_PRIO_DEFAULT);"
vehicle_rates_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,543,src/modules/vtol_att_control,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_rates_setpoint), _v_rates_sp_pub, &v_rates_sp);"
vehicle_rates_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,546,src/modules/vtol_att_control,publisher,publisher,True,"_v_rates_sp_pub = orb_advertise(ORB_ID(vehicle_rates_setpoint), &v_rates_sp);"
vehicle_rates_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,566,src/modules/vtol_att_control,publisher,publisher,True,"orb_publish(ORB_ID(vehicle_rates_setpoint), _v_rates_sp_pub, &v_rates_sp);"
vehicle_rates_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,569,src/modules/vtol_att_control,publisher,publisher,True,"_v_rates_sp_pub = orb_advertise(ORB_ID(vehicle_rates_setpoint), &v_rates_sp);"
vehicle_attitude_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,587,src/modules/vtol_att_control,subscriber,subscriber,True,/* do subscriptions */ _v_att_sp_sub = orb_subscribe(ORB_ID(vehicle_attitude_setpoint));
vehicle_attitude,src/modules/vtol_att_control/vtol_att_control_main.cpp,592,src/modules/vtol_att_control,subscriber,subscriber,True,_v_att_sub = orb_subscribe(ORB_ID(vehicle_attitude));
manual_control_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,595,src/modules/vtol_att_control,subscriber,subscriber,True,_manual_control_sp_sub = orb_subscribe(ORB_ID(manual_control_setpoint));
vehicle_local_position,src/modules/vtol_att_control/vtol_att_control_main.cpp,596,src/modules/vtol_att_control,subscriber,subscriber,True,_local_pos_sub = orb_subscribe(ORB_ID(vehicle_local_position));
vehicle_land_detected,src/modules/vtol_att_control/vtol_att_control_main.cpp,602,src/modules/vtol_att_control,subscriber,subscriber,True,_land_detected_sub = orb_subscribe(ORB_ID(vehicle_land_detected));
vehicle_attitude_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,740,src/modules/vtol_att_control,publisher,publisher,True,"/* publish the attitude setpoint */ orb_publish(ORB_ID(vehicle_attitude_setpoint), _v_att_sp_pub, &_v_att_sp);"
vehicle_attitude_setpoint,src/modules/vtol_att_control/vtol_att_control_main.cpp,744,src/modules/vtol_att_control,publisher,publisher,True,"/* advertise and publish */ _v_att_sp_pub = orb_advertise(ORB_ID(vehicle_attitude_setpoint), &_v_att_sp);"
actuator_controls_0,src/modules/vtol_att_control/vtol_att_control_main.cpp,748,src/modules/vtol_att_control,publisher,publisher,True,"orb_publish(ORB_ID(actuator_controls_0), _actuators_0_pub, &_actuators_out_0);"
actuator_controls_0,src/modules/vtol_att_control/vtol_att_control_main.cpp,751,src/modules/vtol_att_control,publisher,publisher,True,"_actuators_0_pub = orb_advertise(ORB_ID(actuator_controls_0), &_actuators_out_0);"
vehicle_attitude,src/modules/wind_estimator/wind_estimator_main.cpp,114,src/modules/wind_estimator,subscriber,subscriber,True,_vehicle_attitude_sub = orb_subscribe(ORB_ID(vehicle_attitude));
vehicle_local_position,src/modules/wind_estimator/wind_estimator_main.cpp,115,src/modules/wind_estimator,subscriber,subscriber,True,_vehicle_local_position_sub = orb_subscribe(ORB_ID(vehicle_local_position));
battery_status,src/platforms/posix/drivers/df_bebop_bus_wrapper/df_bebop_bus_wrapper.cpp,225,src/platforms/posix/drivers/df_bebop_bus_wrapper,publisher,publisher,True,"_battery_topic = orb_advertise_multi(ORB_ID(battery_status), &battery_report, &_battery_orb_class_instance, ORB_PRIO_LOW);"
battery_status,src/platforms/posix/drivers/df_bebop_bus_wrapper/df_bebop_bus_wrapper.cpp,229,src/platforms/posix/drivers/df_bebop_bus_wrapper,publisher,publisher,True,"orb_publish(ORB_ID(battery_status), _battery_topic, &battery_report);"
actuator_controls_0,src/platforms/posix/drivers/df_bebop_bus_wrapper/df_bebop_bus_wrapper.cpp,333,src/platforms/posix/drivers/df_bebop_bus_wrapper,subscriber,subscriber,True,// Subscribe for orb topics _controls_sub = orb_subscribe(ORB_ID(actuator_controls_0));
actuator_outputs,src/platforms/posix/drivers/df_bebop_bus_wrapper/df_bebop_bus_wrapper.cpp,421,src/platforms/posix/drivers/df_bebop_bus_wrapper,publisher,publisher,True,"orb_publish(ORB_ID(actuator_outputs), _outputs_pub, &_outputs);"
actuator_outputs,src/platforms/posix/drivers/df_bebop_bus_wrapper/df_bebop_bus_wrapper.cpp,424,src/platforms/posix/drivers/df_bebop_bus_wrapper,publisher,publisher,True,"_outputs_pub = orb_advertise(ORB_ID(actuator_outputs), &_outputs);"
distance_sensor,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper/df_bebop_rangefinder_wrapper.cpp,166,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,publisher,publisher,True,"_range_topic = orb_advertise_multi(ORB_ID(distance_sensor), &distance_data, &_orb_class_instance, ORB_PRIO_DEFAULT);"
distance_sensor,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper/df_bebop_rangefinder_wrapper.cpp,170,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,publisher,publisher,True,"orb_publish(ORB_ID(distance_sensor), _range_topic, &distance_data);"
distance_sensor,src/platforms/posix/drivers/df_isl29501_wrapper/df_isl29501_wrapper.cpp,173,src/platforms/posix/drivers/df_isl29501_wrapper,publisher,publisher,True,"_range_topic = orb_advertise_multi(ORB_ID(distance_sensor), &d, &_orb_class_instance, ORB_PRIO_DEFAULT);"
distance_sensor,src/platforms/posix/drivers/df_isl29501_wrapper/df_isl29501_wrapper.cpp,177,src/platforms/posix/drivers/df_isl29501_wrapper,publisher,publisher,True,"orb_publish(ORB_ID(distance_sensor), _range_topic, &d);"
actuator_controls_0,src/platforms/posix/drivers/df_ltc2946_wrapper/df_ltc2946_wrapper.cpp,88,src/platforms/posix/drivers/df_ltc2946_wrapper,subscriber,subscriber,True,// subscriptions _actuator_ctrl_0_sub = orb_subscribe(ORB_ID(actuator_controls_0));
battery_status,src/platforms/posix/drivers/df_ltc2946_wrapper/df_ltc2946_wrapper.cpp,150,src/platforms/posix/drivers/df_ltc2946_wrapper,publisher,publisher,True,"orb_publish_auto(ORB_ID(battery_status), &_battery_pub, &_battery_status, &instance, ORB_PRIO_DEFAULT);"
distance_sensor,src/platforms/posix/drivers/df_trone_wrapper/df_trone_wrapper.cpp,179,src/platforms/posix/drivers/df_trone_wrapper,publisher,publisher,True,"_range_topic = orb_advertise_multi(ORB_ID(distance_sensor), &d, &_orb_class_instance, ORB_PRIO_DEFAULT);"
distance_sensor,src/platforms/posix/drivers/df_trone_wrapper/df_trone_wrapper.cpp,183,src/platforms/posix/drivers/df_trone_wrapper,publisher,publisher,True,"orb_publish(ORB_ID(distance_sensor), _range_topic, &d);"
actuator_controls_0,src/platforms/qurt/fc_addon/uart_esc/uart_esc_main.cpp,294,src/platforms/qurt/fc_addon/uart_esc,subscriber,subscriber,True,// Subscribe for orb topics _controls_sub = orb_subscribe(ORB_ID(actuator_controls_0));
actuator_outputs,src/platforms/qurt/fc_addon/uart_esc/uart_esc_main.cpp,384,src/platforms/qurt/fc_addon/uart_esc,publisher,publisher,True,"orb_publish(ORB_ID(actuator_outputs), _outputs_pub, &_outputs);"
actuator_outputs,src/platforms/qurt/fc_addon/uart_esc/uart_esc_main.cpp,387,src/platforms/qurt/fc_addon/uart_esc,publisher,publisher,True,"_outputs_pub = orb_advertise(ORB_ID(actuator_outputs), &_outputs);"
sensor_combined,src/platforms/qurt/tests/muorb/muorb_test_example.cpp,82,src/platforms/qurt/tests/muorb,publisher,publisher,True,"orb_advert_t pub_sc = orb_advertise(ORB_ID(sensor_combined), &sc);"
sensor_combined,src/platforms/qurt/tests/muorb/muorb_test_example.cpp,97,src/platforms/qurt/tests/muorb,publisher,publisher,True,"orb_publish(ORB_ID(sensor_combined), pub_sc, &sc);"
sensor_combined,src/templates/module/module.cpp,172,src/templates/module,subscriber,subscriber,True,// Example: run the loop synchronized to the sensor_combined topic publication int sensor_combined_sub = orb_subscribe(ORB_ID(sensor_combined));
