method,seed,train_sample,input_channels,topic_aggregation,best_normal_validation_loss,auroc,auprc,best_f1,threshold,f1_at_threshold,positive_rate,event_precision,event_recall,event_f1,log_aware_event_precision,log_aware_event_recall,log_aware_event_f1
CATCH-official-full-channel,0,4096,87,False,0.05478274077177048,0.7366268984789671,0.21282189868215295,0.3096264804129973,0.12581247091293335,0.30224421878999913,0.23832173581138613,0.12392426850258176,0.7461139896373057,0.2125461254612546,0.1519674355495251,0.8484848484848485,0.2577675489067894
CATCH-official-full-channel,1,4096,87,False,0.13117316365242004,0.7262607351127212,0.20537527031401684,0.3048065650644783,0.28142789006233215,0.2949779735682819,0.22748759505563876,0.12303664921465969,0.7305699481865285,0.210604929051531,0.14989590562109645,0.8181818181818182,0.2533724340175953
CATCH-official-full-channel,2,4096,87,False,0.07016446441411972,0.7324746731982504,0.21012354831391664,0.3093889716840537,0.15330864489078522,0.300394578829988,0.23653072609295633,0.12298558100084818,0.7512953367875648,0.21137026239067055,0.14696058784235136,0.8333333333333334,0.2498580352072686
