scope,level,name,mean_abs_shap,std_abs_shap,seeds,scope_windows,channel,topic,subsystem,feature_count,mean_abs_shap_per_feature,shap_share,rank
all,channel,vehicle_status.nav_state,0.02695611097024264,0.001422394463262095,5,3602,vehicle_status.nav_state,vehicle_status,Shared,18,0.0014975617205690355,0.003917235946033627,62
all,channel,vehicle_local_position.vy,0.02509076939415078,0.005587395032473584,5,3602,vehicle_local_position.vy,vehicle_local_position,Global Position,18,0.0013939316330083768,0.0036461663143065445,63
all,channel,vehicle_local_position.vz,0.02263684417401634,0.0022293566796887003,5,3602,vehicle_local_position.vz,vehicle_local_position,Altitude,18,0.0012576024541120188,0.003289564277321289,64
all,channel,vehicle_attitude.rollspeed,0.022561243700749384,0.0024757884836457567,5,3602,vehicle_attitude.rollspeed,vehicle_attitude,Mechanical/Electrical,18,0.0012534024278194101,0.003278578089746034,65
all,channel,vehicle_attitude.q[3],0.020255386020628784,0.0029382797260908058,5,3602,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18,0.0011252992233682657,0.002943493084309702,66
all,channel,vehicle_rates_setpoint.yaw,0.020083209016157316,0.0022429173880853283,5,3602,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18,0.001115733834230962,0.0029184724887297026,67
all,channel,vehicle_rates_setpoint.roll,0.01965130425943311,0.004391161988150789,5,3602,vehicle_rates_setpoint.roll,vehicle_rates_setpoint,Mechanical/Electrical,18,0.0010917391255240616,0.0028557085076728406,68
all,channel,vehicle_attitude.pitchspeed,0.018458293128807018,0.002299593636653154,5,3602,vehicle_attitude.pitchspeed,vehicle_attitude,Mechanical/Electrical,18,0.0010254607293781676,0.0026823412852991944,69
all,channel,estimator_status.vibe[0],0.01766564526137048,0.0011954580705924478,5,3602,estimator_status.vibe[0],estimator_status,Mechanical/Electrical,18,0.0009814247367428046,0.0025671544646818974,70
all,channel,battery_status.remaining,0.01628898294918466,0.0013083572301641707,5,3602,battery_status.remaining,battery_status,Mechanical/Electrical,18,0.0009049434971769255,0.002367099230423618,71
all,channel,vehicle_attitude.yawspeed,0.016047995932034643,0.0012116461906641729,5,3602,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18,0.0008915553295574802,0.0023320792304262305,72
all,channel,vehicle_land_detected.ground_contact,0.015316106549589838,0.0022453117102205662,5,3602,vehicle_land_detected.ground_contact,vehicle_land_detected,Altitude,18,0.0008508948083105466,0.002225721774018737,73
all,channel,sensor_combined.gyro_rad[1],0.013992896706269933,0.002973312391850868,5,3602,sensor_combined.gyro_rad[1],sensor_combined,Mechanical/Electrical,18,0.0007773831503483296,0.0020334342007808826,74
all,channel,ekf2_innovations.output_tracking_error[1],0.013224458413228668,0.001318845080156818,5,3602,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18,0.0007346921340682593,0.0019217654920738688,75
all,channel,vehicle_local_position.ax,0.013049539803523325,0.0012593431737875052,5,3602,vehicle_local_position.ax,vehicle_local_position,Shared,18,0.0007249744335290736,0.0018963464890758325,76
all,channel,vehicle_local_position.y,0.012906060554262692,0.001047401837990056,5,3602,vehicle_local_position.y,vehicle_local_position,Global Position,18,0.0007170033641257051,0.0018754962234965686,77
all,channel,vehicle_attitude.q[0],0.010989926290162965,0.0018136492098643825,5,3602,vehicle_attitude.q[0],vehicle_attitude,Mechanical/Electrical,18,0.0006105514605646092,0.0015970454475280286,78
all,channel,vehicle_local_position.vx,0.010953713775123688,0.0020819760196419284,5,3602,vehicle_local_position.vx,vehicle_local_position,Global Position,18,0.0006085396541735382,0.0015917830799051641,79
all,channel,actuator_outputs.output[4],0.010645691938145374,0.0009882704938725115,5,3602,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18,0.0005914273298969653,0.0015470216447965634,80
all,channel,battery_status.voltage_filtered_v,0.010573908504622802,0.0009273932681535655,5,3602,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18,0.0005874393613679334,0.0015365901457411264,81
all,channel,sensor_combined.gyro_rad[2],0.00897576253002692,0.0024946707313773047,5,3602,sensor_combined.gyro_rad[2],sensor_combined,Mechanical/Electrical,18,0.0004986534738903845,0.001304349120112214,82
all,channel,manual_control_setpoint.r,0.002092659576403349,0.0003286378770685936,5,3602,manual_control_setpoint.r,manual_control_setpoint,Shared,18,0.0001162588653557416,0.0003041032634324741,83
all,channel,sensor_combined.gyro_rad[0],0.002043102367777213,0.0002541804444539121,5,3602,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18,0.00011350568709873405,0.00029690165785852137,84
all,channel,vehicle_land_detected.landed,0.0019582402984847152,0.0006459460929234981,5,3602,vehicle_land_detected.landed,vehicle_land_detected,Altitude,18,0.00010879112769359529,0.00028456958411634327,85
all,channel,vehicle_land_detected.maybe_landed,0.0,0.0,5,3602,vehicle_land_detected.maybe_landed,vehicle_land_detected,Altitude,18,0.0,0.0,86
all,channel,vehicle_status.arming_state,0.0,0.0,5,3602,vehicle_status.arming_state,vehicle_status,Shared,18,0.0,0.0,87
