seed,scope,level,rank,name,mean_abs_shap,scope_windows,channel,topic,subsystem,feature_count
1,all,channel,52,rate_ctrl_status.yawspeed_integ,0.03761283141393929,3602,rate_ctrl_status.yawspeed_integ,rate_ctrl_status,Global Position,18
1,all,channel,53,battery_status.voltage_v,0.03576200117464674,3602,battery_status.voltage_v,battery_status,Mechanical/Electrical,18
1,all,channel,54,ekf2_innovations.heading_innov,0.0352873423848231,3602,ekf2_innovations.heading_innov,ekf2_innovations,Global Position,18
1,all,channel,55,vehicle_vision_position.z,0.034966130241019855,3602,vehicle_vision_position.z,vehicle_vision_position,External Position,18
1,all,channel,56,ekf2_innovations.output_tracking_error[2],0.032828471784961684,3602,ekf2_innovations.output_tracking_error[2],ekf2_innovations,Shared,18
1,all,channel,57,sensor_preflight.accel_inconsistency_m_s_s,0.03266560240965945,3602,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,Mechanical/Electrical,18
1,all,channel,58,actuator_outputs.output[7],0.032561735626017316,3602,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,18
1,all,channel,59,rate_ctrl_status.pitchspeed_integ,0.02952961201395203,3602,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status,Mechanical/Electrical,18
1,all,channel,60,vehicle_status.nav_state,0.029411766793582414,3602,vehicle_status.nav_state,vehicle_status,Shared,18
1,all,channel,61,vehicle_attitude.q[1],0.02909946723004592,3602,vehicle_attitude.q[1],vehicle_attitude,Mechanical/Electrical,18
1,all,channel,62,distance_sensor.current_distance,0.027773197287550136,3602,distance_sensor.current_distance,distance_sensor,Altitude,18
1,all,channel,63,vehicle_local_position.vy,0.02701052957483659,3602,vehicle_local_position.vy,vehicle_local_position,Global Position,18
1,all,channel,64,vehicle_attitude.rollspeed,0.024595176003952574,3602,vehicle_attitude.rollspeed,vehicle_attitude,Mechanical/Electrical,18
1,all,channel,65,vehicle_local_position.vz,0.022632036608860914,3602,vehicle_local_position.vz,vehicle_local_position,Altitude,18
1,all,channel,66,vehicle_attitude.q[3],0.022556851955351922,3602,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18
1,all,channel,67,vehicle_rates_setpoint.roll,0.021399811570474877,3602,vehicle_rates_setpoint.roll,vehicle_rates_setpoint,Mechanical/Electrical,18
1,all,channel,68,vehicle_rates_setpoint.yaw,0.020778110724891507,3602,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18
1,all,channel,69,vehicle_attitude.pitchspeed,0.020235796756972766,3602,vehicle_attitude.pitchspeed,vehicle_attitude,Mechanical/Electrical,18
1,all,channel,70,estimator_status.vibe[0],0.019229208976020068,3602,estimator_status.vibe[0],estimator_status,Mechanical/Electrical,18
1,all,channel,71,vehicle_land_detected.ground_contact,0.018465886404600302,3602,vehicle_land_detected.ground_contact,vehicle_land_detected,Altitude,18
1,all,channel,72,battery_status.remaining,0.017899215293977814,3602,battery_status.remaining,battery_status,Mechanical/Electrical,18
1,all,channel,73,vehicle_attitude.yawspeed,0.016280362036985463,3602,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18
1,all,channel,74,vehicle_local_position.ax,0.014820553999403836,3602,vehicle_local_position.ax,vehicle_local_position,Shared,18
1,all,channel,75,vehicle_local_position.y,0.01410395638175451,3602,vehicle_local_position.y,vehicle_local_position,Global Position,18
1,all,channel,76,sensor_combined.gyro_rad[1],0.013379378619754535,3602,sensor_combined.gyro_rad[1],sensor_combined,Mechanical/Electrical,18
1,all,channel,77,vehicle_attitude.q[0],0.012144910963566813,3602,vehicle_attitude.q[0],vehicle_attitude,Mechanical/Electrical,18
1,all,channel,78,vehicle_local_position.vx,0.012054048790369403,3602,vehicle_local_position.vx,vehicle_local_position,Global Position,18
1,all,channel,79,battery_status.voltage_filtered_v,0.011799545565256277,3602,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18
1,all,channel,80,ekf2_innovations.output_tracking_error[1],0.011516033586791331,3602,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18
1,all,channel,81,actuator_outputs.output[4],0.010483444551956492,3602,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18
1,all,channel,82,sensor_combined.gyro_rad[2],0.010136146047912326,3602,sensor_combined.gyro_rad[2],sensor_combined,Mechanical/Electrical,18
1,all,channel,83,vehicle_land_detected.landed,0.0025626652035658764,3602,vehicle_land_detected.landed,vehicle_land_detected,Altitude,18
1,all,channel,84,manual_control_setpoint.r,0.002057457370859039,3602,manual_control_setpoint.r,manual_control_setpoint,Shared,18
1,all,channel,85,sensor_combined.gyro_rad[0],0.0020406270853131395,3602,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18
1,all,channel,86,vehicle_land_detected.maybe_landed,0.0,3602,vehicle_land_detected.maybe_landed,vehicle_land_detected,Altitude,18
1,all,channel,87,vehicle_status.arming_state,0.0,3602,vehicle_status.arming_state,vehicle_status,Shared,18
1,External Position,channel,1,vehicle_local_position.eph,1.1056715045027299,1707,vehicle_local_position.eph,vehicle_local_position,Global Position,18
1,External Position,channel,2,actuator_outputs.output[2],0.47536218380439077,1707,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,3,estimator_status.pos_horiz_accuracy,0.2638549753453272,1707,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,18
1,External Position,channel,4,actuator_controls_0.control[1],0.2518203520039885,1707,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,18
1,External Position,channel,5,actuator_controls_0.control[3],0.2382787317544931,1707,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,18
1,External Position,channel,6,vehicle_vision_position.y,0.23400917343872898,1707,vehicle_vision_position.y,vehicle_vision_position,External Position,18
1,External Position,channel,7,manual_control_setpoint.z,0.20039447672690663,1707,manual_control_setpoint.z,manual_control_setpoint,Altitude,18
1,External Position,channel,8,cpuload.ram_usage,0.1919363144990785,1707,cpuload.ram_usage,cpuload,Mechanical/Electrical,18
1,External Position,channel,9,vehicle_attitude_setpoint.yaw_body,0.18436274974357142,1707,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,18
1,External Position,channel,10,estimator_status.pos_test_ratio,0.1631527666704345,1707,estimator_status.pos_test_ratio,estimator_status,Global Position,18
1,External Position,channel,11,vehicle_local_position.z,0.14895622600279992,1707,vehicle_local_position.z,vehicle_local_position,Altitude,18
1,External Position,channel,12,battery_status.discharged_mah,0.13866622074030074,1707,battery_status.discharged_mah,battery_status,Mechanical/Electrical,18
1,External Position,channel,13,vehicle_attitude.q[2],0.13384937372042774,1707,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,14,manual_control_setpoint.y,0.13305202870015703,1707,manual_control_setpoint.y,manual_control_setpoint,Global Position,18
1,External Position,channel,15,vehicle_local_position.dist_bottom,0.13121718620714554,1707,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,18
1,External Position,channel,16,ekf2_innovations.vel_pos_innov[3],0.12884588032152205,1707,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,18
1,External Position,channel,17,estimator_status.pos_vert_accuracy,0.11123133459972608,1707,estimator_status.pos_vert_accuracy,estimator_status,Altitude,18
1,External Position,channel,18,sensor_combined.accelerometer_m_s2[0],0.10088309260270986,1707,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,19,estimator_status.hgt_test_ratio,0.09782600708815714,1707,estimator_status.hgt_test_ratio,estimator_status,Altitude,18
1,External Position,channel,20,vehicle_local_position.az,0.09538000614879058,1707,vehicle_local_position.az,vehicle_local_position,Altitude,18
1,External Position,channel,21,vehicle_local_position.x,0.08869571108417351,1707,vehicle_local_position.x,vehicle_local_position,Global Position,18
1,External Position,channel,22,estimator_status.vibe[2],0.08606381189595472,1707,estimator_status.vibe[2],estimator_status,Mechanical/Electrical,18
1,External Position,channel,23,actuator_controls_0.control[2],0.08375800755600388,1707,actuator_controls_0.control[2],actuator_controls_0,Mechanical/Electrical,18
1,External Position,channel,24,vehicle_vision_position.x,0.08195612747654983,1707,vehicle_vision_position.x,vehicle_vision_position,External Position,18
1,External Position,channel,25,rate_ctrl_status.rollspeed_integ,0.07295387657289569,1707,rate_ctrl_status.rollspeed_integ,rate_ctrl_status,Mechanical/Electrical,18
1,External Position,channel,26,ekf2_innovations.output_tracking_error[0],0.07247176663621936,1707,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,18
1,External Position,channel,27,ekf2_innovations.vel_pos_innov[4],0.07239858056787324,1707,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,18
1,External Position,channel,28,actuator_controls_0.control[0],0.06977314178004781,1707,actuator_controls_0.control[0],actuator_controls_0,Mechanical/Electrical,18
1,External Position,channel,29,sensor_preflight.gyro_inconsistency_rad_s,0.06645156528873815,1707,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,18
1,External Position,channel,30,ekf2_innovations.hagl_innov,0.060149878032924285,1707,ekf2_innovations.hagl_innov,ekf2_innovations,Altitude,18
1,External Position,channel,31,vehicle_vision_position.z,0.0582956846001619,1707,vehicle_vision_position.z,vehicle_vision_position,External Position,18
1,External Position,channel,32,actuator_outputs.output[0],0.0573360377013712,1707,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,33,actuator_outputs.output[6],0.05520946899266184,1707,actuator_outputs.output[6],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,34,ekf2_innovations.output_tracking_error[2],0.05283517165857513,1707,ekf2_innovations.output_tracking_error[2],ekf2_innovations,Shared,18
1,External Position,channel,35,ekf2_innovations.vel_pos_innov[5],0.05047304875774186,1707,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,18
1,External Position,channel,36,cpuload.load,0.04840801234093916,1707,cpuload.load,cpuload,Mechanical/Electrical,18
1,External Position,channel,37,vehicle_local_position.vy,0.047922967743266064,1707,vehicle_local_position.vy,vehicle_local_position,Global Position,18
1,External Position,channel,38,sensor_combined.accelerometer_m_s2[2],0.04769088637116273,1707,sensor_combined.accelerometer_m_s2[2],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,39,vehicle_attitude.rollspeed,0.042760740020628546,1707,vehicle_attitude.rollspeed,vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,40,vehicle_status.nav_state,0.04234695982343049,1707,vehicle_status.nav_state,vehicle_status,Shared,18
1,External Position,channel,41,estimator_status.hagl_test_ratio,0.04205265415971493,1707,estimator_status.hagl_test_ratio,estimator_status,Altitude,18
1,External Position,channel,42,vehicle_attitude_setpoint.pitch_body,0.039415864834811236,1707,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint,Mechanical/Electrical,18
1,External Position,channel,43,vehicle_local_position.dist_bottom_rate,0.038714446018224075,1707,vehicle_local_position.dist_bottom_rate,vehicle_local_position,Altitude,18
1,External Position,channel,44,vehicle_rates_setpoint.roll,0.03780637937095671,1707,vehicle_rates_setpoint.roll,vehicle_rates_setpoint,Mechanical/Electrical,18
1,External Position,channel,45,rate_ctrl_status.pitchspeed_integ,0.03698118117778389,1707,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status,Mechanical/Electrical,18
1,External Position,channel,46,estimator_status.vibe[1],0.034226347225099964,1707,estimator_status.vibe[1],estimator_status,Mechanical/Electrical,18
1,External Position,channel,47,estimator_status.mag_test_ratio,0.032643683568877965,1707,estimator_status.mag_test_ratio,estimator_status,Shared,18
1,External Position,channel,48,sensor_combined.accelerometer_m_s2[1],0.03251042877944151,1707,sensor_combined.accelerometer_m_s2[1],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,49,vehicle_attitude.pitchspeed,0.0316161025889654,1707,vehicle_attitude.pitchspeed,vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,50,actuator_outputs.output[7],0.030784915040682703,1707,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,51,ekf2_innovations.heading_innov,0.030015567108923592,1707,ekf2_innovations.heading_innov,ekf2_innovations,Global Position,18
1,External Position,channel,52,manual_control_setpoint.x,0.029332455052300695,1707,manual_control_setpoint.x,manual_control_setpoint,Global Position,18
1,External Position,channel,53,vehicle_land_detected.ground_contact,0.02623518061377497,1707,vehicle_land_detected.ground_contact,vehicle_land_detected,Altitude,18
1,External Position,channel,54,estimator_status.vibe[0],0.025986855454776334,1707,estimator_status.vibe[0],estimator_status,Mechanical/Electrical,18
1,External Position,channel,55,vehicle_local_position.epv,0.02474653993309793,1707,vehicle_local_position.epv,vehicle_local_position,Global Position,18
1,External Position,channel,56,battery_status.voltage_v,0.02268845890649113,1707,battery_status.voltage_v,battery_status,Mechanical/Electrical,18
1,External Position,channel,57,vehicle_local_position.y,0.021972950608770744,1707,vehicle_local_position.y,vehicle_local_position,Global Position,18
1,External Position,channel,58,sensor_combined.gyro_rad[1],0.021398451714167696,1707,sensor_combined.gyro_rad[1],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,59,vehicle_rates_setpoint.pitch,0.021177427863087066,1707,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,18
1,External Position,channel,60,sensor_preflight.accel_inconsistency_m_s_s,0.02114148552888872,1707,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,Mechanical/Electrical,18
1,External Position,channel,61,vehicle_local_position.ay,0.02067624216079731,1707,vehicle_local_position.ay,vehicle_local_position,Shared,18
1,External Position,channel,62,vehicle_local_position.vz,0.01849358613146459,1707,vehicle_local_position.vz,vehicle_local_position,Altitude,18
1,External Position,channel,63,vehicle_local_position.vx,0.018361308022275986,1707,vehicle_local_position.vx,vehicle_local_position,Global Position,18
1,External Position,channel,64,vehicle_attitude.yawspeed,0.01805433567229879,1707,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18
1,External Position,channel,65,vehicle_rates_setpoint.yaw,0.017208097700585172,1707,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18
1,External Position,channel,66,vehicle_attitude.q[0],0.01703781504225804,1707,vehicle_attitude.q[0],vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,67,battery_status.current_filtered_a,0.016977787732798035,1707,battery_status.current_filtered_a,battery_status,Mechanical/Electrical,18
1,External Position,channel,68,ekf2_innovations.output_tracking_error[1],0.016619572794603684,1707,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18
1,External Position,channel,69,vehicle_local_position.ax,0.016448936424608856,1707,vehicle_local_position.ax,vehicle_local_position,Shared,18
1,External Position,channel,70,vehicle_attitude_setpoint.roll_body,0.016065980073594107,1707,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint,Mechanical/Electrical,18
1,External Position,channel,71,vehicle_attitude.q[1],0.014415079416021,1707,vehicle_attitude.q[1],vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,72,battery_status.remaining,0.014283224233065871,1707,battery_status.remaining,battery_status,Mechanical/Electrical,18
1,External Position,channel,73,vehicle_attitude.q[3],0.013712836831189998,1707,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18
1,External Position,channel,74,rate_ctrl_status.yawspeed_integ,0.012885845877293902,1707,rate_ctrl_status.yawspeed_integ,rate_ctrl_status,Global Position,18
1,External Position,channel,75,sensor_combined.gyro_rad[2],0.01265508392093066,1707,sensor_combined.gyro_rad[2],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,76,distance_sensor.current_distance,0.011733768700975158,1707,distance_sensor.current_distance,distance_sensor,Altitude,18
1,External Position,channel,77,actuator_outputs.output[1],0.010017636120473478,1707,actuator_outputs.output[1],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,78,battery_status.voltage_filtered_v,0.008304557700324587,1707,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18
1,External Position,channel,79,actuator_outputs.output[3],0.007884713445236535,1707,actuator_outputs.output[3],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,80,battery_status.current_a,0.006994861865275174,1707,battery_status.current_a,battery_status,Mechanical/Electrical,18
1,External Position,channel,81,actuator_outputs.output[5],0.0062014376740902495,1707,actuator_outputs.output[5],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,82,actuator_outputs.output[4],0.005740475334504411,1707,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18
1,External Position,channel,83,vehicle_land_detected.landed,0.004730685519216486,1707,vehicle_land_detected.landed,vehicle_land_detected,Altitude,18
1,External Position,channel,84,manual_control_setpoint.r,0.0024840810950447273,1707,manual_control_setpoint.r,manual_control_setpoint,Shared,18
1,External Position,channel,85,sensor_combined.gyro_rad[0],0.0010367251126125181,1707,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18
1,External Position,channel,86,vehicle_land_detected.maybe_landed,0.0,1707,vehicle_land_detected.maybe_landed,vehicle_land_detected,Altitude,18
1,External Position,channel,87,vehicle_status.arming_state,0.0,1707,vehicle_status.arming_state,vehicle_status,Shared,18
1,Global Position,channel,1,manual_control_setpoint.x,1.372716064530557,641,manual_control_setpoint.x,manual_control_setpoint,Global Position,18
1,Global Position,channel,2,estimator_status.pos_horiz_accuracy,1.0436863930951183,641,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,18
1,Global Position,channel,3,cpuload.ram_usage,0.7935157696448303,641,cpuload.ram_usage,cpuload,Mechanical/Electrical,18
1,Global Position,channel,4,vehicle_local_position.eph,0.5688891319329026,641,vehicle_local_position.eph,vehicle_local_position,Global Position,18
1,Global Position,channel,5,actuator_controls_0.control[1],0.32911418278831367,641,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,18
1,Global Position,channel,6,ekf2_innovations.vel_pos_innov[5],0.28267841411172173,641,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,18
1,Global Position,channel,7,estimator_status.mag_test_ratio,0.23476438630721777,641,estimator_status.mag_test_ratio,estimator_status,Shared,18
1,Global Position,channel,8,manual_control_setpoint.y,0.21793656738550088,641,manual_control_setpoint.y,manual_control_setpoint,Global Position,18
1,Global Position,channel,9,vehicle_attitude_setpoint.pitch_body,0.20256455205368976,641,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint,Mechanical/Electrical,18
1,Global Position,channel,10,vehicle_local_position.x,0.14742838301788072,641,vehicle_local_position.x,vehicle_local_position,Global Position,18
1,Global Position,channel,11,actuator_controls_0.control[3],0.14127032546816548,641,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,18
1,Global Position,channel,12,vehicle_attitude.q[2],0.1412276118252667,641,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,18
1,Global Position,channel,13,sensor_preflight.gyro_inconsistency_rad_s,0.1381978412268664,641,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,18
1,Global Position,channel,14,cpuload.load,0.13714807645379856,641,cpuload.load,cpuload,Mechanical/Electrical,18
1,Global Position,channel,15,estimator_status.hgt_test_ratio,0.13066970496696032,641,estimator_status.hgt_test_ratio,estimator_status,Altitude,18
1,Global Position,channel,16,rate_ctrl_status.yawspeed_integ,0.09323031674735838,641,rate_ctrl_status.yawspeed_integ,rate_ctrl_status,Global Position,18
1,Global Position,channel,17,sensor_combined.accelerometer_m_s2[2],0.08596414860925611,641,sensor_combined.accelerometer_m_s2[2],sensor_combined,Mechanical/Electrical,18
1,Global Position,channel,18,ekf2_innovations.heading_innov,0.07179598094997965,641,ekf2_innovations.heading_innov,ekf2_innovations,Global Position,18
1,Global Position,channel,19,battery_status.voltage_v,0.06820625988011626,641,battery_status.voltage_v,battery_status,Mechanical/Electrical,18
1,Global Position,channel,20,vehicle_attitude_setpoint.yaw_body,0.06726202667153297,641,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,18
1,Global Position,channel,21,battery_status.current_a,0.06661415213739831,641,battery_status.current_a,battery_status,Mechanical/Electrical,18
1,Global Position,channel,22,battery_status.current_filtered_a,0.06359627235458985,641,battery_status.current_filtered_a,battery_status,Mechanical/Electrical,18
1,Global Position,channel,23,actuator_outputs.output[6],0.06355710685806869,641,actuator_outputs.output[6],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,24,vehicle_local_position.dist_bottom_rate,0.04839869893952905,641,vehicle_local_position.dist_bottom_rate,vehicle_local_position,Altitude,18
1,Global Position,channel,25,estimator_status.pos_test_ratio,0.04725941243784894,641,estimator_status.pos_test_ratio,estimator_status,Global Position,18
1,Global Position,channel,26,manual_control_setpoint.z,0.046853983545070595,641,manual_control_setpoint.z,manual_control_setpoint,Altitude,18
1,Global Position,channel,27,actuator_outputs.output[7],0.04678846782326395,641,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,28,actuator_outputs.output[0],0.045236425601689355,641,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,29,ekf2_innovations.output_tracking_error[0],0.0386932630264624,641,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,18
1,Global Position,channel,30,sensor_combined.accelerometer_m_s2[0],0.03837070273541728,641,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,18
1,Global Position,channel,31,sensor_combined.accelerometer_m_s2[1],0.035955418563603576,641,sensor_combined.accelerometer_m_s2[1],sensor_combined,Mechanical/Electrical,18
1,Global Position,channel,32,vehicle_local_position.epv,0.031150212374204938,641,vehicle_local_position.epv,vehicle_local_position,Global Position,18
1,Global Position,channel,33,actuator_outputs.output[3],0.03106084446324634,641,actuator_outputs.output[3],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,34,actuator_outputs.output[5],0.030967250023683775,641,actuator_outputs.output[5],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,35,vehicle_vision_position.x,0.03016572701765508,641,vehicle_vision_position.x,vehicle_vision_position,External Position,18
1,Global Position,channel,36,actuator_controls_0.control[2],0.028870218199143878,641,actuator_controls_0.control[2],actuator_controls_0,Mechanical/Electrical,18
1,Global Position,channel,37,vehicle_attitude_setpoint.roll_body,0.026885018710535932,641,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint,Mechanical/Electrical,18
1,Global Position,channel,38,sensor_preflight.accel_inconsistency_m_s_s,0.02610422836759852,641,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,Mechanical/Electrical,18
1,Global Position,channel,39,actuator_outputs.output[2],0.025278542793221295,641,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,40,vehicle_rates_setpoint.pitch,0.025046224180362557,641,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,18
1,Global Position,channel,41,vehicle_rates_setpoint.yaw,0.02413781470871363,641,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18
1,Global Position,channel,42,ekf2_innovations.output_tracking_error[2],0.020074937726649485,641,ekf2_innovations.output_tracking_error[2],ekf2_innovations,Shared,18
1,Global Position,channel,43,vehicle_status.nav_state,0.018846265563694696,641,vehicle_status.nav_state,vehicle_status,Shared,18
1,Global Position,channel,44,vehicle_local_position.vz,0.018525601187260963,641,vehicle_local_position.vz,vehicle_local_position,Altitude,18
1,Global Position,channel,45,actuator_outputs.output[1],0.01759331378792761,641,actuator_outputs.output[1],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,46,battery_status.remaining,0.017123998298153295,641,battery_status.remaining,battery_status,Mechanical/Electrical,18
1,Global Position,channel,47,battery_status.voltage_filtered_v,0.01707500419820645,641,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18
1,Global Position,channel,48,ekf2_innovations.vel_pos_innov[3],0.01706736567141465,641,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,18
1,Global Position,channel,49,rate_ctrl_status.rollspeed_integ,0.015473481678858262,641,rate_ctrl_status.rollspeed_integ,rate_ctrl_status,Mechanical/Electrical,18
1,Global Position,channel,50,vehicle_attitude.pitchspeed,0.015303539779991656,641,vehicle_attitude.pitchspeed,vehicle_attitude,Mechanical/Electrical,18
1,Global Position,channel,51,vehicle_attitude.q[1],0.01422700787619531,641,vehicle_attitude.q[1],vehicle_attitude,Mechanical/Electrical,18
1,Global Position,channel,52,vehicle_local_position.ax,0.01236887279020908,641,vehicle_local_position.ax,vehicle_local_position,Shared,18
1,Global Position,channel,53,estimator_status.hagl_test_ratio,0.0121759924274606,641,estimator_status.hagl_test_ratio,estimator_status,Altitude,18
1,Global Position,channel,54,actuator_outputs.output[4],0.01205255693648277,641,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18
1,Global Position,channel,55,ekf2_innovations.hagl_innov,0.011754804185837377,641,ekf2_innovations.hagl_innov,ekf2_innovations,Altitude,18
1,Global Position,channel,56,vehicle_vision_position.y,0.011054544644865195,641,vehicle_vision_position.y,vehicle_vision_position,External Position,18
1,Global Position,channel,57,vehicle_local_position.z,0.010954590126441325,641,vehicle_local_position.z,vehicle_local_position,Altitude,18
1,Global Position,channel,58,vehicle_attitude.q[3],0.010926087456139155,641,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18
1,Global Position,channel,59,battery_status.discharged_mah,0.010412010620631369,641,battery_status.discharged_mah,battery_status,Mechanical/Electrical,18
1,Global Position,channel,60,vehicle_local_position.dist_bottom,0.009312972199341105,641,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,18
1,Global Position,channel,61,actuator_controls_0.control[0],0.009225195932035794,641,actuator_controls_0.control[0],actuator_controls_0,Mechanical/Electrical,18
1,Global Position,channel,62,estimator_status.pos_vert_accuracy,0.009211379171579307,641,estimator_status.pos_vert_accuracy,estimator_status,Altitude,18
1,Global Position,channel,63,vehicle_local_position.az,0.009029816374823444,641,vehicle_local_position.az,vehicle_local_position,Altitude,18
1,Global Position,channel,64,estimator_status.vibe[0],0.008727066651759862,641,estimator_status.vibe[0],estimator_status,Mechanical/Electrical,18
1,Global Position,channel,65,rate_ctrl_status.pitchspeed_integ,0.00823660992864704,641,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status,Mechanical/Electrical,18
1,Global Position,channel,66,sensor_combined.gyro_rad[0],0.005624452462558079,641,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18
1,Global Position,channel,67,ekf2_innovations.vel_pos_innov[4],0.005450320263140345,641,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,18
1,Global Position,channel,68,distance_sensor.current_distance,0.005362849957220692,641,distance_sensor.current_distance,distance_sensor,Altitude,18
1,Global Position,channel,69,vehicle_attitude.yawspeed,0.005344071680081078,641,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18
1,Global Position,channel,70,vehicle_vision_position.z,0.005217198376121776,641,vehicle_vision_position.z,vehicle_vision_position,External Position,18
1,Global Position,channel,71,estimator_status.vibe[1],0.005033840719482454,641,estimator_status.vibe[1],estimator_status,Mechanical/Electrical,18
1,Global Position,channel,72,vehicle_local_position.vx,0.0049548904618378665,641,vehicle_local_position.vx,vehicle_local_position,Global Position,18
1,Global Position,channel,73,ekf2_innovations.output_tracking_error[1],0.004837431238473731,641,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18
1,Global Position,channel,74,estimator_status.vibe[2],0.00449602197628709,641,estimator_status.vibe[2],estimator_status,Mechanical/Electrical,18
1,Global Position,channel,75,vehicle_attitude.rollspeed,0.004161820954030116,641,vehicle_attitude.rollspeed,vehicle_attitude,Mechanical/Electrical,18
1,Global Position,channel,76,vehicle_local_position.ay,0.004127335688541521,641,vehicle_local_position.ay,vehicle_local_position,Shared,18
