seed,scope,level,rank,name,mean_abs_shap,scope_windows,topic,feature_count
3,Global Position,topic,15,vehicle_rates_setpoint,0.04437998232235337,641,vehicle_rates_setpoint,54
3,Global Position,topic,16,vehicle_status,0.017431411452882496,641,vehicle_status,36
3,Global Position,topic,17,distance_sensor,0.004467796562834969,641,distance_sensor,18
3,Global Position,topic,18,vehicle_land_detected,0.0035686822720870006,641,vehicle_land_detected,54
3,Altitude,topic,1,estimator_status,2.2109577851472966,571,estimator_status,162
3,Altitude,topic,2,ekf2_innovations,1.4175316879588313,571,ekf2_innovations,144
3,Altitude,topic,3,vehicle_local_position,1.0300272229036882,571,vehicle_local_position,234
3,Altitude,topic,4,actuator_controls_0,0.7114245981645259,571,actuator_controls_0,72
3,Altitude,topic,5,vehicle_rates_setpoint,0.2806868507262974,571,vehicle_rates_setpoint,54
3,Altitude,topic,6,manual_control_setpoint,0.2725296455142413,571,manual_control_setpoint,72
3,Altitude,topic,7,sensor_preflight,0.23958021325577203,571,sensor_preflight,36
3,Altitude,topic,8,actuator_outputs,0.20171289523416513,571,actuator_outputs,144
3,Altitude,topic,9,rate_ctrl_status,0.16365297040573296,571,rate_ctrl_status,54
3,Altitude,topic,10,battery_status,0.1600014585937829,571,battery_status,108
3,Altitude,topic,11,sensor_combined,0.1344103568794887,571,sensor_combined,108
3,Altitude,topic,12,vehicle_vision_position,0.1321028449950441,571,vehicle_vision_position,54
3,Altitude,topic,13,vehicle_attitude,0.1226240264052882,571,vehicle_attitude,126
3,Altitude,topic,14,vehicle_attitude_setpoint,0.1049629137128897,571,vehicle_attitude_setpoint,54
3,Altitude,topic,15,cpuload,0.08149713899508557,571,cpuload,36
3,Altitude,topic,16,distance_sensor,0.07548849902190126,571,distance_sensor,18
3,Altitude,topic,17,vehicle_status,0.024937625033373937,571,vehicle_status,36
3,Altitude,topic,18,vehicle_land_detected,0.008332748122635233,571,vehicle_land_detected,54
3,Mechanical/Electrical,topic,1,actuator_controls_0,2.142957558009717,683,actuator_controls_0,72
3,Mechanical/Electrical,topic,2,actuator_outputs,1.2653850786777125,683,actuator_outputs,144
3,Mechanical/Electrical,topic,3,vehicle_attitude,0.925753285667665,683,vehicle_attitude,126
3,Mechanical/Electrical,topic,4,vehicle_local_position,0.5705861910410113,683,vehicle_local_position,234
3,Mechanical/Electrical,topic,5,sensor_combined,0.5553980759286756,683,sensor_combined,108
3,Mechanical/Electrical,topic,6,battery_status,0.4075108329564025,683,battery_status,108
3,Mechanical/Electrical,topic,7,estimator_status,0.39583445390265126,683,estimator_status,162
3,Mechanical/Electrical,topic,8,vehicle_attitude_setpoint,0.30655673746091,683,vehicle_attitude_setpoint,54
3,Mechanical/Electrical,topic,9,ekf2_innovations,0.288586292764232,683,ekf2_innovations,144
3,Mechanical/Electrical,topic,10,manual_control_setpoint,0.2750503679814505,683,manual_control_setpoint,72
3,Mechanical/Electrical,topic,11,cpuload,0.18649871885832192,683,cpuload,36
3,Mechanical/Electrical,topic,12,vehicle_rates_setpoint,0.1270598900108068,683,vehicle_rates_setpoint,54
3,Mechanical/Electrical,topic,13,rate_ctrl_status,0.08225045670465374,683,rate_ctrl_status,54
3,Mechanical/Electrical,topic,14,sensor_preflight,0.05879341480301223,683,sensor_preflight,36
3,Mechanical/Electrical,topic,15,vehicle_vision_position,0.0481036645558233,683,vehicle_vision_position,54
3,Mechanical/Electrical,topic,16,distance_sensor,0.04746853323689288,683,distance_sensor,18
3,Mechanical/Electrical,topic,17,vehicle_land_detected,0.019267181386812864,683,vehicle_land_detected,54
3,Mechanical/Electrical,topic,18,vehicle_status,0.004664117962931696,683,vehicle_status,36
4,all,topic,1,vehicle_local_position,1.251338712480587,3602,vehicle_local_position,234
4,all,topic,2,estimator_status,1.0429970898406202,3602,estimator_status,162
4,all,topic,3,actuator_controls_0,0.9008192244151949,3602,actuator_controls_0,72
4,all,topic,4,actuator_outputs,0.6110928275724622,3602,actuator_outputs,144
4,all,topic,5,ekf2_innovations,0.5914391830703611,3602,ekf2_innovations,144
4,all,topic,6,manual_control_setpoint,0.5381418008455394,3602,manual_control_setpoint,72
4,all,topic,7,vehicle_attitude,0.34578404345309427,3602,vehicle_attitude,126
4,all,topic,8,cpuload,0.31337812452423514,3602,cpuload,36
4,all,topic,9,sensor_combined,0.24941891870175342,3602,sensor_combined,108
4,all,topic,10,vehicle_attitude_setpoint,0.23628529558746642,3602,vehicle_attitude_setpoint,54
4,all,topic,11,battery_status,0.23414783688191565,3602,battery_status,108
4,all,topic,12,vehicle_vision_position,0.20667585300707775,3602,vehicle_vision_position,54
4,all,topic,13,sensor_preflight,0.11798918120278487,3602,sensor_preflight,36
4,all,topic,14,rate_ctrl_status,0.11202769232027758,3602,rate_ctrl_status,54
4,all,topic,15,vehicle_rates_setpoint,0.10710284820587461,3602,vehicle_rates_setpoint,54
4,all,topic,16,vehicle_status,0.026910894318980947,3602,vehicle_status,36
4,all,topic,17,distance_sensor,0.02667547019346805,3602,distance_sensor,18
4,all,topic,18,vehicle_land_detected,0.014473702140626809,3602,vehicle_land_detected,54
4,External Position,topic,1,vehicle_local_position,1.7260831281987308,1707,vehicle_local_position,234
4,External Position,topic,2,estimator_status,0.7886005851419289,1707,estimator_status,162
4,External Position,topic,3,actuator_outputs,0.66519116696581,1707,actuator_outputs,144
4,External Position,topic,4,actuator_controls_0,0.5924542939655874,1707,actuator_controls_0,72
4,External Position,topic,5,ekf2_innovations,0.5140567204444876,1707,ekf2_innovations,144
4,External Position,topic,6,vehicle_vision_position,0.36481602992050105,1707,vehicle_vision_position,54
4,External Position,topic,7,manual_control_setpoint,0.3566450445783823,1707,manual_control_setpoint,72
4,External Position,topic,8,vehicle_attitude,0.25092787154987023,1707,vehicle_attitude,126
4,External Position,topic,9,cpuload,0.23932684231583384,1707,cpuload,36
4,External Position,topic,10,vehicle_attitude_setpoint,0.22100422891591112,1707,vehicle_attitude_setpoint,54
4,External Position,topic,11,sensor_combined,0.19850201351862318,1707,sensor_combined,108
4,External Position,topic,12,battery_status,0.19830769732647352,1707,battery_status,108
4,External Position,topic,13,rate_ctrl_status,0.11414639966054964,1707,rate_ctrl_status,54
4,External Position,topic,14,sensor_preflight,0.08522184066801718,1707,sensor_preflight,36
4,External Position,topic,15,vehicle_rates_setpoint,0.0718643431242166,1707,vehicle_rates_setpoint,54
4,External Position,topic,16,vehicle_status,0.03738941499888292,1707,vehicle_status,36
4,External Position,topic,17,vehicle_land_detected,0.019053332562658374,1707,vehicle_land_detected,54
4,External Position,topic,18,distance_sensor,0.009607174682069354,1707,distance_sensor,18
4,Global Position,topic,1,manual_control_setpoint,1.557931515696162,641,manual_control_setpoint,72
4,Global Position,topic,2,estimator_status,1.4263581674333603,641,estimator_status,162
4,Global Position,topic,3,vehicle_local_position,0.9961740939097249,641,vehicle_local_position,234
4,Global Position,topic,4,cpuload,0.863914857282591,641,cpuload,36
4,Global Position,topic,5,actuator_controls_0,0.4762774832737415,641,actuator_controls_0,72
4,Global Position,topic,6,ekf2_innovations,0.42352946598072216,641,ekf2_innovations,144
4,Global Position,topic,7,vehicle_attitude_setpoint,0.31678899791276377,641,vehicle_attitude_setpoint,54
4,Global Position,topic,8,actuator_outputs,0.23896483693007245,641,actuator_outputs,144
4,Global Position,topic,9,battery_status,0.23424939570227418,641,battery_status,108
4,Global Position,topic,10,vehicle_attitude,0.17866306025401857,641,vehicle_attitude,126
4,Global Position,topic,11,sensor_combined,0.1647247296399726,641,sensor_combined,108
4,Global Position,topic,12,sensor_preflight,0.156902784671403,641,sensor_preflight,36
4,Global Position,topic,13,rate_ctrl_status,0.10364512626852011,641,rate_ctrl_status,54
4,Global Position,topic,14,vehicle_rates_setpoint,0.04918975647210524,641,vehicle_rates_setpoint,54
4,Global Position,topic,15,vehicle_vision_position,0.04517269040143914,641,vehicle_vision_position,54
4,Global Position,topic,16,vehicle_status,0.017161599157956117,641,vehicle_status,36
4,Global Position,topic,17,distance_sensor,0.00580790132185482,641,distance_sensor,18
4,Global Position,topic,18,vehicle_land_detected,0.0033293830968300973,641,vehicle_land_detected,54
4,Altitude,topic,1,estimator_status,2.184305998441743,571,estimator_status,162
4,Altitude,topic,2,ekf2_innovations,1.3884032343694777,571,ekf2_innovations,144
4,Altitude,topic,3,vehicle_local_position,0.9722943509007177,571,vehicle_local_position,234
4,Altitude,topic,4,actuator_controls_0,0.737295818771109,571,actuator_controls_0,72
4,Altitude,topic,5,manual_control_setpoint,0.2734238611348036,571,manual_control_setpoint,72
4,Altitude,topic,6,vehicle_rates_setpoint,0.25565929219948613,571,vehicle_rates_setpoint,54
4,Altitude,topic,7,sensor_preflight,0.23564034138202564,571,sensor_preflight,36
4,Altitude,topic,8,actuator_outputs,0.19974345467164079,571,actuator_outputs,144
4,Altitude,topic,9,rate_ctrl_status,0.15395008349962971,571,rate_ctrl_status,54
4,Altitude,topic,10,battery_status,0.13901929523560155,571,battery_status,108
4,Altitude,topic,11,sensor_combined,0.12657585261629736,571,sensor_combined,108
4,Altitude,topic,12,vehicle_attitude,0.12035400820804623,571,vehicle_attitude,126
4,Altitude,topic,13,vehicle_vision_position,0.11969334276853079,571,vehicle_vision_position,54
4,Altitude,topic,14,vehicle_attitude_setpoint,0.10282425625736634,571,vehicle_attitude_setpoint,54
4,Altitude,topic,15,cpuload,0.08367058330876649,571,cpuload,36
4,Altitude,topic,16,distance_sensor,0.0738441054487448,571,distance_sensor,18
4,Altitude,topic,17,vehicle_status,0.03265906013738386,571,vehicle_status,36
4,Altitude,topic,18,vehicle_land_detected,0.006756942154905626,571,vehicle_land_detected,54
4,Mechanical/Electrical,topic,1,actuator_controls_0,2.2066494688836205,683,actuator_controls_0,72
4,Mechanical/Electrical,topic,2,actuator_outputs,1.1690264565383426,683,actuator_outputs,144
4,Mechanical/Electrical,topic,3,vehicle_attitude,0.92816264637306,683,vehicle_attitude,126
4,Mechanical/Electrical,topic,4,sensor_combined,0.558858923198094,683,sensor_combined,108
4,Mechanical/Electrical,topic,5,vehicle_local_position,0.5375848813460867,683,vehicle_local_position,234
4,Mechanical/Electrical,topic,6,battery_status,0.4031557670390688,683,battery_status,108
4,Mechanical/Electrical,topic,7,estimator_status,0.36486091996137804,683,estimator_status,162
4,Mechanical/Electrical,topic,8,vehicle_attitude_setpoint,0.3104992942336095,683,vehicle_attitude_setpoint,54
4,Mechanical/Electrical,topic,9,ekf2_innovations,0.27614711727977403,683,ekf2_innovations,144
4,Mechanical/Electrical,topic,10,manual_control_setpoint,0.25598030641452607,683,manual_control_setpoint,72
4,Mechanical/Electrical,topic,11,cpuload,0.1738093091006132,683,cpuload,36
4,Mechanical/Electrical,topic,12,vehicle_rates_setpoint,0.12532933496339269,683,vehicle_rates_setpoint,54
4,Mechanical/Electrical,topic,13,rate_ctrl_status,0.079551712885318,683,rate_ctrl_status,54
4,Mechanical/Electrical,topic,14,sensor_preflight,0.0650044345074969,683,sensor_preflight,36
4,Mechanical/Electrical,topic,15,distance_sensor,0.049484256948810035,683,distance_sensor,18
4,Mechanical/Electrical,topic,16,vehicle_vision_position,0.035731868505189154,683,vehicle_vision_position,54
4,Mechanical/Electrical,topic,17,vehicle_land_detected,0.01993834244591669,683,vehicle_land_detected,54
4,Mechanical/Electrical,topic,18,vehicle_status,0.005066473697189123,683,vehicle_status,36
