method,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,weighted_f1_mean,weighted_f1_std,macro_ovr_auprc_mean,macro_ovr_auprc_std,macro_ovr_auroc_mean,macro_ovr_auroc_std,anomaly_only_accuracy_mean,anomaly_only_accuracy_std,anomaly_only_macro_f1_mean,anomaly_only_macro_f1_std,anomaly_only_balanced_accuracy_mean,anomaly_only_balanced_accuracy_std,anomaly_only_macro_precision_mean,anomaly_only_macro_precision_std,anomaly_only_macro_recall_mean,anomaly_only_macro_recall_std,anomaly_only_weighted_f1_mean,anomaly_only_weighted_f1_std,stage1_threshold_mean,stage1_threshold_std,stage1_flagged_windows_mean,stage1_flagged_windows_std
stage2_lightgbm,1,0.916030534351145,0.0,0.9062860954189523,0.0,0.8907848213493907,0.0,0.9256534695811439,0.0,0.8907848213493907,0.0,0.915173450519585,0.0,0.9739946100608,0.0,0.9908726780770332,0.0,,,,,,,,,,,,,,,,
stage2_random_forest,1,0.8858979509843311,0.0,0.873128353854129,0.0,0.8364312025608851,0.0,0.939102568646583,0.0,0.8364312025608851,0.0,0.8813095787923462,0.0,0.9595778614676156,0.0,0.9837836805354195,0.0,,,,,,,,,,,,,,,,
majority,1,0.4764965849738851,0.0,0.16136054421768709,0.0,0.25,0.0,0.11912414624347127,0.0,0.25,0.0,0.3075509930770219,0.0,,,,,,,,,,,,,,,,,,,,
stratified_random,1,0.31458417034953795,0.0,0.24261849365480986,0.0,0.24384191995282345,0.0,0.24970340380314796,0.0,0.24384191995282345,0.0,0.3098384422625697,0.0,,,,,,,,,,,,,,,,,,,,
hs_aerots_cascade,1,0.938802124749515,0.0,0.5921816176179091,0.0,0.582935052601782,0.0,0.6766659339790289,0.0,0.582935052601782,0.0,0.93469291569678,0.0,,,,,0.5295299316994777,0.0,0.6096495438419754,0.0,0.4851714064258027,0.0,0.9673601611005348,0.0,0.4851714064258027,0.0,0.6573384995612361,0.0,0.5959183039803535,0.0,2126.0,0.0
