channel,topic,field,dtype,logs_present,coverage,selected_core_60pct
vehicle_visual_odometry.velocity_covariance[7],vehicle_visual_odometry,velocity_covariance[7],float32,180,0.129218,False
vehicle_visual_odometry.velocity_covariance[8],vehicle_visual_odometry,velocity_covariance[8],float32,180,0.129218,False
vehicle_visual_odometry.velocity_covariance[9],vehicle_visual_odometry,velocity_covariance[9],float32,180,0.129218,False
vehicle_visual_odometry.velocity_frame,vehicle_visual_odometry,velocity_frame,uint8,1,0.000718,False
vehicle_visual_odometry.vx,vehicle_visual_odometry,vx,float32,180,0.129218,False
vehicle_visual_odometry.vy,vehicle_visual_odometry,vy,float32,180,0.129218,False
vehicle_visual_odometry.vz,vehicle_visual_odometry,vz,float32,180,0.129218,False
vehicle_visual_odometry.x,vehicle_visual_odometry,x,float32,180,0.129218,False
vehicle_visual_odometry.y,vehicle_visual_odometry,y,float32,180,0.129218,False
vehicle_visual_odometry.yawspeed,vehicle_visual_odometry,yawspeed,float32,180,0.129218,False
vehicle_visual_odometry.z,vehicle_visual_odometry,z,float32,180,0.129218,False
vehicle_visual_odometry_aligned.local_frame,vehicle_visual_odometry_aligned,local_frame,uint8,179,0.1285,False
vehicle_visual_odometry_aligned.pitchspeed,vehicle_visual_odometry_aligned,pitchspeed,float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[0],vehicle_visual_odometry_aligned,pose_covariance[0],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[10],vehicle_visual_odometry_aligned,pose_covariance[10],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[11],vehicle_visual_odometry_aligned,pose_covariance[11],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[12],vehicle_visual_odometry_aligned,pose_covariance[12],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[13],vehicle_visual_odometry_aligned,pose_covariance[13],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[14],vehicle_visual_odometry_aligned,pose_covariance[14],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[15],vehicle_visual_odometry_aligned,pose_covariance[15],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[16],vehicle_visual_odometry_aligned,pose_covariance[16],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[17],vehicle_visual_odometry_aligned,pose_covariance[17],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[18],vehicle_visual_odometry_aligned,pose_covariance[18],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[19],vehicle_visual_odometry_aligned,pose_covariance[19],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[1],vehicle_visual_odometry_aligned,pose_covariance[1],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[20],vehicle_visual_odometry_aligned,pose_covariance[20],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[2],vehicle_visual_odometry_aligned,pose_covariance[2],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[3],vehicle_visual_odometry_aligned,pose_covariance[3],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[4],vehicle_visual_odometry_aligned,pose_covariance[4],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[5],vehicle_visual_odometry_aligned,pose_covariance[5],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[6],vehicle_visual_odometry_aligned,pose_covariance[6],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[7],vehicle_visual_odometry_aligned,pose_covariance[7],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[8],vehicle_visual_odometry_aligned,pose_covariance[8],float32,179,0.1285,False
vehicle_visual_odometry_aligned.pose_covariance[9],vehicle_visual_odometry_aligned,pose_covariance[9],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q[0],vehicle_visual_odometry_aligned,q[0],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q[1],vehicle_visual_odometry_aligned,q[1],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q[2],vehicle_visual_odometry_aligned,q[2],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q[3],vehicle_visual_odometry_aligned,q[3],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q_offset[0],vehicle_visual_odometry_aligned,q_offset[0],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q_offset[1],vehicle_visual_odometry_aligned,q_offset[1],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q_offset[2],vehicle_visual_odometry_aligned,q_offset[2],float32,179,0.1285,False
vehicle_visual_odometry_aligned.q_offset[3],vehicle_visual_odometry_aligned,q_offset[3],float32,179,0.1285,False
vehicle_visual_odometry_aligned.rollspeed,vehicle_visual_odometry_aligned,rollspeed,float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[0],vehicle_visual_odometry_aligned,velocity_covariance[0],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[10],vehicle_visual_odometry_aligned,velocity_covariance[10],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[11],vehicle_visual_odometry_aligned,velocity_covariance[11],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[12],vehicle_visual_odometry_aligned,velocity_covariance[12],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[13],vehicle_visual_odometry_aligned,velocity_covariance[13],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[14],vehicle_visual_odometry_aligned,velocity_covariance[14],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[15],vehicle_visual_odometry_aligned,velocity_covariance[15],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[16],vehicle_visual_odometry_aligned,velocity_covariance[16],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[17],vehicle_visual_odometry_aligned,velocity_covariance[17],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[18],vehicle_visual_odometry_aligned,velocity_covariance[18],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[19],vehicle_visual_odometry_aligned,velocity_covariance[19],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[1],vehicle_visual_odometry_aligned,velocity_covariance[1],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[20],vehicle_visual_odometry_aligned,velocity_covariance[20],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[2],vehicle_visual_odometry_aligned,velocity_covariance[2],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[3],vehicle_visual_odometry_aligned,velocity_covariance[3],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[4],vehicle_visual_odometry_aligned,velocity_covariance[4],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[5],vehicle_visual_odometry_aligned,velocity_covariance[5],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[6],vehicle_visual_odometry_aligned,velocity_covariance[6],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[7],vehicle_visual_odometry_aligned,velocity_covariance[7],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[8],vehicle_visual_odometry_aligned,velocity_covariance[8],float32,179,0.1285,False
vehicle_visual_odometry_aligned.velocity_covariance[9],vehicle_visual_odometry_aligned,velocity_covariance[9],float32,179,0.1285,False
vehicle_visual_odometry_aligned.vx,vehicle_visual_odometry_aligned,vx,float32,179,0.1285,False
vehicle_visual_odometry_aligned.vy,vehicle_visual_odometry_aligned,vy,float32,179,0.1285,False
vehicle_visual_odometry_aligned.vz,vehicle_visual_odometry_aligned,vz,float32,179,0.1285,False
vehicle_visual_odometry_aligned.x,vehicle_visual_odometry_aligned,x,float32,179,0.1285,False
vehicle_visual_odometry_aligned.y,vehicle_visual_odometry_aligned,y,float32,179,0.1285,False
vehicle_visual_odometry_aligned.yawspeed,vehicle_visual_odometry_aligned,yawspeed,float32,179,0.1285,False
vehicle_visual_odometry_aligned.z,vehicle_visual_odometry_aligned,z,float32,179,0.1285,False
wind_estimate.variance_east,wind_estimate,variance_east,float32,59,0.042355,False
wind_estimate.variance_north,wind_estimate,variance_north,float32,59,0.042355,False
wind_estimate.windspeed_east,wind_estimate,windspeed_east,float32,59,0.042355,False
wind_estimate.windspeed_north,wind_estimate,windspeed_north,float32,59,0.042355,False
