channel,topic,field,dtype,logs_present,coverage,selected_core_60pct
estimator_visual_odometry_aligned.pose_covariance[12],estimator_visual_odometry_aligned,pose_covariance[12],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[13],estimator_visual_odometry_aligned,pose_covariance[13],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[14],estimator_visual_odometry_aligned,pose_covariance[14],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[15],estimator_visual_odometry_aligned,pose_covariance[15],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[16],estimator_visual_odometry_aligned,pose_covariance[16],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[17],estimator_visual_odometry_aligned,pose_covariance[17],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[18],estimator_visual_odometry_aligned,pose_covariance[18],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[19],estimator_visual_odometry_aligned,pose_covariance[19],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[1],estimator_visual_odometry_aligned,pose_covariance[1],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[20],estimator_visual_odometry_aligned,pose_covariance[20],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[2],estimator_visual_odometry_aligned,pose_covariance[2],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[3],estimator_visual_odometry_aligned,pose_covariance[3],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[4],estimator_visual_odometry_aligned,pose_covariance[4],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[5],estimator_visual_odometry_aligned,pose_covariance[5],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[6],estimator_visual_odometry_aligned,pose_covariance[6],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[7],estimator_visual_odometry_aligned,pose_covariance[7],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[8],estimator_visual_odometry_aligned,pose_covariance[8],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[9],estimator_visual_odometry_aligned,pose_covariance[9],float32,1,0.000718,False
estimator_visual_odometry_aligned.q[0],estimator_visual_odometry_aligned,q[0],float32,1,0.000718,False
estimator_visual_odometry_aligned.q[1],estimator_visual_odometry_aligned,q[1],float32,1,0.000718,False
estimator_visual_odometry_aligned.q[2],estimator_visual_odometry_aligned,q[2],float32,1,0.000718,False
estimator_visual_odometry_aligned.q[3],estimator_visual_odometry_aligned,q[3],float32,1,0.000718,False
estimator_visual_odometry_aligned.q_offset[0],estimator_visual_odometry_aligned,q_offset[0],float32,1,0.000718,False
estimator_visual_odometry_aligned.q_offset[1],estimator_visual_odometry_aligned,q_offset[1],float32,1,0.000718,False
estimator_visual_odometry_aligned.q_offset[2],estimator_visual_odometry_aligned,q_offset[2],float32,1,0.000718,False
estimator_visual_odometry_aligned.q_offset[3],estimator_visual_odometry_aligned,q_offset[3],float32,1,0.000718,False
estimator_visual_odometry_aligned.reset_counter,estimator_visual_odometry_aligned,reset_counter,uint8,1,0.000718,False
estimator_visual_odometry_aligned.rollspeed,estimator_visual_odometry_aligned,rollspeed,float32,1,0.000718,False
estimator_visual_odometry_aligned.timestamp_sample,estimator_visual_odometry_aligned,timestamp_sample,uint64,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[0],estimator_visual_odometry_aligned,velocity_covariance[0],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[10],estimator_visual_odometry_aligned,velocity_covariance[10],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[11],estimator_visual_odometry_aligned,velocity_covariance[11],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[12],estimator_visual_odometry_aligned,velocity_covariance[12],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[13],estimator_visual_odometry_aligned,velocity_covariance[13],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[14],estimator_visual_odometry_aligned,velocity_covariance[14],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[15],estimator_visual_odometry_aligned,velocity_covariance[15],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[16],estimator_visual_odometry_aligned,velocity_covariance[16],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[17],estimator_visual_odometry_aligned,velocity_covariance[17],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[18],estimator_visual_odometry_aligned,velocity_covariance[18],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[19],estimator_visual_odometry_aligned,velocity_covariance[19],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[1],estimator_visual_odometry_aligned,velocity_covariance[1],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[20],estimator_visual_odometry_aligned,velocity_covariance[20],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[2],estimator_visual_odometry_aligned,velocity_covariance[2],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[3],estimator_visual_odometry_aligned,velocity_covariance[3],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[4],estimator_visual_odometry_aligned,velocity_covariance[4],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[5],estimator_visual_odometry_aligned,velocity_covariance[5],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[6],estimator_visual_odometry_aligned,velocity_covariance[6],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[7],estimator_visual_odometry_aligned,velocity_covariance[7],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[8],estimator_visual_odometry_aligned,velocity_covariance[8],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_covariance[9],estimator_visual_odometry_aligned,velocity_covariance[9],float32,1,0.000718,False
estimator_visual_odometry_aligned.velocity_frame,estimator_visual_odometry_aligned,velocity_frame,uint8,1,0.000718,False
estimator_visual_odometry_aligned.vx,estimator_visual_odometry_aligned,vx,float32,1,0.000718,False
estimator_visual_odometry_aligned.vy,estimator_visual_odometry_aligned,vy,float32,1,0.000718,False
estimator_visual_odometry_aligned.vz,estimator_visual_odometry_aligned,vz,float32,1,0.000718,False
estimator_visual_odometry_aligned.x,estimator_visual_odometry_aligned,x,float32,1,0.000718,False
estimator_visual_odometry_aligned.y,estimator_visual_odometry_aligned,y,float32,1,0.000718,False
estimator_visual_odometry_aligned.yawspeed,estimator_visual_odometry_aligned,yawspeed,float32,1,0.000718,False
estimator_visual_odometry_aligned.z,estimator_visual_odometry_aligned,z,float32,1,0.000718,False
event.arguments[0],event,arguments[0],uint8,1,0.000718,False
event.arguments[10],event,arguments[10],uint8,1,0.000718,False
event.arguments[11],event,arguments[11],uint8,1,0.000718,False
event.arguments[12],event,arguments[12],uint8,1,0.000718,False
event.arguments[13],event,arguments[13],uint8,1,0.000718,False
event.arguments[14],event,arguments[14],uint8,1,0.000718,False
event.arguments[15],event,arguments[15],uint8,1,0.000718,False
event.arguments[16],event,arguments[16],uint8,1,0.000718,False
event.arguments[17],event,arguments[17],uint8,1,0.000718,False
event.arguments[18],event,arguments[18],uint8,1,0.000718,False
event.arguments[19],event,arguments[19],uint8,1,0.000718,False
event.arguments[1],event,arguments[1],uint8,1,0.000718,False
event.arguments[20],event,arguments[20],uint8,1,0.000718,False
event.arguments[21],event,arguments[21],uint8,1,0.000718,False
event.arguments[22],event,arguments[22],uint8,1,0.000718,False
event.arguments[23],event,arguments[23],uint8,1,0.000718,False
event.arguments[24],event,arguments[24],uint8,1,0.000718,False
event.arguments[2],event,arguments[2],uint8,1,0.000718,False
event.arguments[3],event,arguments[3],uint8,1,0.000718,False
event.arguments[4],event,arguments[4],uint8,1,0.000718,False
event.arguments[5],event,arguments[5],uint8,1,0.000718,False
event.arguments[6],event,arguments[6],uint8,1,0.000718,False
event.arguments[7],event,arguments[7],uint8,1,0.000718,False
event.arguments[8],event,arguments[8],uint8,1,0.000718,False
event.arguments[9],event,arguments[9],uint8,1,0.000718,False
event.event_sequence,event,event_sequence,uint16,1,0.000718,False
event.id,event,id,uint32,1,0.000718,False
event.log_levels,event,log_levels,uint8,1,0.000718,False
failure_detector_status.fd_alt,failure_detector_status,fd_alt,int8,1,0.000718,False
failure_detector_status.fd_arm_escs,failure_detector_status,fd_arm_escs,int8,1,0.000718,False
failure_detector_status.fd_battery,failure_detector_status,fd_battery,int8,1,0.000718,False
failure_detector_status.fd_ext,failure_detector_status,fd_ext,int8,1,0.000718,False
failure_detector_status.fd_high_wind,failure_detector_status,fd_high_wind,int8,1,0.000718,False
failure_detector_status.fd_imbalanced_prop,failure_detector_status,fd_imbalanced_prop,int8,1,0.000718,False
failure_detector_status.fd_pitch,failure_detector_status,fd_pitch,int8,1,0.000718,False
failure_detector_status.fd_roll,failure_detector_status,fd_roll,int8,1,0.000718,False
failure_detector_status.imbalanced_prop_metric,failure_detector_status,imbalanced_prop_metric,float32,1,0.000718,False
home_position.alt,home_position,alt,float32,100,0.071788,False
home_position.lat,home_position,lat,float64,100,0.071788,False
home_position.lon,home_position,lon,float64,100,0.071788,False
home_position.manual_home,home_position,manual_home,int8,100,0.071788,False
home_position.valid_alt,home_position,valid_alt,int8,100,0.071788,False
home_position.valid_hpos,home_position,valid_hpos,int8,100,0.071788,False
home_position.valid_lpos,home_position,valid_lpos,int8,1,0.000718,False
home_position.x,home_position,x,float32,100,0.071788,False
home_position.y,home_position,y,float32,100,0.071788,False
home_position.yaw,home_position,yaw,float32,100,0.071788,False
home_position.z,home_position,z,float32,100,0.071788,False
hover_thrust_estimate.accel_innov,hover_thrust_estimate,accel_innov,float32,1,0.000718,False
hover_thrust_estimate.accel_innov_test_ratio,hover_thrust_estimate,accel_innov_test_ratio,float32,1,0.000718,False
hover_thrust_estimate.accel_innov_var,hover_thrust_estimate,accel_innov_var,float32,1,0.000718,False
hover_thrust_estimate.accel_noise_var,hover_thrust_estimate,accel_noise_var,float32,1,0.000718,False
hover_thrust_estimate.hover_thrust,hover_thrust_estimate,hover_thrust,float32,1,0.000718,False
hover_thrust_estimate.hover_thrust_var,hover_thrust_estimate,hover_thrust_var,float32,1,0.000718,False
hover_thrust_estimate.timestamp_sample,hover_thrust_estimate,timestamp_sample,uint64,1,0.000718,False
hover_thrust_estimate.valid,hover_thrust_estimate,valid,int8,1,0.000718,False
input_rc.channel_count,input_rc,channel_count,uint32,1393,1.0,True
input_rc.input_source,input_rc,input_source,uint8,1393,1.0,True
input_rc.rc_failsafe,input_rc,rc_failsafe,int8,1393,1.0,True
input_rc.rc_lost,input_rc,rc_lost,int8,1393,1.0,True
input_rc.rc_lost_frame_count,input_rc,rc_lost_frame_count,uint16,1393,1.0,True
input_rc.rc_ppm_frame_length,input_rc,rc_ppm_frame_length,uint16,1393,1.0,True
input_rc.rc_total_frame_count,input_rc,rc_total_frame_count,uint16,1393,1.0,True
input_rc.rssi,input_rc,rssi,int32,1393,1.0,True
input_rc.timestamp_last_signal,input_rc,timestamp_last_signal,uint64,1393,1.0,True
input_rc.values[0],input_rc,values[0],uint16,1393,1.0,True
input_rc.values[10],input_rc,values[10],uint16,1393,1.0,True
input_rc.values[11],input_rc,values[11],uint16,1393,1.0,True
input_rc.values[12],input_rc,values[12],uint16,1393,1.0,True
input_rc.values[13],input_rc,values[13],uint16,1393,1.0,True
input_rc.values[14],input_rc,values[14],uint16,1393,1.0,True
input_rc.values[15],input_rc,values[15],uint16,1393,1.0,True
input_rc.values[16],input_rc,values[16],uint16,1393,1.0,True
input_rc.values[17],input_rc,values[17],uint16,1393,1.0,True
input_rc.values[1],input_rc,values[1],uint16,1393,1.0,True
input_rc.values[2],input_rc,values[2],uint16,1393,1.0,True
input_rc.values[3],input_rc,values[3],uint16,1393,1.0,True
input_rc.values[4],input_rc,values[4],uint16,1393,1.0,True
input_rc.values[5],input_rc,values[5],uint16,1393,1.0,True
input_rc.values[6],input_rc,values[6],uint16,1393,1.0,True
input_rc.values[7],input_rc,values[7],uint16,1393,1.0,True
input_rc.values[8],input_rc,values[8],uint16,1393,1.0,True
input_rc.values[9],input_rc,values[9],uint16,1393,1.0,True
magnetometer_bias_estimate.bias_x[0],magnetometer_bias_estimate,bias_x[0],float32,1,0.000718,False
magnetometer_bias_estimate.bias_x[1],magnetometer_bias_estimate,bias_x[1],float32,1,0.000718,False
magnetometer_bias_estimate.bias_x[2],magnetometer_bias_estimate,bias_x[2],float32,1,0.000718,False
magnetometer_bias_estimate.bias_x[3],magnetometer_bias_estimate,bias_x[3],float32,1,0.000718,False
magnetometer_bias_estimate.bias_y[0],magnetometer_bias_estimate,bias_y[0],float32,1,0.000718,False
magnetometer_bias_estimate.bias_y[1],magnetometer_bias_estimate,bias_y[1],float32,1,0.000718,False
magnetometer_bias_estimate.bias_y[2],magnetometer_bias_estimate,bias_y[2],float32,1,0.000718,False
magnetometer_bias_estimate.bias_y[3],magnetometer_bias_estimate,bias_y[3],float32,1,0.000718,False
magnetometer_bias_estimate.bias_z[0],magnetometer_bias_estimate,bias_z[0],float32,1,0.000718,False
magnetometer_bias_estimate.bias_z[1],magnetometer_bias_estimate,bias_z[1],float32,1,0.000718,False
magnetometer_bias_estimate.bias_z[2],magnetometer_bias_estimate,bias_z[2],float32,1,0.000718,False
magnetometer_bias_estimate.bias_z[3],magnetometer_bias_estimate,bias_z[3],float32,1,0.000718,False
magnetometer_bias_estimate.stable[0],magnetometer_bias_estimate,stable[0],int8,1,0.000718,False
magnetometer_bias_estimate.stable[1],magnetometer_bias_estimate,stable[1],int8,1,0.000718,False
magnetometer_bias_estimate.stable[2],magnetometer_bias_estimate,stable[2],int8,1,0.000718,False
magnetometer_bias_estimate.stable[3],magnetometer_bias_estimate,stable[3],int8,1,0.000718,False
magnetometer_bias_estimate.valid[0],magnetometer_bias_estimate,valid[0],int8,1,0.000718,False
magnetometer_bias_estimate.valid[1],magnetometer_bias_estimate,valid[1],int8,1,0.000718,False
magnetometer_bias_estimate.valid[2],magnetometer_bias_estimate,valid[2],int8,1,0.000718,False
magnetometer_bias_estimate.valid[3],magnetometer_bias_estimate,valid[3],int8,1,0.000718,False
manual_control_setpoint.acro_switch,manual_control_setpoint,acro_switch,uint8,1391,0.998564,True
manual_control_setpoint.arm_switch,manual_control_setpoint,arm_switch,uint8,1391,0.998564,True
manual_control_setpoint.aux1,manual_control_setpoint,aux1,float32,1392,0.999282,True
manual_control_setpoint.aux2,manual_control_setpoint,aux2,float32,1392,0.999282,True
manual_control_setpoint.aux3,manual_control_setpoint,aux3,float32,1392,0.999282,True
manual_control_setpoint.aux4,manual_control_setpoint,aux4,float32,1392,0.999282,True
manual_control_setpoint.aux5,manual_control_setpoint,aux5,float32,1392,0.999282,True
manual_control_setpoint.aux6,manual_control_setpoint,aux6,float32,191,0.137114,False
manual_control_setpoint.data_source,manual_control_setpoint,data_source,uint8,1392,0.999282,True
manual_control_setpoint.flaps,manual_control_setpoint,flaps,float32,1392,0.999282,True
manual_control_setpoint.gear_switch,manual_control_setpoint,gear_switch,uint8,1391,0.998564,True
manual_control_setpoint.kill_switch,manual_control_setpoint,kill_switch,uint8,1391,0.998564,True
manual_control_setpoint.loiter_switch,manual_control_setpoint,loiter_switch,uint8,1391,0.998564,True
manual_control_setpoint.man_switch,manual_control_setpoint,man_switch,uint8,1391,0.998564,True
manual_control_setpoint.mode_slot,manual_control_setpoint,mode_slot,int8,1391,0.998564,True
manual_control_setpoint.mode_switch,manual_control_setpoint,mode_switch,uint8,1391,0.998564,True
manual_control_setpoint.offboard_switch,manual_control_setpoint,offboard_switch,uint8,1391,0.998564,True
manual_control_setpoint.posctl_switch,manual_control_setpoint,posctl_switch,uint8,1391,0.998564,True
manual_control_setpoint.r,manual_control_setpoint,r,float32,1392,0.999282,True
manual_control_setpoint.rattitude_switch,manual_control_setpoint,rattitude_switch,uint8,1391,0.998564,True
manual_control_setpoint.return_switch,manual_control_setpoint,return_switch,uint8,1391,0.998564,True
manual_control_setpoint.stab_switch,manual_control_setpoint,stab_switch,uint8,1391,0.998564,True
manual_control_setpoint.sticks_moving,manual_control_setpoint,sticks_moving,int8,1,0.000718,False
manual_control_setpoint.timestamp_sample,manual_control_setpoint,timestamp_sample,uint64,1,0.000718,False
manual_control_setpoint.transition_switch,manual_control_setpoint,transition_switch,uint8,1391,0.998564,True
manual_control_setpoint.valid,manual_control_setpoint,valid,int8,1,0.000718,False
manual_control_setpoint.x,manual_control_setpoint,x,float32,1392,0.999282,True
manual_control_setpoint.y,manual_control_setpoint,y,float32,1392,0.999282,True
manual_control_setpoint.z,manual_control_setpoint,z,float32,1392,0.999282,True
manual_control_switches.arm_switch,manual_control_switches,arm_switch,uint8,1,0.000718,False
manual_control_switches.gear_switch,manual_control_switches,gear_switch,uint8,1,0.000718,False
manual_control_switches.kill_switch,manual_control_switches,kill_switch,uint8,1,0.000718,False
manual_control_switches.loiter_switch,manual_control_switches,loiter_switch,uint8,1,0.000718,False
manual_control_switches.mode_slot,manual_control_switches,mode_slot,uint8,1,0.000718,False
manual_control_switches.offboard_switch,manual_control_switches,offboard_switch,uint8,1,0.000718,False
manual_control_switches.photo_switch,manual_control_switches,photo_switch,uint8,1,0.000718,False
manual_control_switches.return_switch,manual_control_switches,return_switch,uint8,1,0.000718,False
manual_control_switches.switch_changes,manual_control_switches,switch_changes,uint32,1,0.000718,False
manual_control_switches.timestamp_sample,manual_control_switches,timestamp_sample,uint64,1,0.000718,False
manual_control_switches.transition_switch,manual_control_switches,transition_switch,uint8,1,0.000718,False
manual_control_switches.video_switch,manual_control_switches,video_switch,uint8,1,0.000718,False
mission_result.execution_mode,mission_result,execution_mode,uint8,686,0.492462,False
mission_result.failure,mission_result,failure,int8,707,0.507538,False
mission_result.finished,mission_result,finished,int8,707,0.507538,False
mission_result.flight_termination,mission_result,flight_termination,int8,707,0.507538,False
mission_result.instance_count,mission_result,instance_count,uint32,707,0.507538,False
mission_result.item_changed_index,mission_result,item_changed_index,uint16,707,0.507538,False
mission_result.item_do_jump_changed,mission_result,item_do_jump_changed,int8,707,0.507538,False
mission_result.item_do_jump_remaining,mission_result,item_do_jump_remaining,uint16,707,0.507538,False
mission_result.seq_current,mission_result,seq_current,uint16,707,0.507538,False
mission_result.seq_reached,mission_result,seq_reached,int32,707,0.507538,False
mission_result.seq_total,mission_result,seq_total,uint16,707,0.507538,False
mission_result.stay_in_failsafe,mission_result,stay_in_failsafe,int8,707,0.507538,False
mission_result.valid,mission_result,valid,int8,707,0.507538,False
mission_result.warning,mission_result,warning,int8,707,0.507538,False
offboard_control_mode.acceleration,offboard_control_mode,acceleration,int8,1,0.000718,False
offboard_control_mode.actuator,offboard_control_mode,actuator,int8,1,0.000718,False
offboard_control_mode.attitude,offboard_control_mode,attitude,int8,1,0.000718,False
offboard_control_mode.body_rate,offboard_control_mode,body_rate,int8,1,0.000718,False
offboard_control_mode.position,offboard_control_mode,position,int8,1,0.000718,False
offboard_control_mode.velocity,offboard_control_mode,velocity,int8,1,0.000718,False
optical_flow.frame_count_since_last_readout,optical_flow,frame_count_since_last_readout,uint16,757,0.543431,False
optical_flow.ground_distance_m,optical_flow,ground_distance_m,float32,757,0.543431,False
optical_flow.gyro_temperature,optical_flow,gyro_temperature,int16,757,0.543431,False
optical_flow.gyro_x_rate_integral,optical_flow,gyro_x_rate_integral,float32,757,0.543431,False
optical_flow.gyro_y_rate_integral,optical_flow,gyro_y_rate_integral,float32,757,0.543431,False
optical_flow.gyro_z_rate_integral,optical_flow,gyro_z_rate_integral,float32,757,0.543431,False
optical_flow.integration_timespan,optical_flow,integration_timespan,uint32,757,0.543431,False
optical_flow.max_flow_rate,optical_flow,max_flow_rate,float32,694,0.498205,False
optical_flow.max_ground_distance,optical_flow,max_ground_distance,float32,694,0.498205,False
optical_flow.min_ground_distance,optical_flow,min_ground_distance,float32,694,0.498205,False
optical_flow.pixel_flow_x_integral,optical_flow,pixel_flow_x_integral,float32,757,0.543431,False
optical_flow.pixel_flow_y_integral,optical_flow,pixel_flow_y_integral,float32,757,0.543431,False
optical_flow.quality,optical_flow,quality,uint8,757,0.543431,False
optical_flow.sensor_id,optical_flow,sensor_id,uint8,757,0.543431,False
optical_flow.time_since_last_sonar_update,optical_flow,time_since_last_sonar_update,uint32,757,0.543431,False
ping.component_id,ping,component_id,uint8,1047,0.751615,True
ping.dropped_packets,ping,dropped_packets,uint32,1047,0.751615,True
ping.ping_sequence,ping,ping_sequence,uint32,1047,0.751615,True
ping.ping_time,ping,ping_time,uint64,1047,0.751615,True
ping.rtt_ms,ping,rtt_ms,float32,1047,0.751615,True
ping.system_id,ping,system_id,uint8,1047,0.751615,True
position_setpoint_triplet.current._padding0[0],position_setpoint_triplet,current._padding0[0],uint8,909,0.652548,True
position_setpoint_triplet.current._padding0[1],position_setpoint_triplet,current._padding0[1],uint8,177,0.127064,False
position_setpoint_triplet.current._padding0[2],position_setpoint_triplet,current._padding0[2],uint8,177,0.127064,False
position_setpoint_triplet.current._padding0[3],position_setpoint_triplet,current._padding0[3],uint8,177,0.127064,False
position_setpoint_triplet.current._padding0[4],position_setpoint_triplet,current._padding0[4],uint8,177,0.127064,False
position_setpoint_triplet.current._padding0[5],position_setpoint_triplet,current._padding0[5],uint8,177,0.127064,False
position_setpoint_triplet.current._padding0[6],position_setpoint_triplet,current._padding0[6],uint8,176,0.126346,False
position_setpoint_triplet.current.a_x,position_setpoint_triplet,current.a_x,float32,908,0.651831,True
position_setpoint_triplet.current.a_y,position_setpoint_triplet,current.a_y,float32,908,0.651831,True
position_setpoint_triplet.current.a_z,position_setpoint_triplet,current.a_z,float32,908,0.651831,True
position_setpoint_triplet.current.acceleration_is_force,position_setpoint_triplet,current.acceleration_is_force,int8,908,0.651831,True
position_setpoint_triplet.current.acceleration_valid,position_setpoint_triplet,current.acceleration_valid,int8,908,0.651831,True
position_setpoint_triplet.current.acceptance_radius,position_setpoint_triplet,current.acceptance_radius,float32,909,0.652548,True
position_setpoint_triplet.current.allow_weather_vane,position_setpoint_triplet,current.allow_weather_vane,int8,176,0.126346,False
position_setpoint_triplet.current.alt,position_setpoint_triplet,current.alt,float32,909,0.652548,True
position_setpoint_triplet.current.alt_valid,position_setpoint_triplet,current.alt_valid,int8,909,0.652548,True
position_setpoint_triplet.current.cruising_speed,position_setpoint_triplet,current.cruising_speed,float32,909,0.652548,True
position_setpoint_triplet.current.cruising_throttle,position_setpoint_triplet,current.cruising_throttle,float32,909,0.652548,True
position_setpoint_triplet.current.disable_weather_vane,position_setpoint_triplet,current.disable_weather_vane,int8,1,0.000718,False
position_setpoint_triplet.current.landing_gear,position_setpoint_triplet,current.landing_gear,int8,177,0.127064,False
position_setpoint_triplet.current.lat,position_setpoint_triplet,current.lat,float64,909,0.652548,True
position_setpoint_triplet.current.loiter_direction,position_setpoint_triplet,current.loiter_direction,int8,909,0.652548,True
position_setpoint_triplet.current.loiter_radius,position_setpoint_triplet,current.loiter_radius,float32,909,0.652548,True
position_setpoint_triplet.current.lon,position_setpoint_triplet,current.lon,float64,909,0.652548,True
position_setpoint_triplet.current.pitch_min,position_setpoint_triplet,current.pitch_min,float32,908,0.651831,True
position_setpoint_triplet.current.position_valid,position_setpoint_triplet,current.position_valid,int8,908,0.651831,True
position_setpoint_triplet.current.timestamp,position_setpoint_triplet,current.timestamp,uint64,909,0.652548,True
position_setpoint_triplet.current.type,position_setpoint_triplet,current.type,uint8,909,0.652548,True
position_setpoint_triplet.current.valid,position_setpoint_triplet,current.valid,int8,909,0.652548,True
position_setpoint_triplet.current.velocity_frame,position_setpoint_triplet,current.velocity_frame,uint8,909,0.652548,True
position_setpoint_triplet.current.velocity_valid,position_setpoint_triplet,current.velocity_valid,int8,909,0.652548,True
position_setpoint_triplet.current.vx,position_setpoint_triplet,current.vx,float32,909,0.652548,True
position_setpoint_triplet.current.vy,position_setpoint_triplet,current.vy,float32,909,0.652548,True
position_setpoint_triplet.current.vz,position_setpoint_triplet,current.vz,float32,909,0.652548,True
position_setpoint_triplet.current.x,position_setpoint_triplet,current.x,float32,908,0.651831,True
position_setpoint_triplet.current.y,position_setpoint_triplet,current.y,float32,908,0.651831,True
position_setpoint_triplet.current.yaw,position_setpoint_triplet,current.yaw,float32,909,0.652548,True
position_setpoint_triplet.current.yaw_valid,position_setpoint_triplet,current.yaw_valid,int8,909,0.652548,True
position_setpoint_triplet.current.yawspeed,position_setpoint_triplet,current.yawspeed,float32,909,0.652548,True
position_setpoint_triplet.current.yawspeed_valid,position_setpoint_triplet,current.yawspeed_valid,int8,909,0.652548,True
position_setpoint_triplet.current.z,position_setpoint_triplet,current.z,float32,908,0.651831,True
position_setpoint_triplet.next._padding0[0],position_setpoint_triplet,next._padding0[0],uint8,909,0.652548,True
position_setpoint_triplet.next._padding0[1],position_setpoint_triplet,next._padding0[1],uint8,177,0.127064,False
position_setpoint_triplet.next._padding0[2],position_setpoint_triplet,next._padding0[2],uint8,177,0.127064,False
position_setpoint_triplet.next._padding0[3],position_setpoint_triplet,next._padding0[3],uint8,177,0.127064,False
position_setpoint_triplet.next._padding0[4],position_setpoint_triplet,next._padding0[4],uint8,177,0.127064,False
position_setpoint_triplet.next._padding0[5],position_setpoint_triplet,next._padding0[5],uint8,177,0.127064,False
position_setpoint_triplet.next._padding0[6],position_setpoint_triplet,next._padding0[6],uint8,176,0.126346,False
position_setpoint_triplet.next.a_x,position_setpoint_triplet,next.a_x,float32,908,0.651831,True
position_setpoint_triplet.next.a_y,position_setpoint_triplet,next.a_y,float32,908,0.651831,True
position_setpoint_triplet.next.a_z,position_setpoint_triplet,next.a_z,float32,908,0.651831,True
position_setpoint_triplet.next.acceleration_is_force,position_setpoint_triplet,next.acceleration_is_force,int8,908,0.651831,True
position_setpoint_triplet.next.acceleration_valid,position_setpoint_triplet,next.acceleration_valid,int8,908,0.651831,True
position_setpoint_triplet.next.acceptance_radius,position_setpoint_triplet,next.acceptance_radius,float32,909,0.652548,True
position_setpoint_triplet.next.allow_weather_vane,position_setpoint_triplet,next.allow_weather_vane,int8,176,0.126346,False
position_setpoint_triplet.next.alt,position_setpoint_triplet,next.alt,float32,909,0.652548,True
position_setpoint_triplet.next.alt_valid,position_setpoint_triplet,next.alt_valid,int8,909,0.652548,True
position_setpoint_triplet.next.cruising_speed,position_setpoint_triplet,next.cruising_speed,float32,909,0.652548,True
position_setpoint_triplet.next.cruising_throttle,position_setpoint_triplet,next.cruising_throttle,float32,909,0.652548,True
position_setpoint_triplet.next.disable_weather_vane,position_setpoint_triplet,next.disable_weather_vane,int8,1,0.000718,False
position_setpoint_triplet.next.landing_gear,position_setpoint_triplet,next.landing_gear,int8,177,0.127064,False
position_setpoint_triplet.next.lat,position_setpoint_triplet,next.lat,float64,909,0.652548,True
position_setpoint_triplet.next.loiter_direction,position_setpoint_triplet,next.loiter_direction,int8,909,0.652548,True
position_setpoint_triplet.next.loiter_radius,position_setpoint_triplet,next.loiter_radius,float32,909,0.652548,True
position_setpoint_triplet.next.lon,position_setpoint_triplet,next.lon,float64,909,0.652548,True
position_setpoint_triplet.next.pitch_min,position_setpoint_triplet,next.pitch_min,float32,908,0.651831,True
position_setpoint_triplet.next.position_valid,position_setpoint_triplet,next.position_valid,int8,908,0.651831,True
position_setpoint_triplet.next.timestamp,position_setpoint_triplet,next.timestamp,uint64,909,0.652548,True
position_setpoint_triplet.next.type,position_setpoint_triplet,next.type,uint8,909,0.652548,True
position_setpoint_triplet.next.valid,position_setpoint_triplet,next.valid,int8,909,0.652548,True
