scope,mode,module,mean_abs_shap,shap_share,rank
Altitude,bidirectional,src/modules/logger,0.0017183070497883812,0.00023979842622913006,35
External Position,bidirectional,src/modules/ekf2,1.0190659406423317,0.1588217306982576,1
External Position,bidirectional,src/modules/commander,0.5918898540739596,0.09224621023788974,2
External Position,bidirectional,src/modules/mavlink,0.40041763526520974,0.06240520784635333,3
External Position,bidirectional,src/modules/position_estimator_inav,0.29457799491263664,0.045910068339795544,4
External Position,bidirectional,src/modules/vtol_att_control,0.29184094644344344,0.04548349851978146,5
External Position,bidirectional,src/modules/land_detector,0.23821499318071399,0.03712587771443671,6
External Position,bidirectional,src/modules/fw_pos_control_l1,0.20006149018019434,0.03117964289579069,7
External Position,bidirectional,src/modules/mc_pos_control,0.20006149018019434,0.03117964289579069,7
External Position,bidirectional,src/drivers/telemetry,0.19937603318096556,0.031072814218082032,8
External Position,bidirectional,src/modules/navigator,0.1876842884153866,0.029250652310304884,9
External Position,bidirectional,src/modules/simulator,0.17015101736245092,0.02651808678890821,10
External Position,bidirectional,src/modules/landing_target_estimator,0.16703611656457462,0.02603262857080677,11
External Position,bidirectional,src/modules/wind_estimator,0.16703611656457462,0.02603262857080677,11
External Position,bidirectional,src/drivers/camera_trigger,0.1557414337641447,0.024272348888687827,12
External Position,bidirectional,src/modules/mc_att_control,0.15404196797521683,0.024007486638763276,13
External Position,bidirectional,src/modules/sensors,0.15360673494458232,0.02393965544116791,14
External Position,bidirectional,src/modules/fw_att_control,0.1432019586598984,0.022318067954866395,15
External Position,bidirectional,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.1252274970986237,0.019516742761197796,16
External Position,bidirectional,src/drivers/mkblctrl,0.11299821277848662,0.017610805153567624,17
External Position,bidirectional,src/drivers/px4io,0.11299821277848662,0.017610805153567624,17
External Position,bidirectional,src/platforms/qurt/fc_addon/uart_esc,0.11299821277848662,0.017610805153567624,17
External Position,bidirectional,src/modules/events,0.09151430831259473,0.014262532236823616,18
External Position,bidirectional,src/examples/uuv_example_app,0.08282919933448579,0.012908955412995325,19
External Position,bidirectional,src/modules/gnd_att_control,0.07829536315325458,0.01220235569232205,20
External Position,bidirectional,src/modules/load_mon,0.0768577320513444,0.011978300456438983,21
External Position,bidirectional,src/examples/rover_steering_control,0.06849337077423073,0.01067471225744634,22
External Position,bidirectional,src/platforms/posix/drivers/df_ltc2946_wrapper,0.06608046049905236,0.010298659471615927,23
External Position,bidirectional,src/drivers/linux_pwm_out,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/drivers/pwm_out_sim,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/drivers/px4fmu,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/drivers/snapdragon_pwm_out,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/drivers/tap_esc,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/modules/uavcan,0.059147036599571365,0.009218083289581873,24
External Position,bidirectional,src/examples/fixedwing_control,0.05516006573136806,0.008596712690999745,25
External Position,bidirectional,src/modules/gnd_pos_control,0.05477139603268758,0.008536138402572939,26
External Position,bidirectional,src/examples/hwtest,0.053851176178915265,0.008392721863985753,27
External Position,bidirectional,src/drivers/vmount,0.039221640298962614,0.00611270433508884,28
External Position,bidirectional,src/examples/px4_simple_app,0.02897802315557052,0.004516233549009571,29
External Position,bidirectional,src/modules/attitude_estimator_q,0.02897802315557052,0.004516233549009571,29
External Position,bidirectional,src/modules/sdlog2,0.017683340355140617,0.002755953866890633,30
External Position,bidirectional,src/platforms/qurt/tests/muorb,0.017683340355140617,0.002755953866890633,30
External Position,bidirectional,src/templates/module,0.017683340355140617,0.002755953866890633,30
External Position,bidirectional,src/drivers/blinkm,0.014656576261250338,0.0022842317803846357,31
External Position,bidirectional,src/modules/gpio_led,0.014656576261250338,0.0022842317803846357,31
External Position,bidirectional,src/drivers/batt_smbus,0.012229284320137094,0.0019059376076301733,32
External Position,bidirectional,src/modules/syslink,0.012229284320137094,0.0019059376076301733,32
External Position,bidirectional,src/modules/camera_feedback,0.011294682800429905,0.0017602796821189382,33
External Position,bidirectional,src/modules/replay,0.011294682800429905,0.0017602796821189382,33
External Position,bidirectional,src/modules/logger,0.0024272919411132436,0.000378294172754462,34
External Position,bidirectional,src/drivers/distance_sensor,0.0012868498680164999,0.0002005559356231467,35
External Position,bidirectional,src/drivers/px4flow,0.0012868498680164999,0.0002005559356231467,35
External Position,bidirectional,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0012868498680164999,0.0002005559356231467,35
External Position,bidirectional,src/platforms/posix/drivers/df_isl29501_wrapper,0.0012868498680164999,0.0002005559356231467,35
External Position,bidirectional,src/platforms/posix/drivers/df_trone_wrapper,0.0012868498680164999,0.0002005559356231467,35
Global Position,bidirectional,src/modules/commander,1.2336560493478685,0.17109851783211258,1
Global Position,bidirectional,src/modules/ekf2,1.1652689562551724,0.16161375887260168,2
Global Position,bidirectional,src/modules/mavlink,0.3338187342855406,0.046298067189019375,3
Global Position,bidirectional,src/modules/events,0.30795957894855064,0.04271160307457825,4
Global Position,bidirectional,src/modules/vtol_att_control,0.30646247154203415,0.0425039658985389,5
Global Position,bidirectional,src/modules/load_mon,0.29163224252570813,0.040447128253114556,6
Global Position,bidirectional,src/modules/sensors,0.2741503360062722,0.038022523521563815,7
Global Position,bidirectional,src/modules/mc_att_control,0.2456750049182353,0.0340732161384263,8
Global Position,bidirectional,src/modules/fw_att_control,0.23586586246888466,0.03271276422383054,9
Global Position,bidirectional,src/modules/fw_pos_control_l1,0.21395667204192076,0.029674129580943957,10
Global Position,bidirectional,src/modules/mc_pos_control,0.21395667204192076,0.029674129580943957,10
Global Position,bidirectional,src/modules/gnd_att_control,0.18388218977357415,0.025503032342453245,11
Global Position,bidirectional,src/examples/rover_steering_control,0.16983029197142901,0.023554143194666644,12
Global Position,bidirectional,src/modules/gnd_pos_control,0.16046673677620596,0.02225549077336272,13
Global Position,bidirectional,src/modules/land_detector,0.15205488655844354,0.0210888324448556,14
Global Position,bidirectional,src/examples/fixedwing_control,0.1411818527523626,0.019580827057501225,15
Global Position,bidirectional,src/drivers/vmount,0.12977594881178675,0.017998916718878398,16
Global Position,bidirectional,src/modules/position_estimator_inav,0.12848075689199837,0.017819283653486253,17
Global Position,bidirectional,src/modules/navigator,0.1230973470794276,0.01707264650101526,18
Global Position,bidirectional,src/drivers/telemetry,0.12237326305360108,0.01697222166731034,19
Global Position,bidirectional,src/modules/landing_target_estimator,0.09080979762378316,0.012594614022503876,20
Global Position,bidirectional,src/modules/wind_estimator,0.09080979762378316,0.012594614022503876,20
Global Position,bidirectional,src/drivers/camera_trigger,0.08258396173890879,0.011453754438038498,21
Global Position,bidirectional,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.08173784481491317,0.011336404588633678,22
Global Position,bidirectional,src/examples/uuv_example_app,0.06792067522279112,0.009420070421507663,23
Global Position,bidirectional,src/drivers/mkblctrl,0.06654822770241936,0.009229722604008533,24
Global Position,bidirectional,src/drivers/px4io,0.06654822770241936,0.009229722604008533,24
Global Position,bidirectional,src/platforms/qurt/fc_addon/uart_esc,0.06654822770241936,0.009229722604008533,24
Global Position,bidirectional,src/platforms/posix/drivers/df_ltc2946_wrapper,0.05964832744343514,0.008272759998324658,25
Global Position,bidirectional,src/modules/simulator,0.05058349942533314,0.0070155387176280394,26
Global Position,bidirectional,src/examples/hwtest,0.04445871033094133,0.006166078013699513,27
Global Position,bidirectional,src/examples/px4_simple_app,0.02346196489184979,0.0032539924078081504,28
Global Position,bidirectional,src/modules/attitude_estimator_q,0.02346196489184979,0.0032539924078081504,28
Global Position,bidirectional,src/drivers/linux_pwm_out,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/drivers/pwm_out_sim,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/drivers/px4fmu,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/drivers/snapdragon_pwm_out,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/drivers/tap_esc,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/modules/uavcan,0.022089517371478035,0.0030636445903090203,29
Global Position,bidirectional,src/drivers/blinkm,0.01632733642284249,0.002264474821463691,30
Global Position,bidirectional,src/modules/gpio_led,0.01632733642284249,0.002264474821463691,30
Global Position,bidirectional,src/modules/sdlog2,0.015236129006975418,0.0021131328233427718,31
Global Position,bidirectional,src/platforms/qurt/tests/muorb,0.015236129006975418,0.0021131328233427718,31
Global Position,bidirectional,src/templates/module,0.015236129006975418,0.0021131328233427718,31
Global Position,bidirectional,src/drivers/batt_smbus,0.015189617112493812,0.002106681984625146,32
Global Position,bidirectional,src/modules/syslink,0.015189617112493812,0.002106681984625146,32
Global Position,bidirectional,src/modules/camera_feedback,0.008225835884874372,0.0011408595844653784,33
Global Position,bidirectional,src/modules/replay,0.008225835884874372,0.0011408595844653784,33
Global Position,bidirectional,src/modules/logger,0.0011377193103486811,0.00015779283683854534,34
Global Position,bidirectional,src/drivers/distance_sensor,0.0005345980526024888,7.414460009706242e-05,35
Global Position,bidirectional,src/drivers/px4flow,0.0005345980526024888,7.414460009706242e-05,35
Global Position,bidirectional,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0005345980526024888,7.414460009706242e-05,35
Global Position,bidirectional,src/platforms/posix/drivers/df_isl29501_wrapper,0.0005345980526024888,7.414460009706242e-05,35
Global Position,bidirectional,src/platforms/posix/drivers/df_trone_wrapper,0.0005345980526024888,7.414460009706242e-05,35
Mechanical/Electrical,bidirectional,src/modules/ekf2,0.5768417259308319,0.07693918621956557,1
Mechanical/Electrical,bidirectional,src/modules/commander,0.4181318614102908,0.05577045436071224,2
Mechanical/Electrical,bidirectional,src/modules/mavlink,0.4088375823667074,0.054530782828704154,3
Mechanical/Electrical,bidirectional,src/modules/vtol_att_control,0.3680186887489807,0.04908635619284825,4
Mechanical/Electrical,bidirectional,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.3270374641605358,0.043620277841757746,5
Mechanical/Electrical,bidirectional,src/modules/sensors,0.31575868451307293,0.04211591349255037,6
Mechanical/Electrical,bidirectional,src/modules/land_detector,0.31081112388675,0.04145600754045062,7
Mechanical/Electrical,bidirectional,src/drivers/mkblctrl,0.3018784436569061,0.04026456608129688,8
Mechanical/Electrical,bidirectional,src/drivers/px4io,0.3018784436569061,0.04026456608129688,8
Mechanical/Electrical,bidirectional,src/platforms/qurt/fc_addon/uart_esc,0.3018784436569061,0.04026456608129688,8
Mechanical/Electrical,bidirectional,src/examples/uuv_example_app,0.28194191750293995,0.03760543095050163,9
Mechanical/Electrical,bidirectional,src/platforms/posix/drivers/df_ltc2946_wrapper,0.21685280292572137,0.028923840694106504,10
Mechanical/Electrical,bidirectional,src/examples/hwtest,0.19169378242209165,0.02556812893364564,11
Mechanical/Electrical,bidirectional,src/modules/mc_att_control,0.18894888658422604,0.025202014551607723,12
Mechanical/Electrical,bidirectional,src/modules/position_estimator_inav,0.1806298602289749,0.024092422285411485,13
Mechanical/Electrical,bidirectional,src/modules/fw_att_control,0.16679048732039847,0.022246525843615854,14
Mechanical/Electrical,bidirectional,src/drivers/telemetry,0.16602208188408865,0.022144035877480053,15
Mechanical/Electrical,bidirectional,src/modules/simulator,0.1513178677886068,0.02018278686297951,16
Mechanical/Electrical,bidirectional,src/modules/gnd_att_control,0.12449923538983196,0.016605715962025244,17
Mechanical/Electrical,bidirectional,src/modules/fw_pos_control_l1,0.1136519442839512,0.015158903582032349,18
Mechanical/Electrical,bidirectional,src/modules/mc_pos_control,0.1136519442839512,0.015158903582032349,18
Mechanical/Electrical,bidirectional,src/drivers/linux_pwm_out,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/drivers/pwm_out_sim,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/drivers/px4fmu,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/drivers/snapdragon_pwm_out,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/drivers/tap_esc,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/modules/uavcan,0.11018466123481442,0.01469643714765124,19
Mechanical/Electrical,bidirectional,src/examples/rover_steering_control,0.09965452782226795,0.013291927281036755,20
Mechanical/Electrical,bidirectional,src/modules/navigator,0.09144380201478668,0.012196780148813965,21
Mechanical/Electrical,bidirectional,src/modules/landing_target_estimator,0.09138116861830564,0.012188426102393967,22
Mechanical/Electrical,bidirectional,src/modules/wind_estimator,0.09138116861830564,0.012188426102393967,22
Mechanical/Electrical,bidirectional,src/examples/px4_simple_app,0.0902481350808483,0.012037302016855992,23
Mechanical/Electrical,bidirectional,src/modules/attitude_estimator_q,0.0902481350808483,0.012037302016855992,23
Mechanical/Electrical,bidirectional,src/examples/fixedwing_control,0.08550973018423387,0.011405293269333395,24
Mechanical/Electrical,bidirectional,src/modules/events,0.08367054387967143,0.011159982482651206,25
Mechanical/Electrical,bidirectional,src/drivers/vmount,0.06077417857768337,0.008106063817391382,26
Mechanical/Electrical,bidirectional,src/modules/gnd_pos_control,0.058259659631441474,0.0077706771198612365,27
Mechanical/Electrical,bidirectional,src/modules/load_mon,0.058197210439975965,0.007762347642717965,28
Mechanical/Electrical,bidirectional,src/drivers/camera_trigger,0.050300613363544903,0.0067090990206908245,29
Mechanical/Electrical,bidirectional,src/modules/sdlog2,0.04916757982608755,0.006557974935152849,30
Mechanical/Electrical,bidirectional,src/platforms/qurt/tests/muorb,0.04916757982608755,0.006557974935152849,30
Mechanical/Electrical,bidirectional,src/templates/module,0.04916757982608755,0.006557974935152849,30
Mechanical/Electrical,bidirectional,src/modules/camera_feedback,0.041080555254760745,0.0054793270817031425,31
Mechanical/Electrical,bidirectional,src/modules/replay,0.041080555254760745,0.0054793270817031425,31
Mechanical/Electrical,bidirectional,src/drivers/blinkm,0.025473333439695465,0.00339763483993324,32
Mechanical/Electrical,bidirectional,src/modules/gpio_led,0.025473333439695465,0.00339763483993324,32
Mechanical/Electrical,bidirectional,src/drivers/batt_smbus,0.025159020503629732,0.0033557117604608657,33
Mechanical/Electrical,bidirectional,src/modules/syslink,0.025159020503629732,0.0033557117604608657,33
Mechanical/Electrical,bidirectional,src/drivers/distance_sensor,0.005375869369578689,0.0007170337996105176,34
Mechanical/Electrical,bidirectional,src/drivers/px4flow,0.005375869369578689,0.0007170337996105176,34
Mechanical/Electrical,bidirectional,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.005375869369578689,0.0007170337996105176,34
Mechanical/Electrical,bidirectional,src/platforms/posix/drivers/df_isl29501_wrapper,0.005375869369578689,0.0007170337996105176,34
Mechanical/Electrical,bidirectional,src/platforms/posix/drivers/df_trone_wrapper,0.005375869369578689,0.0007170337996105176,34
Mechanical/Electrical,bidirectional,src/modules/logger,0.00031431293606573124,4.192307947237409e-05,35
all,bidirectional,src/modules/ekf2,1.1963846595085101,0.17385746032443167,1
all,bidirectional,src/modules/commander,0.7828045044747136,0.1137563926424876,2
all,bidirectional,src/modules/mavlink,0.37342509352198977,0.054265773023048955,3
all,bidirectional,src/modules/vtol_att_control,0.3016389509413002,0.0438338802899096,4
all,bidirectional,src/modules/position_estimator_inav,0.2279343462646134,0.03312319850252427,5
all,bidirectional,src/modules/land_detector,0.2261292171097323,0.03286087888154707,6
all,bidirectional,src/modules/sensors,0.21716567232744266,0.031558305232706245,7
all,bidirectional,src/modules/mc_att_control,0.18103112543020694,0.0263072678647511,8
all,bidirectional,src/modules/fw_pos_control_l1,0.1731685978276362,0.025164692966410915,9
all,bidirectional,src/modules/mc_pos_control,0.1731685978276362,0.025164692966410915,9
all,bidirectional,src/drivers/telemetry,0.1663130716539409,0.024168454540689232,10
all,bidirectional,src/modules/fw_att_control,0.1618580786908194,0.023521059276820078,11
all,bidirectional,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.15060407481959973,0.0218856383309051,12
all,bidirectional,src/modules/navigator,0.14466435951916357,0.021022484654554696,13
all,bidirectional,src/drivers/mkblctrl,0.13581780999671336,0.01973691264359348,14
all,bidirectional,src/drivers/px4io,0.13581780999671336,0.01973691264359348,14
all,bidirectional,src/platforms/qurt/fc_addon/uart_esc,0.13581780999671336,0.01973691264359348,14
all,bidirectional,src/modules/simulator,0.12915297926495783,0.018768385894854273,15
all,bidirectional,src/modules/landing_target_estimator,0.12760309323111224,0.01854315795708767,16
all,bidirectional,src/modules/wind_estimator,0.12760309323111224,0.01854315795708767,16
all,bidirectional,src/modules/events,0.12026544710928876,0.017476858327314982,17
all,bidirectional,src/examples/uuv_example_app,0.11784451062180765,0.017125050181017683,18
all,bidirectional,src/drivers/camera_trigger,0.11213326952169199,0.01629509815423849,19
all,bidirectional,src/modules/load_mon,0.10379442535076223,0.015083305393376259,20
all,bidirectional,src/modules/gnd_att_control,0.10114442551100525,0.014698209982516034,21
all,bidirectional,src/platforms/posix/drivers/df_ltc2946_wrapper,0.09492199507097163,0.013793972415817288,22
all,bidirectional,src/examples/rover_steering_control,0.08804291762375906,0.012794311541831513,23
all,bidirectional,src/examples/fixedwing_control,0.08020837504533175,0.01165580340010345,24
all,bidirectional,src/examples/hwtest,0.08013573024808526,0.011645246728505665,25
all,bidirectional,src/modules/gnd_pos_control,0.07088833697869865,0.010301424492355233,26
all,bidirectional,src/drivers/vmount,0.05743119949829577,0.008345846303530318,27
all,bidirectional,src/drivers/linux_pwm_out,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/drivers/pwm_out_sim,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/drivers/px4fmu,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/drivers/snapdragon_pwm_out,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/drivers/tap_esc,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/modules/uavcan,0.055682079748628106,0.008091665915087814,28
all,bidirectional,src/examples/px4_simple_app,0.037708780373722384,0.005479803452512017,29
all,bidirectional,src/modules/attitude_estimator_q,0.037708780373722384,0.005479803452512017,29
all,bidirectional,src/modules/sdlog2,0.022238956664302135,0.0032317436496628374,30
all,bidirectional,src/platforms/qurt/tests/muorb,0.022238956664302135,0.0032317436496628374,30
all,bidirectional,src/templates/module,0.022238956664302135,0.0032317436496628374,30
all,bidirectional,src/drivers/blinkm,0.016471021758526525,0.0023935529339387243,31
all,bidirectional,src/modules/gpio_led,0.016471021758526525,0.0023935529339387243,31
all,bidirectional,src/modules/camera_feedback,0.01546982370942025,0.0022480598028491792,32
all,bidirectional,src/modules/replay,0.01546982370942025,0.0022480598028491792,32
all,bidirectional,src/drivers/batt_smbus,0.014786264822886362,0.0021487256873116227,33
all,bidirectional,src/modules/syslink,0.014786264822886362,0.0021487256873116227,33
all,bidirectional,src/drivers/distance_sensor,0.0030263295543435666,0.00043978328060399123,34
all,bidirectional,src/drivers/px4flow,0.0030263295543435666,0.00043978328060399123,34
all,bidirectional,src/platforms/posix/drivers/df_bebop_rangefinder_wrapper,0.0030263295543435666,0.00043978328060399123,34
all,bidirectional,src/platforms/posix/drivers/df_isl29501_wrapper,0.0030263295543435666,0.00043978328060399123,34
all,bidirectional,src/platforms/posix/drivers/df_trone_wrapper,0.0030263295543435666,0.00043978328060399123,34
all,bidirectional,src/modules/logger,0.0016847569356401625,0.0002448272466271013,35
