method,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,weighted_f1_mean,weighted_f1_std,anomaly_only_accuracy_mean,anomaly_only_accuracy_std,anomaly_only_macro_f1_mean,anomaly_only_macro_f1_std,anomaly_only_balanced_accuracy_mean,anomaly_only_balanced_accuracy_std,anomaly_only_macro_precision_mean,anomaly_only_macro_precision_std,anomaly_only_macro_recall_mean,anomaly_only_macro_recall_std,anomaly_only_weighted_f1_mean,anomaly_only_weighted_f1_std
direct_five_class_lightgbm,5,0.9454970499833018,0.0005668106253189889,0.602369070549936,0.0048744993751138966,0.5733234914821514,0.004322398716719925,0.6820879622904912,0.011676418273500286,0.5733234914821514,0.004322398716719925,0.9407622671006826,0.0004349995716100552,0.5006410256410256,0.004546878512535595,0.596792970790006,0.006011412706890173,0.4719779676545196,0.00553102675362782,0.9276969249357672,0.008054622013256294,0.4719779676545196,0.00553102675362782,0.6168796401479228,0.00391509034729367
