method,seed,accuracy,macro_f1,balanced_accuracy,macro_precision,macro_recall,weighted_f1,anomaly_only_accuracy,anomaly_only_macro_f1,anomaly_only_balanced_accuracy,anomaly_only_macro_precision,anomaly_only_macro_recall,anomaly_only_weighted_f1
direct_five_class_lightgbm,0,0.9451185572748525,0.5961783738983449,0.5678993246697716,0.6793907752780938,0.5678993246697716,0.9401606510098286,0.49599358974358976,0.5895950425265856,0.46521271308090406,0.9286735542102289,0.46521271308090406,0.6118141171793389
direct_five_class_lightgbm,1,0.9453968607369476,0.6047850858550886,0.5767777763169413,0.6745227620103215,0.5767777763169413,0.940928640411859,0.5024038461538461,0.6027698287119214,0.47635563946544324,0.924422952653762,0.47635563946544324,0.621142323376638
direct_five_class_lightgbm,2,0.9457308248914617,0.5983718791051484,0.5718646696511109,0.6760743184718084,0.5718646696511109,0.9408180130066083,0.5024038461538461,0.5914175653791602,0.470124532482001,0.9227454863957325,0.470124532482001,0.6146866142232082
direct_five_class_lightgbm,3,0.9463430925080708,0.6077883984248207,0.571476053997799,0.7027205645817155,0.571476053997799,0.9413342196486931,0.49599358974358976,0.5983074486599722,0.4693546380200387,0.9412471880461487,0.4693546380200387,0.6163546085453223
direct_five_class_lightgbm,4,0.9448959145051764,0.6047216154662778,0.5785996327751339,0.6777313911105167,0.5785996327751339,0.9405698114264242,0.5064102564102564,0.601874968672391,0.47884231522421117,0.9213954433729639,0.47884231522421117,0.6204005374151074
