method,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,weighted_f1_mean,weighted_f1_std,anomaly_only_accuracy_mean,anomaly_only_accuracy_std,anomaly_only_macro_f1_mean,anomaly_only_macro_f1_std,anomaly_only_balanced_accuracy_mean,anomaly_only_balanced_accuracy_std,anomaly_only_macro_precision_mean,anomaly_only_macro_precision_std,anomaly_only_macro_recall_mean,anomaly_only_macro_recall_std,anomaly_only_weighted_f1_mean,anomaly_only_weighted_f1_std
direct_five_class_lightgbm,5,0.9325288470007926,0.0006756178102119366,0.6599069903898498,0.0028548585826736086,0.614363802163526,0.0021016163674637918,0.7435328937219058,0.00637782437833631,0.614363802163526,0.0021016163674637918,0.928656851632765,0.0006011117201207597,0.6015546918378678,0.0028407278716904992,0.6669025992699105,0.0025650091601378214,0.5250368684741813,0.0026298072990795216,0.9739752744149237,0.004237691695965636,0.5250368684741813,0.0026298072990795216,0.7270858299051504,0.002621537555660379
