method,fault_runs,detected_runs,detector_recall,top1,top3,top5,mrr,normal_false_alarm_runs,normal_runs,normal_false_alarm_rate,fault_pre_onset_alarm_runs,clean_fault_only_detected_runs
paired_residual,12,10,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.5833333333333334,1,12,0.08333333333333333,0,9
residual_gate_original_shap,12,10,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.26165824915824915,1,12,0.08333333333333333,0,9
original_stage1_original_shap,12,10,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2687212823725981,10,12,0.8333333333333334,0,0
