feature_index,feature,descriptor,channel,topic
632,q50__ekf2_innovations.output_tracking_error[0],q50,ekf2_innovations.output_tracking_error[0],ekf2_innovations
633,q50__ekf2_innovations.output_tracking_error[1],q50,ekf2_innovations.output_tracking_error[1],ekf2_innovations
634,q50__ekf2_innovations.output_tracking_error[2],q50,ekf2_innovations.output_tracking_error[2],ekf2_innovations
635,q50__ekf2_innovations.vel_pos_innov[3],q50,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
636,q50__ekf2_innovations.vel_pos_innov[4],q50,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
637,q50__ekf2_innovations.vel_pos_innov[5],q50,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
638,q50__estimator_status.hagl_test_ratio,q50,estimator_status.hagl_test_ratio,estimator_status
639,q50__estimator_status.hgt_test_ratio,q50,estimator_status.hgt_test_ratio,estimator_status
640,q50__estimator_status.mag_test_ratio,q50,estimator_status.mag_test_ratio,estimator_status
641,q50__estimator_status.pos_horiz_accuracy,q50,estimator_status.pos_horiz_accuracy,estimator_status
642,q50__estimator_status.pos_test_ratio,q50,estimator_status.pos_test_ratio,estimator_status
643,q50__estimator_status.pos_vert_accuracy,q50,estimator_status.pos_vert_accuracy,estimator_status
644,q50__estimator_status.vibe[0],q50,estimator_status.vibe[0],estimator_status
645,q50__estimator_status.vibe[1],q50,estimator_status.vibe[1],estimator_status
646,q50__estimator_status.vibe[2],q50,estimator_status.vibe[2],estimator_status
647,q50__manual_control_setpoint.r,q50,manual_control_setpoint.r,manual_control_setpoint
648,q50__manual_control_setpoint.x,q50,manual_control_setpoint.x,manual_control_setpoint
649,q50__manual_control_setpoint.y,q50,manual_control_setpoint.y,manual_control_setpoint
650,q50__manual_control_setpoint.z,q50,manual_control_setpoint.z,manual_control_setpoint
651,q50__rate_ctrl_status.pitchspeed_integ,q50,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
652,q50__rate_ctrl_status.rollspeed_integ,q50,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
653,q50__rate_ctrl_status.yawspeed_integ,q50,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
654,q50__sensor_combined.accelerometer_m_s2[0],q50,sensor_combined.accelerometer_m_s2[0],sensor_combined
655,q50__sensor_combined.accelerometer_m_s2[1],q50,sensor_combined.accelerometer_m_s2[1],sensor_combined
656,q50__sensor_combined.accelerometer_m_s2[2],q50,sensor_combined.accelerometer_m_s2[2],sensor_combined
657,q50__sensor_combined.gyro_rad[0],q50,sensor_combined.gyro_rad[0],sensor_combined
658,q50__sensor_combined.gyro_rad[1],q50,sensor_combined.gyro_rad[1],sensor_combined
659,q50__sensor_combined.gyro_rad[2],q50,sensor_combined.gyro_rad[2],sensor_combined
660,q50__sensor_preflight.accel_inconsistency_m_s_s,q50,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
661,q50__sensor_preflight.gyro_inconsistency_rad_s,q50,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
662,q50__vehicle_attitude.pitchspeed,q50,vehicle_attitude.pitchspeed,vehicle_attitude
663,q50__vehicle_attitude.q[0],q50,vehicle_attitude.q[0],vehicle_attitude
664,q50__vehicle_attitude.q[1],q50,vehicle_attitude.q[1],vehicle_attitude
665,q50__vehicle_attitude.q[2],q50,vehicle_attitude.q[2],vehicle_attitude
666,q50__vehicle_attitude.q[3],q50,vehicle_attitude.q[3],vehicle_attitude
667,q50__vehicle_attitude.rollspeed,q50,vehicle_attitude.rollspeed,vehicle_attitude
668,q50__vehicle_attitude.yawspeed,q50,vehicle_attitude.yawspeed,vehicle_attitude
669,q50__vehicle_attitude_setpoint.pitch_body,q50,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
670,q50__vehicle_attitude_setpoint.roll_body,q50,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
671,q50__vehicle_attitude_setpoint.yaw_body,q50,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
672,q50__vehicle_land_detected.ground_contact,q50,vehicle_land_detected.ground_contact,vehicle_land_detected
673,q50__vehicle_land_detected.landed,q50,vehicle_land_detected.landed,vehicle_land_detected
674,q50__vehicle_land_detected.maybe_landed,q50,vehicle_land_detected.maybe_landed,vehicle_land_detected
675,q50__vehicle_local_position.ax,q50,vehicle_local_position.ax,vehicle_local_position
676,q50__vehicle_local_position.ay,q50,vehicle_local_position.ay,vehicle_local_position
677,q50__vehicle_local_position.az,q50,vehicle_local_position.az,vehicle_local_position
678,q50__vehicle_local_position.dist_bottom,q50,vehicle_local_position.dist_bottom,vehicle_local_position
679,q50__vehicle_local_position.dist_bottom_rate,q50,vehicle_local_position.dist_bottom_rate,vehicle_local_position
680,q50__vehicle_local_position.eph,q50,vehicle_local_position.eph,vehicle_local_position
681,q50__vehicle_local_position.epv,q50,vehicle_local_position.epv,vehicle_local_position
682,q50__vehicle_local_position.vx,q50,vehicle_local_position.vx,vehicle_local_position
683,q50__vehicle_local_position.vy,q50,vehicle_local_position.vy,vehicle_local_position
684,q50__vehicle_local_position.vz,q50,vehicle_local_position.vz,vehicle_local_position
685,q50__vehicle_local_position.x,q50,vehicle_local_position.x,vehicle_local_position
686,q50__vehicle_local_position.y,q50,vehicle_local_position.y,vehicle_local_position
687,q50__vehicle_local_position.z,q50,vehicle_local_position.z,vehicle_local_position
688,q50__vehicle_rates_setpoint.pitch,q50,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
689,q50__vehicle_rates_setpoint.roll,q50,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
690,q50__vehicle_rates_setpoint.yaw,q50,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
691,q50__vehicle_status.arming_state,q50,vehicle_status.arming_state,vehicle_status
692,q50__vehicle_status.nav_state,q50,vehicle_status.nav_state,vehicle_status
693,q50__vehicle_vision_position.x,q50,vehicle_vision_position.x,vehicle_vision_position
694,q50__vehicle_vision_position.y,q50,vehicle_vision_position.y,vehicle_vision_position
695,q50__vehicle_vision_position.z,q50,vehicle_vision_position.z,vehicle_vision_position
696,q75__actuator_controls_0.control[0],q75,actuator_controls_0.control[0],actuator_controls_0
697,q75__actuator_controls_0.control[1],q75,actuator_controls_0.control[1],actuator_controls_0
698,q75__actuator_controls_0.control[2],q75,actuator_controls_0.control[2],actuator_controls_0
699,q75__actuator_controls_0.control[3],q75,actuator_controls_0.control[3],actuator_controls_0
700,q75__actuator_outputs.output[0],q75,actuator_outputs.output[0],actuator_outputs
701,q75__actuator_outputs.output[1],q75,actuator_outputs.output[1],actuator_outputs
702,q75__actuator_outputs.output[2],q75,actuator_outputs.output[2],actuator_outputs
703,q75__actuator_outputs.output[3],q75,actuator_outputs.output[3],actuator_outputs
704,q75__actuator_outputs.output[4],q75,actuator_outputs.output[4],actuator_outputs
705,q75__actuator_outputs.output[5],q75,actuator_outputs.output[5],actuator_outputs
706,q75__actuator_outputs.output[6],q75,actuator_outputs.output[6],actuator_outputs
707,q75__actuator_outputs.output[7],q75,actuator_outputs.output[7],actuator_outputs
708,q75__battery_status.current_a,q75,battery_status.current_a,battery_status
709,q75__battery_status.current_filtered_a,q75,battery_status.current_filtered_a,battery_status
710,q75__battery_status.discharged_mah,q75,battery_status.discharged_mah,battery_status
711,q75__battery_status.remaining,q75,battery_status.remaining,battery_status
712,q75__battery_status.voltage_filtered_v,q75,battery_status.voltage_filtered_v,battery_status
713,q75__battery_status.voltage_v,q75,battery_status.voltage_v,battery_status
714,q75__cpuload.load,q75,cpuload.load,cpuload
715,q75__cpuload.ram_usage,q75,cpuload.ram_usage,cpuload
716,q75__distance_sensor.current_distance,q75,distance_sensor.current_distance,distance_sensor
717,q75__ekf2_innovations.hagl_innov,q75,ekf2_innovations.hagl_innov,ekf2_innovations
718,q75__ekf2_innovations.heading_innov,q75,ekf2_innovations.heading_innov,ekf2_innovations
719,q75__ekf2_innovations.output_tracking_error[0],q75,ekf2_innovations.output_tracking_error[0],ekf2_innovations
720,q75__ekf2_innovations.output_tracking_error[1],q75,ekf2_innovations.output_tracking_error[1],ekf2_innovations
721,q75__ekf2_innovations.output_tracking_error[2],q75,ekf2_innovations.output_tracking_error[2],ekf2_innovations
722,q75__ekf2_innovations.vel_pos_innov[3],q75,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
723,q75__ekf2_innovations.vel_pos_innov[4],q75,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
724,q75__ekf2_innovations.vel_pos_innov[5],q75,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
725,q75__estimator_status.hagl_test_ratio,q75,estimator_status.hagl_test_ratio,estimator_status
726,q75__estimator_status.hgt_test_ratio,q75,estimator_status.hgt_test_ratio,estimator_status
727,q75__estimator_status.mag_test_ratio,q75,estimator_status.mag_test_ratio,estimator_status
728,q75__estimator_status.pos_horiz_accuracy,q75,estimator_status.pos_horiz_accuracy,estimator_status
729,q75__estimator_status.pos_test_ratio,q75,estimator_status.pos_test_ratio,estimator_status
730,q75__estimator_status.pos_vert_accuracy,q75,estimator_status.pos_vert_accuracy,estimator_status
731,q75__estimator_status.vibe[0],q75,estimator_status.vibe[0],estimator_status
732,q75__estimator_status.vibe[1],q75,estimator_status.vibe[1],estimator_status
733,q75__estimator_status.vibe[2],q75,estimator_status.vibe[2],estimator_status
734,q75__manual_control_setpoint.r,q75,manual_control_setpoint.r,manual_control_setpoint
735,q75__manual_control_setpoint.x,q75,manual_control_setpoint.x,manual_control_setpoint
736,q75__manual_control_setpoint.y,q75,manual_control_setpoint.y,manual_control_setpoint
737,q75__manual_control_setpoint.z,q75,manual_control_setpoint.z,manual_control_setpoint
738,q75__rate_ctrl_status.pitchspeed_integ,q75,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
739,q75__rate_ctrl_status.rollspeed_integ,q75,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
740,q75__rate_ctrl_status.yawspeed_integ,q75,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
741,q75__sensor_combined.accelerometer_m_s2[0],q75,sensor_combined.accelerometer_m_s2[0],sensor_combined
742,q75__sensor_combined.accelerometer_m_s2[1],q75,sensor_combined.accelerometer_m_s2[1],sensor_combined
743,q75__sensor_combined.accelerometer_m_s2[2],q75,sensor_combined.accelerometer_m_s2[2],sensor_combined
744,q75__sensor_combined.gyro_rad[0],q75,sensor_combined.gyro_rad[0],sensor_combined
745,q75__sensor_combined.gyro_rad[1],q75,sensor_combined.gyro_rad[1],sensor_combined
746,q75__sensor_combined.gyro_rad[2],q75,sensor_combined.gyro_rad[2],sensor_combined
747,q75__sensor_preflight.accel_inconsistency_m_s_s,q75,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
748,q75__sensor_preflight.gyro_inconsistency_rad_s,q75,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
749,q75__vehicle_attitude.pitchspeed,q75,vehicle_attitude.pitchspeed,vehicle_attitude
750,q75__vehicle_attitude.q[0],q75,vehicle_attitude.q[0],vehicle_attitude
751,q75__vehicle_attitude.q[1],q75,vehicle_attitude.q[1],vehicle_attitude
752,q75__vehicle_attitude.q[2],q75,vehicle_attitude.q[2],vehicle_attitude
753,q75__vehicle_attitude.q[3],q75,vehicle_attitude.q[3],vehicle_attitude
754,q75__vehicle_attitude.rollspeed,q75,vehicle_attitude.rollspeed,vehicle_attitude
755,q75__vehicle_attitude.yawspeed,q75,vehicle_attitude.yawspeed,vehicle_attitude
756,q75__vehicle_attitude_setpoint.pitch_body,q75,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
757,q75__vehicle_attitude_setpoint.roll_body,q75,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
758,q75__vehicle_attitude_setpoint.yaw_body,q75,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
759,q75__vehicle_land_detected.ground_contact,q75,vehicle_land_detected.ground_contact,vehicle_land_detected
760,q75__vehicle_land_detected.landed,q75,vehicle_land_detected.landed,vehicle_land_detected
761,q75__vehicle_land_detected.maybe_landed,q75,vehicle_land_detected.maybe_landed,vehicle_land_detected
762,q75__vehicle_local_position.ax,q75,vehicle_local_position.ax,vehicle_local_position
763,q75__vehicle_local_position.ay,q75,vehicle_local_position.ay,vehicle_local_position
764,q75__vehicle_local_position.az,q75,vehicle_local_position.az,vehicle_local_position
765,q75__vehicle_local_position.dist_bottom,q75,vehicle_local_position.dist_bottom,vehicle_local_position
766,q75__vehicle_local_position.dist_bottom_rate,q75,vehicle_local_position.dist_bottom_rate,vehicle_local_position
767,q75__vehicle_local_position.eph,q75,vehicle_local_position.eph,vehicle_local_position
768,q75__vehicle_local_position.epv,q75,vehicle_local_position.epv,vehicle_local_position
769,q75__vehicle_local_position.vx,q75,vehicle_local_position.vx,vehicle_local_position
770,q75__vehicle_local_position.vy,q75,vehicle_local_position.vy,vehicle_local_position
771,q75__vehicle_local_position.vz,q75,vehicle_local_position.vz,vehicle_local_position
772,q75__vehicle_local_position.x,q75,vehicle_local_position.x,vehicle_local_position
773,q75__vehicle_local_position.y,q75,vehicle_local_position.y,vehicle_local_position
774,q75__vehicle_local_position.z,q75,vehicle_local_position.z,vehicle_local_position
775,q75__vehicle_rates_setpoint.pitch,q75,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
776,q75__vehicle_rates_setpoint.roll,q75,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
777,q75__vehicle_rates_setpoint.yaw,q75,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
778,q75__vehicle_status.arming_state,q75,vehicle_status.arming_state,vehicle_status
779,q75__vehicle_status.nav_state,q75,vehicle_status.nav_state,vehicle_status
780,q75__vehicle_vision_position.x,q75,vehicle_vision_position.x,vehicle_vision_position
781,q75__vehicle_vision_position.y,q75,vehicle_vision_position.y,vehicle_vision_position
782,q75__vehicle_vision_position.z,q75,vehicle_vision_position.z,vehicle_vision_position
783,q90__actuator_controls_0.control[0],q90,actuator_controls_0.control[0],actuator_controls_0
784,q90__actuator_controls_0.control[1],q90,actuator_controls_0.control[1],actuator_controls_0
785,q90__actuator_controls_0.control[2],q90,actuator_controls_0.control[2],actuator_controls_0
786,q90__actuator_controls_0.control[3],q90,actuator_controls_0.control[3],actuator_controls_0
787,q90__actuator_outputs.output[0],q90,actuator_outputs.output[0],actuator_outputs
788,q90__actuator_outputs.output[1],q90,actuator_outputs.output[1],actuator_outputs
789,q90__actuator_outputs.output[2],q90,actuator_outputs.output[2],actuator_outputs
790,q90__actuator_outputs.output[3],q90,actuator_outputs.output[3],actuator_outputs
791,q90__actuator_outputs.output[4],q90,actuator_outputs.output[4],actuator_outputs
792,q90__actuator_outputs.output[5],q90,actuator_outputs.output[5],actuator_outputs
793,q90__actuator_outputs.output[6],q90,actuator_outputs.output[6],actuator_outputs
794,q90__actuator_outputs.output[7],q90,actuator_outputs.output[7],actuator_outputs
795,q90__battery_status.current_a,q90,battery_status.current_a,battery_status
796,q90__battery_status.current_filtered_a,q90,battery_status.current_filtered_a,battery_status
797,q90__battery_status.discharged_mah,q90,battery_status.discharged_mah,battery_status
798,q90__battery_status.remaining,q90,battery_status.remaining,battery_status
799,q90__battery_status.voltage_filtered_v,q90,battery_status.voltage_filtered_v,battery_status
800,q90__battery_status.voltage_v,q90,battery_status.voltage_v,battery_status
801,q90__cpuload.load,q90,cpuload.load,cpuload
802,q90__cpuload.ram_usage,q90,cpuload.ram_usage,cpuload
803,q90__distance_sensor.current_distance,q90,distance_sensor.current_distance,distance_sensor
804,q90__ekf2_innovations.hagl_innov,q90,ekf2_innovations.hagl_innov,ekf2_innovations
805,q90__ekf2_innovations.heading_innov,q90,ekf2_innovations.heading_innov,ekf2_innovations
806,q90__ekf2_innovations.output_tracking_error[0],q90,ekf2_innovations.output_tracking_error[0],ekf2_innovations
807,q90__ekf2_innovations.output_tracking_error[1],q90,ekf2_innovations.output_tracking_error[1],ekf2_innovations
808,q90__ekf2_innovations.output_tracking_error[2],q90,ekf2_innovations.output_tracking_error[2],ekf2_innovations
809,q90__ekf2_innovations.vel_pos_innov[3],q90,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
810,q90__ekf2_innovations.vel_pos_innov[4],q90,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
811,q90__ekf2_innovations.vel_pos_innov[5],q90,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
812,q90__estimator_status.hagl_test_ratio,q90,estimator_status.hagl_test_ratio,estimator_status
813,q90__estimator_status.hgt_test_ratio,q90,estimator_status.hgt_test_ratio,estimator_status
814,q90__estimator_status.mag_test_ratio,q90,estimator_status.mag_test_ratio,estimator_status
815,q90__estimator_status.pos_horiz_accuracy,q90,estimator_status.pos_horiz_accuracy,estimator_status
816,q90__estimator_status.pos_test_ratio,q90,estimator_status.pos_test_ratio,estimator_status
817,q90__estimator_status.pos_vert_accuracy,q90,estimator_status.pos_vert_accuracy,estimator_status
818,q90__estimator_status.vibe[0],q90,estimator_status.vibe[0],estimator_status
819,q90__estimator_status.vibe[1],q90,estimator_status.vibe[1],estimator_status
820,q90__estimator_status.vibe[2],q90,estimator_status.vibe[2],estimator_status
821,q90__manual_control_setpoint.r,q90,manual_control_setpoint.r,manual_control_setpoint
822,q90__manual_control_setpoint.x,q90,manual_control_setpoint.x,manual_control_setpoint
823,q90__manual_control_setpoint.y,q90,manual_control_setpoint.y,manual_control_setpoint
824,q90__manual_control_setpoint.z,q90,manual_control_setpoint.z,manual_control_setpoint
825,q90__rate_ctrl_status.pitchspeed_integ,q90,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
826,q90__rate_ctrl_status.rollspeed_integ,q90,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
827,q90__rate_ctrl_status.yawspeed_integ,q90,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
828,q90__sensor_combined.accelerometer_m_s2[0],q90,sensor_combined.accelerometer_m_s2[0],sensor_combined
829,q90__sensor_combined.accelerometer_m_s2[1],q90,sensor_combined.accelerometer_m_s2[1],sensor_combined
830,q90__sensor_combined.accelerometer_m_s2[2],q90,sensor_combined.accelerometer_m_s2[2],sensor_combined
831,q90__sensor_combined.gyro_rad[0],q90,sensor_combined.gyro_rad[0],sensor_combined
832,q90__sensor_combined.gyro_rad[1],q90,sensor_combined.gyro_rad[1],sensor_combined
833,q90__sensor_combined.gyro_rad[2],q90,sensor_combined.gyro_rad[2],sensor_combined
834,q90__sensor_preflight.accel_inconsistency_m_s_s,q90,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
835,q90__sensor_preflight.gyro_inconsistency_rad_s,q90,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
836,q90__vehicle_attitude.pitchspeed,q90,vehicle_attitude.pitchspeed,vehicle_attitude
837,q90__vehicle_attitude.q[0],q90,vehicle_attitude.q[0],vehicle_attitude
838,q90__vehicle_attitude.q[1],q90,vehicle_attitude.q[1],vehicle_attitude
839,q90__vehicle_attitude.q[2],q90,vehicle_attitude.q[2],vehicle_attitude
840,q90__vehicle_attitude.q[3],q90,vehicle_attitude.q[3],vehicle_attitude
841,q90__vehicle_attitude.rollspeed,q90,vehicle_attitude.rollspeed,vehicle_attitude
842,q90__vehicle_attitude.yawspeed,q90,vehicle_attitude.yawspeed,vehicle_attitude
843,q90__vehicle_attitude_setpoint.pitch_body,q90,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
844,q90__vehicle_attitude_setpoint.roll_body,q90,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
845,q90__vehicle_attitude_setpoint.yaw_body,q90,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
846,q90__vehicle_land_detected.ground_contact,q90,vehicle_land_detected.ground_contact,vehicle_land_detected
847,q90__vehicle_land_detected.landed,q90,vehicle_land_detected.landed,vehicle_land_detected
848,q90__vehicle_land_detected.maybe_landed,q90,vehicle_land_detected.maybe_landed,vehicle_land_detected
849,q90__vehicle_local_position.ax,q90,vehicle_local_position.ax,vehicle_local_position
850,q90__vehicle_local_position.ay,q90,vehicle_local_position.ay,vehicle_local_position
851,q90__vehicle_local_position.az,q90,vehicle_local_position.az,vehicle_local_position
852,q90__vehicle_local_position.dist_bottom,q90,vehicle_local_position.dist_bottom,vehicle_local_position
853,q90__vehicle_local_position.dist_bottom_rate,q90,vehicle_local_position.dist_bottom_rate,vehicle_local_position
854,q90__vehicle_local_position.eph,q90,vehicle_local_position.eph,vehicle_local_position
855,q90__vehicle_local_position.epv,q90,vehicle_local_position.epv,vehicle_local_position
856,q90__vehicle_local_position.vx,q90,vehicle_local_position.vx,vehicle_local_position
857,q90__vehicle_local_position.vy,q90,vehicle_local_position.vy,vehicle_local_position
858,q90__vehicle_local_position.vz,q90,vehicle_local_position.vz,vehicle_local_position
859,q90__vehicle_local_position.x,q90,vehicle_local_position.x,vehicle_local_position
860,q90__vehicle_local_position.y,q90,vehicle_local_position.y,vehicle_local_position
861,q90__vehicle_local_position.z,q90,vehicle_local_position.z,vehicle_local_position
862,q90__vehicle_rates_setpoint.pitch,q90,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
863,q90__vehicle_rates_setpoint.roll,q90,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
864,q90__vehicle_rates_setpoint.yaw,q90,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
865,q90__vehicle_status.arming_state,q90,vehicle_status.arming_state,vehicle_status
866,q90__vehicle_status.nav_state,q90,vehicle_status.nav_state,vehicle_status
867,q90__vehicle_vision_position.x,q90,vehicle_vision_position.x,vehicle_vision_position
868,q90__vehicle_vision_position.y,q90,vehicle_vision_position.y,vehicle_vision_position
869,q90__vehicle_vision_position.z,q90,vehicle_vision_position.z,vehicle_vision_position
870,start__actuator_controls_0.control[0],start,actuator_controls_0.control[0],actuator_controls_0
871,start__actuator_controls_0.control[1],start,actuator_controls_0.control[1],actuator_controls_0
872,start__actuator_controls_0.control[2],start,actuator_controls_0.control[2],actuator_controls_0
873,start__actuator_controls_0.control[3],start,actuator_controls_0.control[3],actuator_controls_0
874,start__actuator_outputs.output[0],start,actuator_outputs.output[0],actuator_outputs
875,start__actuator_outputs.output[1],start,actuator_outputs.output[1],actuator_outputs
876,start__actuator_outputs.output[2],start,actuator_outputs.output[2],actuator_outputs
877,start__actuator_outputs.output[3],start,actuator_outputs.output[3],actuator_outputs
878,start__actuator_outputs.output[4],start,actuator_outputs.output[4],actuator_outputs
879,start__actuator_outputs.output[5],start,actuator_outputs.output[5],actuator_outputs
880,start__actuator_outputs.output[6],start,actuator_outputs.output[6],actuator_outputs
881,start__actuator_outputs.output[7],start,actuator_outputs.output[7],actuator_outputs
882,start__battery_status.current_a,start,battery_status.current_a,battery_status
883,start__battery_status.current_filtered_a,start,battery_status.current_filtered_a,battery_status
884,start__battery_status.discharged_mah,start,battery_status.discharged_mah,battery_status
885,start__battery_status.remaining,start,battery_status.remaining,battery_status
886,start__battery_status.voltage_filtered_v,start,battery_status.voltage_filtered_v,battery_status
887,start__battery_status.voltage_v,start,battery_status.voltage_v,battery_status
888,start__cpuload.load,start,cpuload.load,cpuload
889,start__cpuload.ram_usage,start,cpuload.ram_usage,cpuload
890,start__distance_sensor.current_distance,start,distance_sensor.current_distance,distance_sensor
891,start__ekf2_innovations.hagl_innov,start,ekf2_innovations.hagl_innov,ekf2_innovations
892,start__ekf2_innovations.heading_innov,start,ekf2_innovations.heading_innov,ekf2_innovations
893,start__ekf2_innovations.output_tracking_error[0],start,ekf2_innovations.output_tracking_error[0],ekf2_innovations
894,start__ekf2_innovations.output_tracking_error[1],start,ekf2_innovations.output_tracking_error[1],ekf2_innovations
895,start__ekf2_innovations.output_tracking_error[2],start,ekf2_innovations.output_tracking_error[2],ekf2_innovations
896,start__ekf2_innovations.vel_pos_innov[3],start,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
897,start__ekf2_innovations.vel_pos_innov[4],start,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
898,start__ekf2_innovations.vel_pos_innov[5],start,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
899,start__estimator_status.hagl_test_ratio,start,estimator_status.hagl_test_ratio,estimator_status
900,start__estimator_status.hgt_test_ratio,start,estimator_status.hgt_test_ratio,estimator_status
901,start__estimator_status.mag_test_ratio,start,estimator_status.mag_test_ratio,estimator_status
902,start__estimator_status.pos_horiz_accuracy,start,estimator_status.pos_horiz_accuracy,estimator_status
903,start__estimator_status.pos_test_ratio,start,estimator_status.pos_test_ratio,estimator_status
904,start__estimator_status.pos_vert_accuracy,start,estimator_status.pos_vert_accuracy,estimator_status
905,start__estimator_status.vibe[0],start,estimator_status.vibe[0],estimator_status
906,start__estimator_status.vibe[1],start,estimator_status.vibe[1],estimator_status
907,start__estimator_status.vibe[2],start,estimator_status.vibe[2],estimator_status
908,start__manual_control_setpoint.r,start,manual_control_setpoint.r,manual_control_setpoint
909,start__manual_control_setpoint.x,start,manual_control_setpoint.x,manual_control_setpoint
910,start__manual_control_setpoint.y,start,manual_control_setpoint.y,manual_control_setpoint
911,start__manual_control_setpoint.z,start,manual_control_setpoint.z,manual_control_setpoint
912,start__rate_ctrl_status.pitchspeed_integ,start,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
913,start__rate_ctrl_status.rollspeed_integ,start,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
914,start__rate_ctrl_status.yawspeed_integ,start,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
915,start__sensor_combined.accelerometer_m_s2[0],start,sensor_combined.accelerometer_m_s2[0],sensor_combined
916,start__sensor_combined.accelerometer_m_s2[1],start,sensor_combined.accelerometer_m_s2[1],sensor_combined
917,start__sensor_combined.accelerometer_m_s2[2],start,sensor_combined.accelerometer_m_s2[2],sensor_combined
918,start__sensor_combined.gyro_rad[0],start,sensor_combined.gyro_rad[0],sensor_combined
919,start__sensor_combined.gyro_rad[1],start,sensor_combined.gyro_rad[1],sensor_combined
920,start__sensor_combined.gyro_rad[2],start,sensor_combined.gyro_rad[2],sensor_combined
921,start__sensor_preflight.accel_inconsistency_m_s_s,start,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
922,start__sensor_preflight.gyro_inconsistency_rad_s,start,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
923,start__vehicle_attitude.pitchspeed,start,vehicle_attitude.pitchspeed,vehicle_attitude
924,start__vehicle_attitude.q[0],start,vehicle_attitude.q[0],vehicle_attitude
925,start__vehicle_attitude.q[1],start,vehicle_attitude.q[1],vehicle_attitude
926,start__vehicle_attitude.q[2],start,vehicle_attitude.q[2],vehicle_attitude
927,start__vehicle_attitude.q[3],start,vehicle_attitude.q[3],vehicle_attitude
928,start__vehicle_attitude.rollspeed,start,vehicle_attitude.rollspeed,vehicle_attitude
929,start__vehicle_attitude.yawspeed,start,vehicle_attitude.yawspeed,vehicle_attitude
930,start__vehicle_attitude_setpoint.pitch_body,start,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
931,start__vehicle_attitude_setpoint.roll_body,start,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
932,start__vehicle_attitude_setpoint.yaw_body,start,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
933,start__vehicle_land_detected.ground_contact,start,vehicle_land_detected.ground_contact,vehicle_land_detected
934,start__vehicle_land_detected.landed,start,vehicle_land_detected.landed,vehicle_land_detected
935,start__vehicle_land_detected.maybe_landed,start,vehicle_land_detected.maybe_landed,vehicle_land_detected
936,start__vehicle_local_position.ax,start,vehicle_local_position.ax,vehicle_local_position
937,start__vehicle_local_position.ay,start,vehicle_local_position.ay,vehicle_local_position
