method,runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,weighted_f1_mean,weighted_f1_std,macro_ovr_auprc_mean,macro_ovr_auprc_std,macro_ovr_auroc_mean,macro_ovr_auroc_std,anomaly_only_accuracy_mean,anomaly_only_accuracy_std,anomaly_only_macro_f1_mean,anomaly_only_macro_f1_std,anomaly_only_balanced_accuracy_mean,anomaly_only_balanced_accuracy_std,anomaly_only_macro_precision_mean,anomaly_only_macro_precision_std,anomaly_only_macro_recall_mean,anomaly_only_macro_recall_std,anomaly_only_weighted_f1_mean,anomaly_only_weighted_f1_std,stage1_threshold_mean,stage1_threshold_std,stage1_flagged_windows_mean,stage1_flagged_windows_std
stage2_lightgbm,5,0.9121599111604664,0.0015778203485155812,0.8979826601907481,0.0019669503495605995,0.8863488452885224,0.00214184928049553,0.9129985023185909,0.0019830686724975313,0.8863488452885224,0.00214184928049553,0.9109143061336635,0.001604112913332977,0.958527272168167,0.0006541326581428729,0.9836322020891677,0.00018612125390709322,,,,,,,,,,,,,,,,
stage2_random_forest,5,0.8822876179900054,0.0033372613215356182,0.8723559930853926,0.0036548426992592375,0.8382087793235158,0.005175097399054805,0.9231144719830517,0.0007690592871117382,0.8382087793235158,0.005175097399054805,0.8803850499323017,0.0034705861063819786,0.9537662222197524,0.0003082390918999221,0.979101064968947,0.0002609344637532185,,,,,,,,,,,,,,,,
majority,5,0.47390338700721824,0.0,0.16076473912224523,0.0,0.25,0.0,0.11847584675180456,0.0,0.25,0.0,0.3047478175254554,0.0,,,,,,,,,,,,,,,,,,,,
stratified_random,5,0.31093836757357024,0.006388358411440222,0.2357560175199446,0.009045507504978062,0.24662723854994706,0.009012056780437573,0.2473572419885559,0.01049948978370922,0.24662723854994706,0.009012056780437573,0.3037013577421067,0.007463375380701043,,,,,,,,,,,,,,,,,,,,
hs_aerots_cascade,5,0.9306614991632168,0.004172367071572782,0.6902095047984932,0.007062316545362063,0.6754663824538903,0.015163690905152892,0.7225593079400296,0.02830033629304276,0.6754663824538903,0.015163690905152892,0.9299963989320666,0.002881381380050108,,,,,0.6579677956690727,0.01824200055635702,0.7302567531368875,0.014792538593024823,0.6036050665856018,0.020468129265769158,0.9557518052815498,0.005249303492815508,0.6036050665856018,0.020468129265769158,0.7697715021270459,0.01207018969599029,0.44547804073922864,0.07057208354875073,3618.4,281.9313746286496
direct_five_class_lightgbm,1,0.9317948266243871,0.0,0.6560368217774117,0.0,0.610745325712459,0.0,0.73817469127592,0.0,0.610745325712459,0.0,0.9278756852963747,0.0,,,,,0.5968906163242643,0.0,0.662561038355025,0.0,0.5205810809183588,0.0,0.9716017215786755,0.0,0.5205810809183588,0.0,0.7229809846473984,0.0,,,,
