seed,best_iteration,val_auroc,val_auprc,val_best_f1,val_threshold,val_f1_at_threshold,val_positive_rate,val_event_precision,val_event_recall,val_event_f1,val_log_aware_event_precision,val_log_aware_event_recall,val_log_aware_event_f1,test_auroc,test_auprc,test_best_f1,test_threshold,test_f1_at_threshold,test_positive_rate,test_event_precision,test_event_recall,test_event_f1,test_log_aware_event_precision,test_log_aware_event_recall,test_log_aware_event_f1,test_at_val_threshold_auroc,test_at_val_threshold_auprc,test_at_val_threshold_best_f1,test_at_val_threshold_threshold,test_at_val_threshold_f1_at_threshold,test_at_val_threshold_positive_rate,test_at_val_threshold_event_precision,test_at_val_threshold_event_recall,test_at_val_threshold_event_f1,test_at_val_threshold_log_aware_event_precision,test_at_val_threshold_log_aware_event_recall,test_at_val_threshold_log_aware_event_f1
0,377,0.9297733486655138,0.5598932820768114,0.5586438005125173,0.5959183039803535,0.5586438005125173,0.06105990783410138,0.34057971014492755,0.746031746031746,0.46766169154228854,0.3381294964028777,0.734375,0.46305418719211816,0.9276614964219075,0.6312783991079385,0.6111740279350699,0.34974624526241616,0.6111740279350698,0.08934762556060943,0.2692307692307692,0.765625,0.3983739837398374,0.27419354838709675,0.7727272727272727,0.4047619047619047,0.9276614964219075,0.6312783991079385,0.6111740279350699,0.5959183039803535,0.5950162513542795,0.06762301599923662,0.36792452830188677,0.609375,0.45882352941176463,0.3644859813084112,0.5909090909090909,0.4508670520231214
