run_id,topic,samples,valid_samples,first_s,last_s,missing_channels
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_rates_setpoint,2126,2126,1.346781,68.886781,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_status,72,72,1.088773,68.906505,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_status_flags,72,72,1.088787,68.907988,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_vision_position,1304,1304,1.340599,68.86768,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,actuator_controls_0,919,919,1.234295,94.323055,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,actuator_outputs,917,917,1.172772,94.205472,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,battery_status,187,187,0.958512,94.231281,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,cpuload,94,94,0.88006,94.130294,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,distance_sensor,916,916,1.245331,94.197356,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,ekf2_innovations,459,459,1.070603,94.243447,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,estimator_status,459,459,1.275021,94.243447,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,manual_control_setpoint,459,459,1.267557,94.252341,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,rate_ctrl_status,2941,2941,1.318252,94.299059,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,sensor_combined,23233,23233,1.32209,94.322884,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,sensor_preflight,6,6,0.006656,94.136248,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,system_power,187,187,0.955423,94.245424,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_attitude,2939,2939,1.318557,94.307467,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_attitude_setpoint,916,916,1.280055,94.2441,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_land_detected,94,94,1.340285,93.912285,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_local_position,1030,1030,3.002952,107.432895,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_rates_setpoint,2935,2935,1.350249,94.306999,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_status,95,95,1.019191,93.321516,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_status_flags,95,95,1.019204,93.321547,
inav_local_z_freeze__2019-01-25__17_38_05__baseline,vehicle_vision_position,1876,1876,1.356335,94.309788,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,actuator_controls_0,953,953,1.245315,97.866838,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,actuator_outputs,951,951,1.155357,97.78094,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,battery_status,194,194,0.853541,97.783122,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,cpuload,97,97,0.755663,97.044692,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,distance_sensor,951,951,1.254761,97.777418,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,ekf2_innovations,477,477,1.169627,97.783224,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,estimator_status,477,477,1.169627,97.783224,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,manual_control_setpoint,477,477,1.154567,97.804138,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,rate_ctrl_status,3055,3055,1.313338,97.86297,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,sensor_combined,24109,24109,1.333109,97.866699,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,sensor_preflight,6,6,0.002037,97.679782,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,system_power,194,194,0.860411,97.800412,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_attitude,3054,3054,1.345592,97.855269,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_attitude_setpoint,951,951,1.274351,97.819592,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_land_detected,97,97,1.046832,97.464356,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_local_position,1083,1083,3.001188,112.807339,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_rates_setpoint,3049,3049,1.373322,97.854863,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_status,99,99,1.010354,96.868407,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_status_flags,99,99,1.010367,96.868439,
inav_local_z_freeze__2019-03-06__08_02_26__baseline,vehicle_vision_position,960,960,1.359847,97.851047,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,actuator_controls_0,668,668,1.238763,68.914759,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,actuator_outputs,667,667,1.189101,68.893086,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,battery_status,136,136,1.08246,68.871016,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,cpuload,68,68,1.197516,68.646371,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,distance_sensor,665,665,1.250361,68.854372,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,ekf2_innovations,334,334,1.194966,68.779473,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,estimator_status,334,334,1.194966,68.791011,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,manual_control_setpoint,334,334,1.18834,68.784218,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,rate_ctrl_status,2129,2129,1.290769,68.910849,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,sensor_combined,16859,16859,1.326612,68.914584,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,sensor_preflight,6,6,0.086933,68.723867,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,system_power,136,136,1.089526,68.869526,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_attitude,2060,2060,1.322995,68.899009,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_attitude_setpoint,665,665,1.299961,68.851566,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_land_detected,2722,2722,1.006053,84.211303,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_local_position,663,663,1.299123,68.851089,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_rates_setpoint,2125,2125,1.354727,68.894727,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_status,72,72,1.096719,68.914451,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_status_flags,72,72,1.096733,68.915934,
land_detector_state_inversion__2019-01-18__08_39_38__baseline,vehicle_vision_position,1304,1304,1.348545,68.875626,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,actuator_controls_0,918,918,1.244787,94.321652,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,actuator_outputs,917,917,1.171369,94.204069,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,battery_status,187,187,0.957109,94.229878,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,cpuload,94,94,0.878657,94.128891,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,distance_sensor,916,916,1.243928,94.195953,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,ekf2_innovations,459,459,1.273618,94.242044,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,estimator_status,459,459,1.273618,94.242044,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,manual_control_setpoint,459,459,1.266154,94.250938,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,rate_ctrl_status,2941,2941,1.316849,94.297656,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,sensor_combined,23234,23234,1.33268,94.321481,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,sensor_preflight,6,6,0.005253,94.134845,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,system_power,187,187,0.95402,94.244021,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_attitude,2938,2938,1.345125,94.306064,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_attitude_setpoint,916,916,1.278652,94.242697,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_land_detected,3927,3927,1.00201,108.309844,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_local_position,916,916,1.277065,94.269893,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_rates_setpoint,2934,2934,1.380903,94.305596,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_status,95,95,1.017788,93.320113,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_status_flags,95,95,1.017801,93.320144,
land_detector_state_inversion__2019-01-25__17_38_05__baseline,vehicle_vision_position,1879,1879,1.386411,94.308385,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,actuator_controls_0,953,953,1.2371,97.866639,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,actuator_outputs,952,952,1.155158,97.780741,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,battery_status,194,194,0.853342,97.782923,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,cpuload,97,97,0.755464,97.044493,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,distance_sensor,951,951,1.254562,97.777219,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,ekf2_innovations,477,477,1.169428,97.783025,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,estimator_status,477,477,1.169428,97.783025,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,manual_control_setpoint,477,477,1.154368,97.803939,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,rate_ctrl_status,3055,3055,1.313139,97.862771,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,sensor_combined,24110,24110,1.324899,97.8665,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,sensor_preflight,6,6,0.001838,97.679583,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,system_power,194,194,0.860212,97.800213,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_attitude,3054,3054,1.313532,97.85507,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_attitude_setpoint,951,951,1.274152,97.819393,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_land_detected,4079,4079,1.00334,111.391456,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_local_position,951,951,1.273817,97.80688,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_rates_setpoint,3050,3050,1.345121,97.854664,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_status,99,99,1.010155,96.868208,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_status_flags,99,99,1.010168,96.86824,
land_detector_state_inversion__2019-03-06__08_02_26__baseline,vehicle_vision_position,960,960,1.359648,97.850848,
