run_id,topic,samples,valid_samples,first_s,last_s,missing_channels
commander_nav_state_override__2019-01-18__08_39_38__baseline,actuator_controls_0,667,667,1.309053,68.909073,
commander_nav_state_override__2019-01-18__08_39_38__baseline,actuator_outputs,666,666,1.291457,68.8874,
commander_nav_state_override__2019-01-18__08_39_38__baseline,battery_status,136,136,1.076774,68.86533,
commander_nav_state_override__2019-01-18__08_39_38__baseline,cpuload,68,68,1.19183,68.640685,
commander_nav_state_override__2019-01-18__08_39_38__baseline,distance_sensor,665,665,1.244675,68.848686,
commander_nav_state_override__2019-01-18__08_39_38__baseline,ekf2_innovations,333,333,1.18928,68.773787,
commander_nav_state_override__2019-01-18__08_39_38__baseline,estimator_status,334,334,1.18928,68.785325,
commander_nav_state_override__2019-01-18__08_39_38__baseline,manual_control_setpoint,333,333,1.182654,68.778532,
commander_nav_state_override__2019-01-18__08_39_38__baseline,rate_ctrl_status,2127,2127,1.381096,68.905163,
commander_nav_state_override__2019-01-18__08_39_38__baseline,sensor_combined,16844,16844,1.396898,68.908898,
commander_nav_state_override__2019-01-18__08_39_38__baseline,sensor_preflight,6,6,0.081247,68.718181,
commander_nav_state_override__2019-01-18__08_39_38__baseline,system_power,136,136,1.08384,68.86384,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_attitude,2059,2059,1.413416,68.893323,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_attitude_setpoint,664,664,1.393995,68.84588,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_land_detected,70,70,1.121785,67.911039,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_local_position,664,664,1.393413,68.845403,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_rates_setpoint,2123,2123,1.445028,68.889041,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_status,75,75,0.091687,69.595072,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_status_flags,146,146,0.082013,69.595074,
commander_nav_state_override__2019-01-18__08_39_38__baseline,vehicle_vision_position,1306,1306,1.438745,68.86994,
commander_nav_state_override__2019-01-25__17_38_05__baseline,actuator_controls_0,917,917,1.243896,94.220761,
commander_nav_state_override__2019-01-25__17_38_05__baseline,actuator_outputs,917,917,1.170478,94.203178,
commander_nav_state_override__2019-01-25__17_38_05__baseline,battery_status,186,186,0.956218,93.736206,
commander_nav_state_override__2019-01-25__17_38_05__baseline,cpuload,94,94,0.877766,94.128,
commander_nav_state_override__2019-01-25__17_38_05__baseline,distance_sensor,916,916,1.243037,94.195062,
commander_nav_state_override__2019-01-25__17_38_05__baseline,ekf2_innovations,459,459,1.272727,94.241153,
commander_nav_state_override__2019-01-25__17_38_05__baseline,estimator_status,459,459,1.272727,94.241153,
commander_nav_state_override__2019-01-25__17_38_05__baseline,manual_control_setpoint,458,458,1.265263,94.04922,
commander_nav_state_override__2019-01-25__17_38_05__baseline,rate_ctrl_status,2939,2939,1.315958,94.236735,
commander_nav_state_override__2019-01-25__17_38_05__baseline,sensor_combined,23218,23218,1.331789,94.26459,
commander_nav_state_override__2019-01-25__17_38_05__baseline,sensor_preflight,6,6,0.004362,94.133954,
commander_nav_state_override__2019-01-25__17_38_05__baseline,system_power,186,186,0.953129,93.743097,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_attitude,2936,2936,1.344234,94.241153,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_attitude_setpoint,916,916,1.277761,94.241806,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_land_detected,94,94,1.337991,93.909991,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_local_position,915,915,1.276174,94.165094,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_rates_setpoint,2932,2932,1.380012,94.240735,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_status,97,97,0.018528,93.311104,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_status_flags,192,192,0.006436,93.319253,
commander_nav_state_override__2019-01-25__17_38_05__baseline,vehicle_vision_position,1877,1877,1.38552,94.23541,
commander_nav_state_override__2019-03-06__08_02_26__baseline,actuator_controls_0,953,953,1.245699,97.867222,
commander_nav_state_override__2019-03-06__08_02_26__baseline,actuator_outputs,951,951,1.155741,97.781324,
commander_nav_state_override__2019-03-06__08_02_26__baseline,battery_status,194,194,0.853925,97.783506,
commander_nav_state_override__2019-03-06__08_02_26__baseline,cpuload,97,97,0.756047,97.045076,
commander_nav_state_override__2019-03-06__08_02_26__baseline,distance_sensor,951,951,1.255145,97.777802,
commander_nav_state_override__2019-03-06__08_02_26__baseline,ekf2_innovations,477,477,1.170011,97.783608,
commander_nav_state_override__2019-03-06__08_02_26__baseline,estimator_status,477,477,1.170011,97.783608,
commander_nav_state_override__2019-03-06__08_02_26__baseline,manual_control_setpoint,477,477,1.154951,97.804522,
commander_nav_state_override__2019-03-06__08_02_26__baseline,rate_ctrl_status,3055,3055,1.313722,97.863354,
commander_nav_state_override__2019-03-06__08_02_26__baseline,sensor_combined,24109,24109,1.333493,97.867083,
commander_nav_state_override__2019-03-06__08_02_26__baseline,sensor_preflight,6,6,0.002421,97.680166,
commander_nav_state_override__2019-03-06__08_02_26__baseline,system_power,194,194,0.860795,97.800796,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_attitude,3054,3054,1.345976,97.855653,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_attitude_setpoint,951,951,1.274735,97.819976,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_land_detected,97,97,1.047216,97.46474,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_local_position,950,950,1.374359,97.807463,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_rates_setpoint,3049,3049,1.373706,97.855247,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_status,117,117,0.013307,107.868655,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_status_flags,212,212,0.004266,107.868658,
commander_nav_state_override__2019-03-06__08_02_26__baseline,vehicle_vision_position,960,960,1.360231,97.851431,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,actuator_controls_0,666,666,1.245616,68.741575,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,actuator_outputs,665,665,1.215926,68.703863,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,battery_status,135,135,1.001243,68.285847,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,cpuload,68,68,1.116299,68.565154,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,distance_sensor,664,664,1.270563,68.773155,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,ekf2_innovations,333,333,1.281459,68.677448,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,estimator_status,333,333,1.285367,68.681367,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,manual_control_setpoint,333,333,1.107123,68.703001,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,rate_ctrl_status,2124,2124,1.305565,68.765568,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,sensor_combined,16831,16831,1.333367,68.793366,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,sensor_preflight,6,6,0.005716,68.64265,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,system_power,135,135,1.008309,68.288327,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_attitude,2141,2141,1.349379,68.769872,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_attitude_setpoint,664,664,1.318464,68.770349,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_land_detected,70,70,1.046254,67.835508,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_local_position,664,664,1.317882,68.769872,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_rates_setpoint,2121,2121,1.369497,68.7815,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_status,72,72,0.006465,67.830663,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_status_flags,71,71,1.015516,67.830698,
ekf2_innovation_bias__2019-01-18__08_39_38__baseline,vehicle_vision_position,1308,1308,1.363214,68.794409,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,actuator_controls_0,917,917,0.354235,93.326958,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,actuator_outputs,917,917,0.292712,93.325412,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,battery_status,186,186,0.078452,92.85844,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,cpuload,94,94,0.0,93.250234,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,distance_sensor,916,916,0.365271,93.317296,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,ekf2_innovations,459,459,0.390177,93.363387,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,estimator_status,459,459,0.397999,93.370846,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,manual_control_setpoint,458,458,0.387497,93.171454,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,rate_ctrl_status,2941,2941,0.410194,93.391,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,sensor_combined,23223,23223,0.44203,93.390845,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,sensor_preflight,6,5,92.447119,93.256188,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,system_power,186,186,0.075363,92.865331,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_attitude,2951,2951,0.458023,93.386824,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_attitude_setpoint,916,916,0.399995,93.36404,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_land_detected,94,94,0.460225,93.032225,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_local_position,916,916,0.398408,93.391236,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_rates_setpoint,2933,2933,0.470189,93.362969,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_status,95,95,0.139131,92.441456,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_status_flags,95,95,0.139144,92.441487,
ekf2_innovation_bias__2019-01-25__17_38_05__baseline,vehicle_vision_position,1872,1872,0.476275,93.357644,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,actuator_controls_0,953,953,0.477635,97.107293,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,actuator_outputs,952,952,0.399694,97.025277,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,battery_status,194,194,0.097878,97.027459,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,cpuload,97,97,0.0,96.289029,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,distance_sensor,951,951,0.499098,97.021755,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,ekf2_innovations,477,477,0.513577,97.111113,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,estimator_status,477,477,0.521436,97.111036,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,manual_control_setpoint,476,476,0.398904,96.848476,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,rate_ctrl_status,3055,3055,0.557675,97.107307,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,sensor_combined,24114,24114,0.565436,97.111036,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,sensor_preflight,6,5,96.119944,96.924119,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,system_power,193,193,0.104748,96.54475,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_attitude,3066,3066,0.581436,97.111036,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_attitude_setpoint,951,951,0.518688,97.063929,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_land_detected,97,97,0.291169,96.708693,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_local_position,951,951,0.518353,97.051416,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_rates_setpoint,3050,3050,0.589657,97.0992,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_status,99,99,0.254691,96.112744,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_status_flags,99,99,0.254704,96.112776,
ekf2_innovation_bias__2019-03-06__08_02_26__baseline,vehicle_vision_position,960,960,0.604184,97.095384,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,actuator_controls_0,668,668,1.234864,68.906813,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,actuator_outputs,667,667,1.181155,68.88514,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,battery_status,136,136,1.074514,68.86307,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,cpuload,68,68,1.18957,68.638425,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,distance_sensor,665,665,1.242415,68.846426,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,ekf2_innovations,334,334,1.18702,68.771527,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,estimator_status,334,334,1.18702,68.783065,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,manual_control_setpoint,334,334,1.180394,68.776272,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,rate_ctrl_status,2129,2129,1.314798,68.902903,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,sensor_combined,16861,16861,1.32264,68.906638,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,sensor_preflight,6,6,0.078987,68.715921,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,system_power,136,136,1.08158,68.86158,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_attitude,2061,2061,1.315049,68.891063,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_attitude_setpoint,665,665,1.292015,68.84362,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_land_detected,70,70,1.119525,67.908779,
inav_local_z_freeze__2019-01-18__08_39_38__baseline,vehicle_local_position,797,797,3.002772,83.788548,
