scope,mode,module,mean_abs_shap,seed_std,seeds,shap_share,rank
detected_true_anomaly,bidirectional,src/modules/ekf2,1.0996499473567318,0.0699273506859999,5,0.15084809650681422,1
detected_true_anomaly,bidirectional,src/modules/commander,0.9087653149698658,0.052933255573452055,5,0.12466286954692912,2
detected_true_anomaly,bidirectional,src/modules/mavlink,0.3708831818826574,0.014518148660857278,5,0.05087711971238784,3
detected_true_anomaly,bidirectional,src/modules/vtol_att_control,0.32601101681322636,0.011271435782136022,5,0.044721632956685416,4
detected_true_anomaly,bidirectional,src/modules/sensors,0.2573810810284962,0.013282276496078046,5,0.03530709590205582,5
detected_true_anomaly,bidirectional,src/modules/mc_att_control,0.2376033038825231,0.0123914170049106,5,0.032594014304791696,6
detected_true_anomaly,bidirectional,src/modules/fw_att_control,0.21776606148088423,0.011300748133087665,5,0.029872775365596134,7
detected_true_anomaly,bidirectional,src/modules/land_detector,0.21676585671396814,0.009004011902283436,5,0.029735568988631347,8
detected_true_anomaly,bidirectional,src/modules/fw_pos_control_l1,0.18858787547323183,0.007580574672575339,5,0.025870161779921796,9
detected_true_anomaly,bidirectional,src/modules/mc_pos_control,0.18858787547323183,0.007580574672575339,5,0.025870161779921796,9
detected_true_anomaly,bidirectional,src/modules/position_estimator_inav,0.1841500117763737,0.010037459089656784,5,0.02526138323831689,10
detected_true_anomaly,bidirectional,src/modules/events,0.1783608068433519,0.010478678558995272,5,0.02446723002025567,11
detected_true_anomaly,bidirectional,src/modules/load_mon,0.1600595859565716,0.009211460285403223,5,0.021956699881862482,12
detected_true_anomaly,bidirectional,src/platforms/posix/drivers/df_bebop_bus_wrapper,0.15724187643909682,0.0076940638800563526,5,0.02157017131589301,13
detected_true_anomaly,bidirectional,src/drivers/telemetry,0.15351261614584957,0.007857222425384046,5,0.021058597775634114,14
detected_true_anomaly,bidirectional,src/drivers/mkblctrl,0.13992401891595815,0.006592539501197276,5,0.019194537279606173,15
detected_true_anomaly,bidirectional,src/drivers/px4io,0.13992401891595815,0.006592539501197276,5,0.019194537279606173,15
detected_true_anomaly,bidirectional,src/platforms/qurt/fc_addon/uart_esc,0.13992401891595815,0.006592539501197276,5,0.019194537279606173,15
detected_true_anomaly,bidirectional,src/modules/gnd_att_control,0.13893488816204605,0.005033314617030261,5,0.01905885001677981,16
