fault_runs,detected_runs,detector_recall,normal_runs,normal_false_alarm_runs,normal_false_alarm_rate,fault_pre_onset_alarm_runs,top1,top3,top5,mrr,delay_detected_n,delay_median_s
12,6,0.5,12,0,0.0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.10733209285840863,6,1.624219499999997
