method,pair_id,run_id,source_log,condition,mutation_id,threshold,any_alarm,detected,pre_onset_alarm,first_alarm_s,detection_delay_s,ground_truth_rank,top1,top3,top5,mrr
paired_residual,normal:commander_nav_state_override__2019-01-18__08_39_38__baseline,commander_nav_state_override__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,commander_nav_state_override,6.642660612621217,True,True,False,64.8,34.8,,0.0,0.0,0.0,0.0
residual_gate_original_shap,normal:commander_nav_state_override__2019-01-18__08_39_38__baseline,commander_nav_state_override__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,commander_nav_state_override,6.642660612621217,True,True,False,64.8,34.8,,0.0,0.0,0.0,0.0
paired_residual,normal:ekf2_innovation_bias__2019-01-18__08_39_38__baseline,ekf2_innovation_bias__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,ekf2_innovation_bias,6.642660612621217,True,True,False,50.4,20.4,,0.0,0.0,0.0,0.0
residual_gate_original_shap,normal:ekf2_innovation_bias__2019-01-18__08_39_38__baseline,ekf2_innovation_bias__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,ekf2_innovation_bias,6.642660612621217,True,True,False,50.4,20.4,,0.0,0.0,0.0,0.0
paired_residual,normal:inav_local_z_freeze__2019-01-18__08_39_38__baseline,inav_local_z_freeze__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,inav_local_z_freeze,6.642660612621217,True,True,True,12.8,35.599999999999994,,0.0,0.0,0.0,0.0
residual_gate_original_shap,normal:inav_local_z_freeze__2019-01-18__08_39_38__baseline,inav_local_z_freeze__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,inav_local_z_freeze,6.642660612621217,True,True,True,12.8,35.599999999999994,,0.0,0.0,0.0,0.0
paired_residual,normal:land_detector_state_inversion__2019-01-18__08_39_38__baseline,land_detector_state_inversion__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,land_detector_state_inversion,6.642660612621217,True,True,True,11.2,34.8,,0.0,0.0,0.0,0.0
residual_gate_original_shap,normal:land_detector_state_inversion__2019-01-18__08_39_38__baseline,land_detector_state_inversion__2019-01-18__08_39_38__baseline,2019-01-18__08_39_38,normal,land_detector_state_inversion,6.642660612621217,True,True,True,11.2,34.8,,0.0,0.0,0.0,0.0
paired_residual,fault:commander_nav_state_override__2019-01-18__08_39_38__fault,commander_nav_state_override__2019-01-18__08_39_38__fault,2019-01-18__08_39_38,fault,commander_nav_state_override,6.642660612621217,True,True,False,32.0,2.0,1.0,1.0,1.0,1.0,1.0
residual_gate_original_shap,fault:commander_nav_state_override__2019-01-18__08_39_38__fault,commander_nav_state_override__2019-01-18__08_39_38__fault,2019-01-18__08_39_38,fault,commander_nav_state_override,6.642660612621217,True,True,False,32.0,2.0,2.0,0.0,1.0,1.0,0.5
