dataset,source_log,run_id,condition,mutation_id,method,detected,any_alarm,pre_onset_alarm,normal_post30_alarm,first_alarm_s,delay_s,observation_end_s,rank,top1,top3,top5,mrr
transfer,2018-12-25__08_44_40,inav_local_z_freeze__2018-12-25__08_44_40__fault,fault,inav_local_z_freeze,channel_gate_new_rank,True,True,False,True,45.623047,15.623047,141.62304699999999,2.0,0,1,1,0.5
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__fault,fault,land_detector_state_inversion,original_primary,True,True,True,True,11.226123,1.2261229999999976,86.426123,2.0,0,1,1,0.5
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__fault,fault,land_detector_state_inversion,channel_gate_fixed_rank,True,True,False,True,31.226122999999998,1.2261229999999976,86.426123,2.0,0,1,1,0.5
transfer,2018-12-19__07_49_17,land_detector_state_inversion__2018-12-19__07_49_17__fault,fault,land_detector_state_inversion,channel_gate_new_rank,True,True,False,True,31.226122999999998,1.2261229999999976,86.426123,2.0,0,1,1,0.5
transfer,2018-12-20__07_47_50,land_detector_state_inversion__2018-12-20__07_47_50__fault,fault,land_detector_state_inversion,original_primary,True,True,False,True,31.218301,1.2183010000000003,121.61830099999999,2.0,0,1,1,0.5
transfer,2018-12-20__07_47_50,land_detector_state_inversion__2018-12-20__07_47_50__fault,fault,land_detector_state_inversion,channel_gate_fixed_rank,True,True,False,True,31.218301,1.2183010000000003,121.61830099999999,2.0,0,1,1,0.5
transfer,2018-12-20__07_47_50,land_detector_state_inversion__2018-12-20__07_47_50__fault,fault,land_detector_state_inversion,channel_gate_new_rank,True,True,False,True,31.218301,1.2183010000000003,121.61830099999999,2.0,0,1,1,0.5
transfer,2018-12-25__08_44_40,land_detector_state_inversion__2018-12-25__08_44_40__fault,fault,land_detector_state_inversion,original_primary,True,True,True,True,11.224174999999999,0.4241749999999982,141.624175,2.0,0,1,1,0.5
transfer,2018-12-25__08_44_40,land_detector_state_inversion__2018-12-25__08_44_40__fault,fault,land_detector_state_inversion,channel_gate_fixed_rank,True,True,False,True,31.224175,1.224174999999999,141.624175,2.0,0,1,1,0.5
transfer,2018-12-25__08_44_40,land_detector_state_inversion__2018-12-25__08_44_40__fault,fault,land_detector_state_inversion,channel_gate_new_rank,True,True,False,True,31.224175,1.224174999999999,141.624175,2.0,0,1,1,0.5
